,Player,Nation,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,mv
1131,m.manda,Quewenia,Marvelous Anchors,20,2000,0.21,0.08,0.01,0,0.04,0.01,0.05,4.91,0,4.96,30.08,4.97,1,10.05,9.91,10.04,0.06,0.04,0.05,0.06,0.04,0,0,0.05,C,2021,7929948.248
2282,l.sakurai,Nganion,Orange Giants,31,1988,3.28,0.01,0.06,0,0,0,0.05,0,0,0,0.06,0,0,0.08,0.04,0.05,0,0,0,0.02,0.02,0.09,0,0.02,E,2021,7923065.189
1222,d.nabbosa,Nkasland Cronestan,Serious Cyclones,35,1985,5.13,2.06,1.89,0.83,1.11,0.26,0.55,2.39,1,1.71,15.14,6.4,1,6.76,5.85,2.47,1.14,0.16,0.04,1.07,1.69,3.89,3.21,0.05,C,2021,7917487.418
1465,b.koskinen,Esia,Wicked Gentlefolk,25,1995,1.03,0.02,0,0,0.08,0,0,0,0,0.05,0.05,0,0,0,0,0.07,0,0.06,0.08,0.1,0,0,0,0,C,2021,7902819.93
2682,i.takeuchi,Rarita,Red Anchormen,19,2000,0.4,0.09,0,0.06,0.09,0.09,0.01,5.03,0,4.99,22.54,2.52,1,10.1,7.55,5.1,0,0,0.02,0.08,0,0,0,0.03,RFL,2021,7898205.346
2310,f.krklis,Imaar Vircoand,Plane Janes,28,1992,2.08,0,0.07,0,0,0,0,0,0,0.01,0,0,0,0,0.1,0,0.1,0.01,0.09,0.02,0.07,0.05,0,0,E,2021,7894975.824
2672,m.bahri,Slandsganiamayotteque,Marvelous Coyotes,25,1995,1,0.07,0.05,0.07,0.09,0,0.05,0.04,0,0.07,0,0.02,0,0,0.02,0,0.1,0,0.09,0,0.01,0,0.01,0.07,RFL,2021,7853638.797
218,a.berisha,People's Land of Maneau,Punctual Rustlers,23,1997,0.82,1.03,0,1.12,0,0.09,0,1.11,0,1.19,12.24,1.16,1,4.42,4.53,3.24,2.16,0.08,0,2.21,1.13,2.16,1.04,0,A,2021,7843056.649
2162,d.ghasemi,Nganion,Hideous Spiders,26,1994,1.32,1.57,0.73,0.69,0.05,0.84,0,2.31,0.08,2.34,13.73,4.57,1,4.57,5.41,3.95,1.53,0,0,1.49,2.26,3.87,2.34,0.86,E,2021,7836561.297
384,m.iqbal,Lenia Gerdanho,Weak Tornadoes,28,1992,1.35,0.78,0.8,0.69,0,0.07,0.81,2.35,1,1.45,23.1,6.88,1,3.17,10.07,9.95,3.91,0,0.06,3.77,0.06,0.69,0.79,0.05,A,2021,7836448.667
2443,l.ibrahimovi,Nganion,Sassy Knights,25,1995,0.58,0.08,0.01,0,0.06,0.06,0.08,1.69,0,1.67,15.03,3.39,1,1.57,6.6,6.58,1.69,0,0.05,1.67,0.02,0,0.09,0.03,E,2021,7782329.548
1830,h.sat,Byasier Pujan,Remarkable Flames,21,1999,0.26,0.09,0,0,0,0.06,0.09,0.05,0,0,40.07,5.08,1,10.04,14.99,15,0,0,0,0,0,0,0,0.03,D,2021,7779310.886
370,j.tsan,Byasier Pujan,Weak Tornadoes,26,1994,1.08,3.92,4.05,1.03,3.03,0,0.05,0,0,0,13.9,8.07,1,5.95,7.02,1.04,1.94,0,0.04,1.93,0.02,3.92,5.97,0.02,A,2021,7771389.844
2750,f.andreassen,Rarita,Strong Oaks,28,1991,0.5,2.46,2.43,0.08,2.42,0,0,0.09,0,0.09,19.97,10.03,1,0.07,14.92,5,2.57,0,0,2.58,2.46,5.06,0,0.01,RFL,2021,7770386.856
1943,h.francisco,Rosvi,Sugar Bengals,34,1985,4.35,1.59,1.16,0.56,0.98,0.29,0.3,0.45,1,0.2,8.65,3.2,1,2.35,5.35,0.97,0.66,0.05,0.07,0.72,0.37,2.11,2.1,0.02,D,2021,7730004.395
237,d.pellegrino,People's Land of Maneau,Punctual Rustlers,30,1989,3.08,1.65,0.61,0.93,0.74,0.1,0.31,0.69,1,0.36,9.91,2.06,1,3.95,5.93,0,1.28,0.02,0,1.43,1.23,2.99,1.05,0,A,2021,7715859.155
569,l.namugaya,Dosqaly,Mean Poets,23,1997,0.96,2.09,1.02,0,2.08,0,0.93,2.95,1,1.98,21.08,5.03,1,9.07,9.93,1.97,2.99,0,0,2.95,1.97,4,0,0.09,B,2021,7701766.428
2390,r.flores,Western Niasland,Rabid Greyhounds,25,1995,0.56,1.95,2.09,0.09,2.04,0,1.96,2.01,1,0,14.03,4.02,1,1.92,7.97,3.94,1.96,0,0.05,2.01,0,2.01,2.08,0,E,2021,7697369.619
749,q.muhammed,Dosqaly,Solemn Leopards,24,1996,1.29,0.73,0.71,0,0.82,0,0.04,0.68,0,0.74,19.29,3.85,1,8.46,6.97,3.79,1.51,0.07,0,1.51,0,0.81,1.6,0,B,2021,7689000.209
1525,n.magombo,Sobianitedrucy,Coy Sunbirds,27,1993,0.15,0,0,0,0,0.04,0,5.09,0.08,4.94,10.07,10.09,1,0,9.93,0.01,0,0,0,0,0.07,0.09,0.08,0,D,2021,7627061.486
716,j.ssemanda,Dosqaly,Simple Privateers,19,2001,0.31,9.96,0.09,9.97,0,0,6.61,10.04,1,3.3,43.24,10.05,1,16.6,26.65,0.05,10.02,0.1,0.1,10.09,0,9.95,0,0,B,2021,7583287.537
967,z.wati,Dosqaly,Wet Monarchs,22,1997,0.3,5.01,0,0.05,5.04,0,0,0.05,0,0,65.06,5.08,1,10.04,34.92,20.09,0,0.01,0,0.08,0.01,4.92,0,0,B,2021,7568460.279
1777,k.mwanje,Sobianitedrucy,Mighty Monkeys,23,1997,0.87,1.14,0,0.01,0,1.06,1.18,3.33,1,2.28,20.08,4.49,1,8.92,6.66,4.43,0,0,0,0,0,1.16,2.29,0,D,2021,7561081.859
1847,n.muhammadu,Byasier Pujan,Serious Ranchers,25,1995,0.8,0.09,0.04,0.06,0.03,0.06,0,1.15,0,1.25,12.52,1.27,1,1.3,8.78,2.41,2.45,0.08,0.07,2.58,0.09,0,0.05,0,D,2021,7557294.761
2159,w.dufour,Nganion,Hideous Spiders,21,1999,0.43,0,0,0.04,0.07,0,0,0,0,0.04,29.91,4.08,1,10.1,12.05,7.9,2.07,0.01,0.08,2.06,0,0,1.97,0,E,2021,7530498.402
1176,k.ssenyondo,Esia,Punctual Archers,28,1992,1.63,1.34,0.66,0,1.22,0.07,0,0.63,0.09,0.7,12.52,1.94,1,0.7,9.45,2.54,0.57,0,0,0.56,0,1.26,0.7,0,C,2021,7505294.961
1910,e.potonik,Biarizea,Strange Pioneers,29,1991,2.32,1.78,0.81,0.9,0.83,0,0.04,1.35,0,1.3,12.26,3.53,1,4.36,4.36,3.43,3.1,0.1,0.07,3.11,0.9,2.67,2.23,0.05,D,2021,7467620.095
1081,i.agwang,Esia,Horrible Flames,27,1993,1.46,0,0,0,0.01,0.04,0,0,0,0.09,0.05,0.05,0,0.03,0.08,0,0.03,0.02,0.06,0.05,0,0,0,0.73,C,2021,7465328.58
2484,z.andersen,Greri Landmoslands,Screaming Ramblers,19,2001,0.78,1.45,1.47,1.52,0.06,0,1.47,2.77,1,1.41,15.75,1.38,1,12.81,0.08,2.94,0,0,0.05,0,1.51,2.88,2.84,0.1,E,2021,7461334.267
2059,d.magala,Republic of Denand Landsa,Deferred Dolphins,27,1992,1.04,2.83,2.78,0.99,1.85,0.08,0.98,0.81,1,0,11.85,4.47,1,1.77,8.21,1.89,1.8,0.1,0.05,1.75,0,2.63,1.87,0.1,E,2021,7410633.238
1141,c.ndiweni,Galamily,Mean Trolls,32,1988,3.48,1.55,0.81,0.25,1.2,0,0.39,0.67,1,0.28,7.69,2.98,1,3.27,4.35,0.09,1.47,1.18,0.27,0.32,0.22,1.69,3.61,0,C,2021,7390910.799
371,z.kituyi,Central Republic of Boekrainego,Weak Tornadoes,20,2000,0.12,0,0,0,0.04,0.01,0.05,0.06,0,0.07,9.95,5,1,10.07,0.09,0,4.93,0.04,0,4.93,0,0,0.03,0.06,A,2021,7378322.995
112,t.nouri,People's Land of Maneau,Horrible Grizzlies,22,1997,0.48,5.93,3.92,2.05,3.97,0,4.01,3.97,1,0.04,6.03,1.99,1,5.91,0,0,7.97,5.94,0,1.94,1.96,7.91,15.99,0,A,2021,7348913.372
1721,m.chirambo,Sobianitedrucy,Marvelous Patriots,35,1984,4.91,2.12,1.56,0.99,0.8,0.15,1.04,3.1,1,2.03,14.98,5.04,1,6.26,6.95,1.61,2.04,0.4,0.06,1.55,0.97,3.02,3.88,0,D,2021,7322767.352
1676,c.manjhi,Sobianitedrucy,Marvelous Heels,26,1994,1.19,1.71,1.7,0,1.74,0.06,0.79,0.84,1,0,14.95,4.95,1,5.8,6.59,2.49,4.25,0.73,0,3.28,2.42,4.23,4.27,0.03,D,2021,7313995.38
2621,t.ansari,Rarita,Educated Avengers,31,1989,2.91,3.37,1.42,1.05,1.78,0.74,1.69,2.7,1,0.95,16.53,5.22,1,5.1,9.22,2.08,1.03,0,0.04,0.96,1.03,4.47,0.09,0.04,RFL,2021,7277724.352
1535,l.foo,Sobianitedrucy,Coy Sunbirds,29,1991,2.07,0,0,0,0,0,0.08,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0.08,0.06,0.01,0,0,D,2021,7263773.539
966,j.nakubulwa,Dosqaly,Wet Monarchs,25,1994,0.17,0,0,0,0,0.08,0,0.02,0,0.09,40.06,0.02,0.06,0,19.93,20.1,0.05,0.02,0.01,0.03,0,0,0.01,0,B,2021,7262613.89
114,v.binali,Sobianitedrucy,Horrible Grizzlies,25,1994,1.03,3.01,2.01,1.1,0.93,1.03,0.98,2.98,1,1.94,13.96,3.08,1,5.91,3.04,5,2.07,0.02,0.05,2.04,1.06,4.1,10.01,0.01,A,2021,7258863.229
879,o.isaac,Dosqaly,Unethical Comets,20,2000,0.47,4.08,1.99,1.99,2.01,0.1,0,2.05,0.07,1.91,28.08,5.96,1,13.93,11.99,1.92,0,0,0.03,0,0.08,4.07,1.91,0.04,B,2021,7250830.88
1244,d.meszaros,Esia,Silver Frogs,20,2000,0.31,4.95,0.01,4.95,0,0.06,2.47,5.02,1,2.4,9.96,0.04,0.03,7.54,2.55,0,2.46,0,0.04,2.52,2.56,7.4,10.09,0,C,2021,7212239.991
1916,f.hang,Rarita,Strange Pioneers,25,1995,0.95,0,0,0,0.04,0.06,0.08,1.15,0.09,1.18,6.6,1.1,1,3.43,1.12,2.12,2.12,0.01,0.1,2.32,0.06,0,0.07,0.07,D,2021,7205582.029
549,q.turinawe,Rosvi,Mean Colts,26,1993,1.02,2.07,0.07,0.05,2.05,0,0.05,0.04,0,0.03,9,2.93,1,3.05,5.94,0.09,3.04,0.93,0,1.97,0.03,2.02,3.02,0.93,B,2021,7190637.04
915,k.okwir,Dosqaly,Weak Blimps,21,1999,0.48,7.59,2.43,7.52,0,0,2.44,4.96,1,2.41,22.56,2.47,1,9.93,7.4,5.09,7.41,0.05,0.01,7.57,2.46,10.08,0.03,0.05,B,2021,7181600.656
1281,u.rees,Dosqaly,Spicy Gophers,32,1988,2.55,0.35,0.09,0.09,0.42,0,0,0.87,0.09,0.89,12.8,3.66,1,0,6.74,6.04,0,0,0.09,0,0,0.35,0.88,0.03,C,2021,7123519.18
2279,f.jee,Nganion,Orange Giants,30,1990,1.86,0,0,0.07,0.07,0.05,0.08,0.48,0,0.47,17.38,2.57,1,0.54,6.4,10.42,2.08,0.43,0,1.49,0,0.05,0.01,0.05,E,2021,7113421.896
2224,e.andoh,Central Diasongo,Mad Bees,27,1992,1.18,5.5,3.57,1.76,1.01,2.69,2.67,3.59,1,0.82,39.16,7.32,1,7.26,23.5,8.12,2.67,0.88,0,1.82,1.88,7.19,1.91,0,E,2021,7109186.917
1876,b.ylmaz,Central Namemo Laand,Spicy Pointers,22,1997,1.9,1.56,0.42,1.47,0,0.03,0.49,2.46,1,1.94,23.48,4.54,1,18.58,4.46,0.52,1.59,0.03,0,1.55,2.5,3.91,7.58,0,D,2021,7105621.413
1157,u.he,Galamily,Mean Trolls,30,1989,3.01,1.24,0.65,0.7,0.73,0.01,0,2.03,0,1.98,30.74,8.4,1,12.02,15.35,3.29,0.93,0.09,0,1.08,2.6,3.95,1.94,0,C,2021,7094361.298
2400,i.namata,Nganion,Rabid Greyhounds,28,1992,1.97,2.6,2.08,1.64,1.15,0,0.09,0,0,0.02,13.12,3.07,1,5.29,6.85,1.04,0.5,0,0,0.49,1.59,4.25,2.02,0.09,E,2021,7083986.902
508,u.sun,Reugha,Grotesque Rocks,24,1996,0.2,0.06,0.01,0,0.06,0,0,5.07,0,5.02,0,0.03,0,0,0.03,0.01,0,0,0.1,0,0.1,0,0,0,B,2021,7073788.431
745,a.odaga,Byasier Pujan,Solemn Leopards,30,1990,2.53,4.2,2.37,1.94,2.26,0.02,1.84,3.42,1,1.56,23.42,8.4,1,8.87,13.59,1.16,2.32,0.85,0.09,1.58,1.11,5.38,3.48,0,B,2021,7030494.526
2225,j.akbari,Eastern Sleboube,Mad Bees,18,2001,0.05,0,0.09,0.03,0.05,0.1,0.08,0.04,0,0,9.98,0.02,0.08,9.95,0,0.06,0.01,0,0.08,0.1,0,0.05,0.02,0,E,2021,6995799.605
341,j.tse,Dosqaly,Swift Musketeers,18,2001,0.04,0,0,0.07,0.04,0,0.01,0.01,0,0,10.07,0.08,0,10.06,0.07,0.04,0.1,0.05,0.08,0.01,0,0.03,0.01,0,A,2021,6965084.461
1850,k.shibata,Imaar Vircoand,Serious Ranchers,29,1990,2.53,0.39,0,0.31,0,0.03,0,0.03,0,0.05,10.73,4.47,1,8,2.83,0,2.38,0.4,0,1.92,1.51,1.93,3.26,0.02,D,2021,6962919.709
145,n.bondarenko,People's Land of Maneau,Horrible Storm,16,2004,0.14,9.98,10.04,4.93,0.1,5.01,5.09,15.04,1,9.91,69.99,15.09,1,30.04,20.03,19.9,5.02,0.02,0.09,5.03,0.01,10.03,0.09,0,A,2021,6911923.936
165,a.akoth,Unicorporated Tiagascar,Mighty Jays,27,1993,0.93,0.06,0.08,0,0.07,0.04,0.09,0,0,0,3.08,1.01,1,0,2.06,0.96,0,0.05,0.06,0.06,0,0,0,0,A,2021,6881662.612
1172,p.anderson,Esia,Punctual Archers,24,1996,0.06,0.09,0,0.06,0,0,0.07,0.08,0,0,0,0.08,0,0,0.03,0,0,0.01,0.02,0.01,0.06,0,0,0,C,2021,6868590.301
1589,n.tkachuk,Sobianitedrucy,Fighting Wave,42,1978,7.92,0,0,0.02,0.04,0,0.06,0,0,0,0.07,0.06,0,0,0.08,0.02,0.09,0,0.06,0,0.06,0,0,0.08,D,2021,6849849.624
239,i.mlambo,Redohrainbri,Punctual Rustlers,28,1992,1.66,2.48,0.64,1.2,0,1.25,0.6,0.71,1,0,27.45,6.96,1,8.79,10.61,8.06,1.89,0.05,0.03,1.97,0.72,3.19,0.66,0,A,2021,6848414.351
1974,r.uchida,Sobianitedrucy,Wet Flames,23,1997,0.64,4.93,0,3.33,1.62,0,4.98,6.65,1,1.6,16.77,4.93,1,10.1,6.62,0.04,0.01,0.09,0.04,0,0,4.91,1.71,0,D,2021,6831785.241
600,h.kabugho,Sobianitedrucy,Overconfident Kangaroos,26,1994,0.9,2.02,1.93,1.09,1.1,0.02,0.04,1.01,0.05,0.92,5.98,3.03,1,4,1.92,0.06,0.95,0.93,0.05,0,0,2.03,1.07,0,B,2021,6794663.409
1857,l.bekher,Sobianitedrucy,Serious Ranchers,19,2001,0.16,0.07,0.09,0,0,0,0,0,0,0.04,29.92,0.01,0.03,10.03,20.1,0,0,0.05,0,0,0.01,0,10.09,0.02,D,2021,6766397.904
2741,y.mugerwa,Rarita,Strong Oaks,25,1995,0.31,0,0.01,0.08,0.01,0,0.09,0,0,0,4.95,2.49,1,2.51,0.09,2.52,2.55,0.02,0.08,2.5,2.6,2.5,0.06,0,RFL,2021,6756633.546
1495,a.nakagawa,Manlisgamncent,Coy Catamarans,25,1995,0.23,10.07,10.09,4.93,0,4.99,0.04,10.04,0,9.9,39.94,9.96,1,9.91,19.97,10.04,0,0,0.02,0,0.07,9.91,0,0,D,2021,6718036.383
2297,d.akia,Nganion,Plane Janes,28,1992,2.08,2.46,1.42,2.38,0,0.02,0.91,2.85,1,1.86,13.75,3.73,1,8.49,1.38,3.89,2.41,0.58,0,1.86,0.53,2.92,2.47,0.09,E,2021,6717300.695
1501,a.zulu,Sobianitedrucy,Coy Catamarans,22,1997,0.32,6.6,3.29,3.24,3.41,0.05,3.32,3.27,1,0,40.07,3.28,1,10.05,23.35,6.72,3.41,0.06,0.04,3.39,0,6.7,0.01,0.04,D,2021,6703330.575
2111,i.babirye,Nganion,Festive Governors,22,1998,0.59,0.05,0,0.01,0.08,0.09,0,0.08,0,0.06,28.1,1.97,1,9.91,16.04,2,0.06,0.03,0.04,0.09,0,0.06,0.02,0.04,E,2021,6699970.916
722,f.baguma,Coastpa Barleslands,Solemn Leopards,28,1992,0.72,2.5,1.24,0.02,0.06,2.56,1.35,1.31,1,0,16.38,7.52,1,3.8,4.98,7.44,2.44,1.35,0.04,1.23,1.26,3.7,2.43,0.01,B,2021,6695843.978
2503,w.ofori,Unicorporated Tiagascar,Serious Magicians,26,1993,0.47,0.03,0.07,0.01,0.09,0.01,0,2.08,0.09,1.93,17.93,1.91,1,1.99,8.05,8.05,0,0.06,0.01,0.03,0.01,0,0.07,0.03,E,2021,6687899.493
954,m.maimon,Dosqaly,Wet Monarchs,32,1988,2.42,0.9,0.87,0.5,0.08,0.47,0.45,1.26,1,0.75,8.39,4.63,1,1.32,4.5,2.44,1.2,0,0.06,1.32,0.04,0.82,0.8,0,B,2021,6684771.143
2333,x.mubiru,Nganion,Polar Kangaroos,31,1988,2.24,0.5,0,0.44,0,0.02,0.41,1.31,1,0.8,12.9,2.53,1,1.22,7.86,3.85,0.52,0.06,0,0.5,0.03,0.35,0.86,0,E,2021,6673990.437
755,w.aciro,Dosqaly,Somber Stallions,28,1992,1.54,1.17,1.28,0.7,0.59,0,0.06,0,0,0,5.68,2.48,1,3.69,1.83,0.05,0.64,0.72,0,0.1,1.17,2.55,2.56,0.09,B,2021,6644025.598
256,c.leroy,People's Land of Maneau,Silver Heels,27,1993,0.94,0.03,0.07,0,0.01,0.08,0.06,0.02,0,0,0.08,0,0,0.04,0,0.04,0,0.1,0,0,0.01,0,0,0,A,2021,6643427.253
1419,u.colin,Esia,Weak Chargers,23,1997,0.88,5.51,4.48,2.29,1.11,2.15,2.23,5.6,1,3.36,30,4.49,1,13.29,8.98,7.84,0,0,0,0.09,1.08,6.74,2.28,0,C,2021,6625198.527
1979,o.suzuki,Sobianitedrucy,Wet Flames,19,2000,0.14,0,0.01,0,0,0.04,0.06,0.09,0,0.1,35.05,4.92,1,14.98,20.07,0.06,0.04,0.08,0.07,0.01,0,0.07,0.03,0.04,D,2021,6598184.157
2577,q.binismail,Rarita,Black Coyotes,24,1996,0.14,5.08,4.92,0,5,0.01,0,0,0,0.06,24.93,15.04,1,14.95,9.96,0.09,4.92,0.07,0.1,5.06,0.09,5.03,0,0.07,RFL,2021,6589927.292
175,x.adikini,Cuandbo,Mighty Jays,25,1995,0.2,0.01,0,0.1,0,0,0.04,0.02,0,0,0.06,0,0,0,0.07,0.04,0.02,0.08,0.06,0,0,0,0,0.06,A,2021,6578448.598
1851,l.sayed,Ledian,Serious Ranchers,24,1996,0.31,0.1,0.06,0.08,0,0,0.06,2.45,0.07,2.5,9.9,5,1,7.4,2.59,0.08,0.08,0,0,0.05,0,0.06,7.53,0.08,D,2021,6531120.36
1647,m.atuhaire,Nancipenuaroe,Hideous Spartans,31,1988,2.48,2.09,1.61,0.77,1.26,0,0.45,0.35,1,0.04,6.74,1.56,1,2.4,2.47,2.07,1.57,0.46,0,1.26,1.94,3.96,1.56,0.49,D,2021,6488623.936
1366,r.magaya,Esia,Ultimate Longhorns,27,1993,1.24,1.59,1.73,1.61,0,0,0,0.87,0.02,0.9,20.73,5.02,1,7.55,10.03,3.3,3.43,0.89,0.04,2.58,0,1.76,3.23,0,C,2021,6478136.535
54,i.akpan,People's Land of Maneau,Great Galactic Gorgons,37,1982,5.71,1.6,0.66,0.94,0.5,0.12,0.87,1.91,1,0.98,9.63,2.86,1,6.81,2.82,0,2.59,1.11,0.06,1.5,1.97,3.54,8.02,0.35,A,2021,6428336.559
908,t.parn,Dosqaly,Villainous Eagles,20,2000,0.5,2.49,0,0,2.58,0,2.44,4.95,1,2.57,37.42,0.04,0.05,12.49,22.43,2.5,0.1,0,0,0,0,2.41,0.04,0,B,2021,6413661.233
2180,h.lo,Nganion,Horrible Bison,26,1993,0.92,1.03,0.09,0.99,0.09,0,0.03,1,0,0.99,6.95,2.02,1,5.07,1.02,1.05,1.07,0.96,1,0.03,0,0.93,10.99,0,E,2021,6406238.031
2545,j.elsayed,Nganion,Swift Bison,28,1992,0.47,7.94,6.04,4.09,1.97,1.93,1.96,1.98,1,0,29.92,10.04,1,5.95,16,7.93,1.95,0.04,0,2.05,2.01,9.94,0,0.03,E,2021,6388460.852
1678,r.ueta,Sobianitedrucy,Marvelous Heels,27,1992,0.72,0,0.05,0.02,0,0,0.03,1.49,0,1.38,18.65,7.11,1,7.17,4.31,7.07,0.02,0.08,0,0.09,1.35,1.49,0,0.03,D,2021,6377259.929
378,g.cossa,Southern Ristan,Weak Tornadoes,32,1988,3.09,0.93,0,0.61,0.39,0.06,0.26,1.34,1,0.92,7.74,0.95,1,3.63,2.65,1.4,1.98,0.31,0.05,1.61,0.28,1.24,3.68,0.04,A,2021,6345638.322
39,g.bellini,Buhegeor,Fighting Cougars,26,1994,1.04,0.86,0.08,0.93,0.02,0,0.99,1.77,1,0.85,27.35,2.82,1,8.12,10.03,9.14,1.73,0,0.08,1.78,0,0.89,0.04,0,A,2021,6337977.329
561,v.foong,Dosqaly,Mean Colts,20,2000,0.09,0,0,0.08,0,0.01,0.01,0.05,0,0,20.05,0,0,9.94,9.94,0,19.93,0,0.02,19.92,0.03,0,0,0.08,B,2021,6311770.533
2683,t.monteiro,Rarita,Red Anchormen,20,2000,0.47,0.05,0.02,0,0,0.05,0.1,4.92,0,4.92,30.09,0,0,12.6,15.08,2.47,7.58,2.46,0,4.95,5.06,5.01,0,0.03,RFL,2021,6304711.562
1491,f.jansen,Sobianitedrucy,Coy Catamarans,28,1992,1.06,0.1,0,0.06,0.06,0.05,0.06,0.05,0,0,0.04,0,0,0,0.02,0.02,0.03,0,0,0,0.03,0,0.03,0,D,2021,6304032.572
19,r.chee,Southslands,Fanatical Outlaws,33,1987,3.08,0,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,A,2021,6302627.399
609,e.wibowo,Coastpa Barleslands,Overconfident Kangaroos,28,1992,1.04,0,0,0,0.08,0,0.05,0,0,0,0.09,0,0,0,0,0.03,0.09,0.07,0.03,0.1,0.1,0,0.02,0.09,B,2021,6275644.933
538,a.namataka,Dosqaly,Mean Colts,20,2000,0.07,0.05,0.02,0.08,0.07,0,0,0.06,0,0.01,9.94,0,0,10.02,0,0,0.05,0,0.04,0.03,0,0,0.05,0.03,B,2021,6266485.929
202,f.walker,Nganion,Old Mustangs,33,1987,3.08,0,0.08,0.04,0.08,0.1,0,0,0,0.1,0.26,0.07,0.02,0.32,0.04,0.1,0,0,0.06,0,0,0.09,0,0.36,A,2021,6249520.188
2730,d.naula,Rarita,Strong Oaks,24,1996,1.09,2.96,0.94,1.92,1.03,0,0,0,0,0,17.04,2.94,1,12.02,4.02,0.93,0,0.08,0.03,0,3.97,6.97,8.04,0.01,RFL,2021,6225599.225
2689,a.omar,Rarita,Red Anchormen,33,1986,3.01,0.05,0.08,0.03,0,0.08,0,0,0,0.09,0.34,0.28,1,0.41,0.07,0.09,0.05,0.05,0,0,0.07,0,0,0,RFL,2021,6173289.656
2016,p.nakayenga,Imaar Vircoand,Big Foxes,34,1986,4.14,2.67,1.49,0.58,2.2,0,1.51,4.19,1,2.58,29.39,7.75,1,11.98,13.6,3.69,1.13,0.2,0.05,0.91,2.63,5.34,1.87,0.04,E,2021,6156964.612
1534,t.fontaine,Sobianitedrucy,Coy Sunbirds,28,1992,0.82,2.28,1.02,0.08,1.02,1.16,1.19,4.48,1,3.42,24.39,3.24,1,3.34,13.36,7.79,4.52,0,0.06,4.45,1.1,3.33,0,0.09,D,2021,6125032.317
1327,m.kyomugisha,Esia,Supreme Jaguars,18,2001,0.24,0,0.04,0.04,0,0,0,5.01,0.06,5,19.99,0,0,14.97,4.99,0,0.09,0.01,0,0.05,0.01,0.04,0,0,C,2021,6119673.49
128,g.baey,People's Land of Maneau,Horrible Grizzlies,26,1993,0.51,0,0,0,0.06,0.1,0,0.01,0,0.02,9.97,2.03,1,4.02,4.1,2.01,0,0.05,0.03,0.07,0.09,0,0,0,A,2021,6114158.408
1928,b.nakandi,Sobianitedrucy,Strange Pioneers,28,1991,0.57,1.73,1.72,0,1.58,0.08,1.65,4.92,1,3.3,16.74,3.31,1,1.58,10.03,5.05,1.73,0.01,0,1.77,0,1.67,0,0.04,D,2021,6087866.461
1614,r.arineitwe,Sobianitedrucy,Flying Bombadiers,24,1996,0.26,0,0.03,0,0,0,0,0,0,0.04,5.09,0.07,0.04,5.04,0,0,0,0,0,0.05,0.01,0,4.94,0.06,D,2021,6021483.078
2421,g.agustina,Imaar Vircoand,Running Bigfoots,31,1989,1.86,2.13,1.72,0,1.04,1.07,0.63,3.4,1,2.8,20.08,6.03,1,5,11.09,3.84,1.62,0.56,0.01,1.13,0,2.15,1.63,0,E,2021,5986303.154
1818,p.sanyu,Lefghau,Remarkable Flames,29,1991,1.69,2.91,1.25,2.34,0.66,0.07,1.83,2.32,1,0.69,11.29,3.48,1,6.44,3.01,1.83,1.75,0.04,0,1.73,0.07,2.84,2.84,0.03,D,2021,5985314.244
410,y.mutema,Nganion,Flawless Cows,27,1993,0.29,0,0,0,0,0.05,0,3.3,0.04,3.24,19.97,0.06,0,0.04,13.36,6.65,0,0,0,0.06,0.01,0,0,0.05,B,2021,5969987.802
493,b.okyere,Dosqaly,Grotesque Rocks,21,1999,0.11,0.01,0,0,0.05,0,0,9.98,0.06,9.94,20.02,0.01,0.04,10,10,0,0.05,0,0,0.06,0,0,20.05,0.08,B,2021,5960129.488
1001,s.nachum,Byasier Pujan,Blue Jaguars,26,1994,0.09,0.04,0,0.01,0,0.09,0,0,0,0,0.04,0.02,0,0.03,0,0.08,0.08,0.1,0,0,0,0.08,0,0.01,C,2021,5957628.805
1612,k.nanyondo,Sobianitedrucy,Flying Bombadiers,27,1993,0.38,0.04,0.09,0.08,0,0.05,0.06,6.64,0,6.6,20.04,6.71,1,6.58,6.6,6.77,3.31,0,0,3.31,0.03,0,0,0.07,D,2021,5956614.636
2294,g.katumba,Biarizea,Plane Janes,26,1993,0.08,0,0.04,0,0,0,0,0.1,0,0,0.01,0,0,0.05,0,0.02,0,0,0.06,0,0.08,0,19.99,0.02,E,2021,5936108.4
1297,d.hsu,Esia,Supreme Jaguars,30,1990,1.96,1.92,0.52,1.41,0.02,0.4,1.03,3.54,1,2.53,15.59,4.47,1,7.03,5.57,3.05,5.46,1.96,0.5,3.43,0.06,2.09,2.91,0.05,C,2021,5899381.955
