,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
2314,l.abdullah,Nganion,Plane Janes,32,1988,10.21,0.03,0.26,0.01,0.04,0.2,0,0,0,16.98,0.08,0,0.03,0.12,0.06,0.05,-0.03,0.07,E,2021,23012653.64
2121,v.caputo,Nganion,Flying Penguins,32,1987,9.77,0,0.5,0.08,0.06,0.42,0,0.04,0,8.52,0,0,0.05,0.08,0.1,0.1,-0.14,-0.1,E,2021,22977003.9
114,s.mlakar,Dosqaly,Horrible Grizzlies,33,1986,8.22,0.43,3.58,1.3,1,3.56,1.28,0.06,0.45,10.82,0.07,0,0,0.6,0.6,0.24,-0.18,-0.12,A,2021,22976011.32
561,v.apio,Greri Landmoslands,Mean Colts,19,2001,1.78,0.58,1.07,0.65,1,1.21,0.52,0.52,1.05,17.51,0.07,0.08,0.05,0.42,0.3,0.39,0.19,0.23,B,2021,22957227.53
199,l.edwards,People's Land of Maneau,Old Mustangs,26,1993,2.78,0.28,2.77,1.14,1,2.86,1.11,0.08,0.23,19.66,0,0,0.03,0.05,0.13,0.1,0.16,0.17,A,2021,22950574.63
2761,e.rahayu,Rarita,Strong Oaks,26,1994,4.83,0,1.88,0,0,1.75,0,0,0,24.99,0.14,0,0,0.1,0.01,0.04,-0.01,-0.07,RFL,2021,22829964.8
1256,g.kwiatkowski,Nkasland Cronestan,Silver Frogs,18,2001,3.09,0.63,3.03,1.76,1,2.93,1.66,0.14,0.34,11.81,0,0,0,0.64,0.65,0.25,-0.1,-0.07,C,2021,22829299.43
443,h.lwanga,Dosqaly,Glistening Paladins,20,1999,5.18,0.07,0.77,0.21,1,0.86,0.3,0,0,22.9,0.19,0,0.05,0.09,0.11,0,-0.13,-0.04,B,2021,22798658.52
1209,u.sani,Byasier Pujan,Red Artichokes,23,1997,4.03,0.21,0.73,0.58,1,0.69,0.57,0.23,0.47,29.22,0.02,0,0.01,0.15,0.08,0.11,0.07,0.26,C,2021,22797073.31
2009,v.dasilva,Nganion,Big Foxes,29,1991,4.47,0.53,1.1,0.54,1,1.06,0.48,0.37,1.09,10.65,0,0.03,0.1,0.3,0.34,0.34,0.09,0.18,E,2021,22734542.9
2353,p.alobo,Nganion,Punctual Leopards,27,1993,6.2,0.02,0.2,0,0.08,0.22,0.1,0.04,0,23.23,0.05,0,0.05,0,0.01,0.09,-0.06,-0.1,E,2021,22569239.46
2756,h.valentini,Rarita,Strong Oaks,24,1995,4,0.07,1.16,0.26,1,1.22,0.32,0,0,23.67,0.17,0,0.04,0.08,0,0.05,-0.06,0.04,RFL,2021,22553258.71
2545,b.turinawe,Lefghau,Ultimate Penguins,30,1989,7.78,0,0.19,0,0,0.12,0.05,0,0,5.18,0,0.02,0,0.03,0.06,0.09,-0.12,0.07,E,2021,22507163.76
2017,e.achan,Nganion,Big Foxes,30,1989,8.94,0,0.59,0.05,1,0.51,0.15,0.05,0.05,12.69,0.06,0.04,0.05,0.06,0.13,0,-0.03,-0.09,E,2021,22505464.81
2726,l.mandala,Rarita,Serious Buffaloes,30,1990,4.08,0.33,2.68,0.23,1,2.76,0.16,0.01,1.03,20.63,0.01,0,0,0.14,0,0.1,0.15,0.17,RFL,2021,22493731.13
1883,v.macuacua,Western Niasland,Spicy Pointers,33,1986,10.79,0,0.3,0.19,1,0.44,0.27,0,0.05,13.91,0.03,0.02,0,0,0,0.02,-0.06,0.02,D,2021,22493327.92
2766,e.meiyr,Rarita,Wild Hornets,26,1994,5.51,0.08,0.18,0,0.01,0.08,0,0.08,0,16.34,0.07,0,0.1,0.1,0,0.07,0.02,0.05,RFL,2021,22485513.98
731,r.mutumba,Dosqaly,Solemn Leopards,21,1998,3.33,0.34,0.87,0.26,1,0.92,0.3,0.41,1.03,12.44,0,0.03,0,0.02,0.1,0.11,0.25,0.13,B,2021,22477312.22
1693,c.gheorghe,Central Diasongo,Marvelous Heels,18,2002,0.16,0.09,4.9,0,0.04,6.41,0,0,0,21.5,0.03,0,0,0.06,0,0.1,-0.01,0,D,2021,22476780.83
1765,a.caron,Sobianitedrucy,Mighty Monkeys,24,1996,3.72,0,2.93,0.28,1,2.95,0.34,0,0.05,15,0,0.07,0,0.05,0.2,0.04,-0.11,-0.13,D,2021,22475049.98
40,m.hsieh,Lonnia Haba,Fighting Cougars,26,1993,5.98,0.03,3.27,0.57,1,3.2,0.45,0.07,0,18.18,0,0.1,0,0.33,0.37,0,-0.33,-0.33,A,2021,22413705.92
238,m.vasquez,Lefghau,Punctual Rustlers,27,1992,5.02,0.15,1.18,0.46,1,1.21,0.31,0.12,0.52,20.4,0,0.03,0,0.12,0,0.02,0.17,0.2,A,2021,22412268.84
1264,p.takahashi,Dosqaly,Silver Frogs,29,1990,8.4,0,0.51,0.1,0.02,0.66,0,0,0,16.41,0,0.02,0,0.07,0.13,0,-0.04,0.03,C,2021,22392146.01
2207,r.koch,Nganion,Mad Bees,30,1989,8.11,0.04,0.26,0,0,0.23,0.01,0.07,0,26.84,0.03,0.02,0,0,0,0.12,0.02,-0.08,E,2021,22364749.35
1711,p.mukalazi,Ledian,Marvelous Patriots,24,1996,3.7,0,3.21,1.33,1,3.2,1.43,0.01,0,17.85,0.29,0,0,0.27,0.34,0.02,-0.3,-0.22,D,2021,22330764.62
1539,q.loeng,Dosqaly,Coy Sunbirds,25,1995,4.64,0,1.24,0.25,1,1.24,0.13,0,0,27.36,0.57,0.06,0.01,0,0.09,0.06,0.05,0.05,D,2021,22310663.47
721,t.owiny,Pierrema,Simple Privateers,25,1994,4.52,0.51,0.86,0,0.09,0.83,0.07,0.01,0,26.55,0,0.47,0.35,0.33,0.14,0.12,0.12,-0.16,B,2021,22276926.98
862,l.kalnis,Lefghau,Unethical Comets,42,1977,23.5,0.07,0.55,0.08,1,0.44,0.09,0,0,8.17,0.09,0.05,0.07,0.01,0.11,0.07,0.04,-0.12,B,2021,22202421.82
307,r.wambi,People's Land of Maneau,Somber Bombers,29,1990,5.77,0.17,2.75,1.07,1,2.77,1.1,0.14,0.24,10.19,0.19,0,0.02,0.44,0.28,0.06,-0.13,-0.21,A,2021,22195551.64
1284,c.mari,Giumle Lizeibon,Spicy Gophers,27,1992,5.07,0.26,1.87,0.67,1,1.79,0.68,0.1,0.28,18.66,0,0,0,0.15,0.18,0.06,-0.01,0.09,C,2021,22108229.77
1202,r.nakuya,Tito Mia,Red Artichokes,27,1992,5.05,0.19,1.83,0.21,1,1.73,0.19,0.02,1.04,19.97,0,0.03,0,0.16,0.21,0,0.02,0.13,C,2021,22067271.58
2318,t.mendes,Lylimi,Plane Janes,19,2001,3.4,0.01,2.52,1.47,1,2.35,1.48,0.04,0.05,14.48,0,0.02,0.1,0.5,0.43,0.14,-0.34,-0.38,E,2021,21841318.83
1587,e.kiyingi,Sobianitedrucy,Fighting Wave,20,2000,0.83,0.06,6.17,2.56,1,6.39,2.58,0.01,0.07,20.43,1.34,0,0.1,0.82,0.78,0.11,-0.66,-0.73,D,2021,21841202.79
1928,b.quaye,Sobianitedrucy,Strange Pioneers,22,1998,2.24,0,1.28,0.38,1,1.43,0.39,0.04,0.04,11.99,0.09,0,0,0.1,0,0.15,-0.04,0,D,2021,21825876.44
1074,t.nakku,Byasier Pujan,Horrible Flames,19,2000,4.74,0.05,0.56,0.07,0,0.67,0,0,0,14.05,0,0,0,0,0,0,0.08,0.07,C,2021,21805532.23
395,u.alshehri,People's Land of Maneau,Weak Tornadoes,17,2002,2.83,0.28,3.29,1.48,1,3.28,1.48,0.2,0.29,14.88,0,0,0,0.42,0.46,0.19,0.01,-0.05,A,2021,21757830.79
67,g.elbaz,Dosqaly,Great Galactic Gorgons,24,1996,3.37,0.05,1.12,0.66,1,1.14,0.56,0,0.06,16.54,0.03,0,0.04,0.28,0.14,0.17,-0.12,-0.15,A,2021,21668358.27
813,m.sardar,Sobianitedrucy,Swift Rustlers,19,2001,2.59,0.33,3.86,1.24,1,3.83,1.11,0,0.35,11.94,0,0,0,0.54,0.65,0.19,-0.25,-0.13,B,2021,21663408.68
142,k.muhumuza,People's Land of Maneau,Horrible Storm,22,1998,3.01,0.32,2.87,0.61,1,2.91,0.57,0.01,0.47,9.65,0.08,0,0.06,0.28,0.4,0.06,-0.01,-0.06,A,2021,21415885.08
2695,j.maier,Rarita,Red Anchormen,20,2000,3.97,0.01,1.32,0.68,1,1.35,0.72,0.01,0,17.5,0.01,0.04,0.04,0.01,0.12,0.03,-0.18,-0.11,RFL,2021,21331085.67
1728,u.krause,Dosqaly,Mean Wolves,33,1987,9.59,0,0.48,0.08,1,0.58,0.13,0.09,0,12.22,0.02,0.06,0.06,0.02,0,0.13,0,-0.03,D,2021,21318909.12
1054,j.andersen,Central Namemo Laand,Fiery Governors,25,1995,5.64,0,1.24,0,0,1.32,0,0.03,0,25.2,0,0,0,0,0.11,0,0.06,0.07,C,2021,21219508.3
810,y.salminen,Dosqaly,Swift Rustlers,18,2001,3.29,0.28,1.8,0.66,1,1.78,0.56,0.17,0.53,10.88,0,0.05,0.08,0.24,0.23,0.1,0.05,-0.07,B,2021,21179420.2
2077,w.ofori,Unicorporated Tiagascar,Delta Colts,26,1993,5.02,0.04,1.38,0.14,1,1.43,0.23,0,0.02,9.16,0,0.09,0,0.2,0.27,0.13,-0.29,-0.13,E,2021,21166249.8
1230,v.wolf,Esia,Serious Cyclones,18,2002,0.71,1.21,2.57,1.26,1,2.55,1.26,0.47,0.94,15.04,0.07,0,0.04,0.16,0.2,0.13,1.1,1.05,C,2021,21141851.58
2658,e.naik,Nganion,Marvelous Coyotes,19,2001,4.31,0,0.4,0,0.02,0.49,0.08,0.06,0,22.69,0,0.1,0,0,0.07,0.14,-0.09,-0.05,RFL,2021,21067773.37
2366,i.muhammed,Nganion,Punctual Leopards,21,1999,0.35,0.07,2.51,2.55,1,2.59,2.56,0,0.09,18.39,0,0,0,0.07,0.04,0.07,-0.08,0.09,E,2021,21019766.81
1474,o.krklis,Esia,Wicked Gentlefolk,27,1992,4.64,0.3,1.56,0.7,1,1.45,0.55,0.07,0.3,23.16,0.22,0.03,0.03,0.05,0.16,0.08,0.07,0.16,C,2021,20998437.39
1717,j.leroux,Biarizea,Marvelous Patriots,28,1991,5.9,0.23,1.45,0.46,1,1.52,0.51,0.11,0.25,20.93,0.54,0,0,0.09,0.15,0,0.08,0.16,D,2021,20898801.28
956,s.gwenzi,Pierrema,Wet Monarchs,26,1994,3.39,0,2.64,0.51,1,2.76,0.69,0.06,0,12.37,0,0.08,0.02,0.27,0.3,0.2,-0.38,-0.3,B,2021,20876865.35
2180,l.adikini,Nganion,Horrible Bison,28,1992,7.13,0.06,0.27,0.09,1,0.36,0.19,0,0.09,26.15,0,0.1,0.09,0,0.07,0,-0.1,0.05,E,2021,20787481.79
222,j.lysenko,Sobianitedrucy,Punctual Rustlers,20,2000,0.3,0,5.02,0,0,5.97,0.08,0,0,23.17,0,0,0,0,0.08,0.08,-0.04,-0.1,A,2021,20738525.62
830,b.nandudu,Dosqaly,Unaccountable Foxes,19,2000,4.75,0,0.41,0.21,1,0.48,0.21,0,0.03,16.72,0.03,0.08,0,0.04,0.07,0.04,-0.02,-0.1,B,2021,20652043.99
686,e.maulana,Dosqaly,Simple Jayhawks,22,1998,2.89,0,2.07,0.06,0.03,2.12,0.04,0.04,0,21.06,0.1,0,0,0.11,0.14,0.14,-0.23,-0.09,B,2021,20544432.92
2364,w.amankwah,Imaar Vircoand,Punctual Leopards,28,1992,5.47,0.33,0.93,0.64,1,0.84,0.51,0.36,0.7,23.4,0.01,0.02,0,0.18,0.25,0.21,0.19,0.12,E,2021,20500822.19
823,k.pavi,Southern Ristan,Swift Rustlers,18,2002,3.44,0.25,0.79,0.59,1,0.95,0.65,0.4,0.43,9.46,0,0,0,0.35,0.43,0.37,-0.17,-0.14,B,2021,20474556.91
1187,v.cherop,Esia,Punctual Archers,34,1985,11.4,0,0.56,0,0,0.51,0,0.04,0,18.82,0,0.01,0,0,0.13,0.14,-0.05,0.03,C,2021,20473009.27
2111,x.nankya,Nganion,Festive Governors,20,1999,3.13,0.39,1.32,0.55,1,1.17,0.58,0.18,0.57,17.07,0,0.04,0,0.09,0.13,0.07,0.16,0.13,E,2021,20469999.2
2208,v.chimwaza,Nganion,Mad Bees,33,1987,9.29,0,1.02,0.15,1,1.03,0.19,0,0.06,17.49,0.12,0.03,0,0,0.02,0.09,-0.09,0.03,E,2021,20459745.31
922,b.kayondo,Lefghau,Weak Blimps,24,1996,2.82,0,0.62,0.01,0,0.65,0,0,0,19.91,0.43,0,0.01,0.01,0,0.19,-0.01,-0.06,B,2021,20429566.95
788,r.mkandla,Southern Ristan,Supreme Janes,28,1991,3.82,0.47,1.81,1.21,1,1.86,1.33,0.32,0.4,9.31,0,0.07,0,0.26,0.27,0.21,0.2,0.18,B,2021,20078553.46
1386,o.arinaitwe,Central Republic of Boekrainego,Ultimate Longhorns,24,1996,3.09,0.32,2.3,1.29,1,2.25,1.25,0.23,0.26,23.38,0,0.02,0,0.14,0.1,0.01,0.3,0.17,C,2021,20066597.28
1013,r.dahl,Byasier Pujan,Blue Jaguars,18,2002,3.03,0,1.26,0.66,1,1.33,0.71,0,0,21.78,0.01,0,0.01,0.13,0,0.09,0.05,-0.12,C,2021,20053109.56
1296,b.sabano,Esia,Supreme Jaguars,18,2002,5.63,0.08,0.19,0,0,0.18,0,0,0,27.21,0.04,0.01,0,0.05,0.05,0,0.02,0.08,C,2021,20042416.02
1317,u.tuhaise,Esia,Supreme Jaguars,27,1992,4.64,0.02,1.53,0.19,1,1.53,0.24,0,0.03,21.45,0.06,0,0.19,0.26,0.13,0.09,-0.27,-0.21,C,2021,20001901.71
2286,u.binabdullah,Nganion,Orange Giants,23,1997,4.94,0.08,0.96,0.39,1,1.03,0.33,0,0,19.62,0,0,0,0,0.14,0,-0.07,-0.06,E,2021,19961317.55
1506,x.tambala,Dosqaly,Coy Sunbirds,31,1989,9.76,0,0.09,0,0.02,0.15,0.01,0.05,0,32.34,0,0.01,0,0.05,0,0,0.09,0.03,D,2021,19950014.29
2452,f.rozman,Imaar Vircoand,Sassy Knights,26,1994,2.28,0,3.74,0.84,1,3.6,0.85,0,0.05,20.68,0.01,0.08,0,0.39,0.29,0.19,-0.29,-0.29,E,2021,19941783.23
1631,z.angom,Cuandbo,Flying Bombadiers,18,2002,2.47,0,0.87,0.01,0.07,0.88,0.09,0.06,0,8.09,0.01,0,0,0.12,0,0.2,-0.14,-0.11,D,2021,19912718.49
2030,a.barbieri,Nganion,Deferred Dolphins,32,1988,9.18,0,0.6,0.19,1,0.54,0.05,0.05,0.05,26.71,0,0.03,0,0.1,0.02,0.1,-0.12,-0.03,E,2021,19891650.11
988,h.odoi,Esia,Awkward Trailblazers,18,2001,1.25,0.86,2.54,1.58,1,2.58,1.61,0.38,0.44,11.25,0.03,0.04,0.06,0.23,0.41,0.25,0.44,0.42,C,2021,19850296.62
132,a.tay,Frenchdo Stanser,Horrible Storm,32,1987,9.24,0,1.04,0.11,1,0.95,0.06,0.1,0,11.29,0,0.04,0,0.13,0.1,0.07,-0.03,-0.08,A,2021,19745101.32
510,t.muhumuza,Reugha,Jumping Beans,19,2001,3.74,0.07,0.72,0.44,1,0.77,0.49,0.05,0.04,22.33,0.05,0,0.09,0.11,0,0.03,-0.07,-0.06,B,2021,19633654.52
1153,a.lekuru,Leoneku Guidisia,Mean Trolls,22,1997,4.17,0.02,1.12,0,0.07,1.25,0,0,0,17.4,0,0,0,0.15,0.09,0.03,-0.15,-0.07,C,2021,19622310.83
1763,s.lutaaya,Dosqaly,Mighty Monkeys,22,1998,4.33,0,0.44,0.29,1,0.39,0.32,0,0,14.51,0,0.08,0.04,0,0.1,0.04,-0.11,-0.05,D,2021,19587437.79
93,l.amadu,Xikong,Green Fleet,18,2002,1.71,0.59,1.79,0.67,1,1.64,0.58,0.3,0.93,16.31,0.01,0,0,0.22,0.1,0.11,0.42,0.45,A,2021,19510723.46
2542,p.nakimera,Nganion,Swift Bison,26,1994,5,0,0.95,0,0,1.07,0.06,0.04,0,20.87,0.06,0,0,0.01,0.11,0.08,0.01,0.01,E,2021,19429358.96
843,t.kuok,Dosqaly,Unaccountable Foxes,22,1998,0.39,0,3.3,3.36,1,3.8,3.75,0,0.03,18.39,0,0,0,0.35,0.27,0.05,-0.42,-0.29,B,2021,19359550.36
179,y.ferrara,People's Land of Maneau,Mighty Jays,20,1999,2.66,0,1.44,0,0.09,1.56,0.03,0,0,10.32,0,0.07,0,0.23,0.06,0.12,-0.18,-0.19,A,2021,19352897.38
2349,c.kavuma,Nganion,Punctual Leopards,19,2001,4.04,0.03,0.22,0.2,1,0.29,0.24,0.02,0,5.98,0.02,0,0,0,0.07,0.07,0.02,-0.07,E,2021,19347073.3
822,y.molnar,Nganion,Swift Rustlers,33,1987,9.61,0.24,0.87,0.12,1,0.91,0.2,0,0.08,18.45,0.16,0.25,0.24,0.38,0.24,0.13,-0.13,-0.16,B,2021,19326763.9
772,j.ginting,Dosqaly,Somber Stallions,18,2002,2.26,0.06,1.75,0.95,1,1.8,0.95,0,0,12.98,0.06,0.06,0,0.21,0.29,0.24,-0.26,-0.19,B,2021,19311788.36
1907,n.dutta,Sobianitedrucy,Spicy Pointers,27,1993,4.98,0.24,0.94,0.44,1,1.02,0.32,0.26,0.49,17.17,0.35,0.05,0,0.17,0.11,0.06,0.21,0.06,D,2021,19238162.14
1895,e.nabwami,Tucamna,Spicy Pointers,19,2001,0.5,0,4.02,2.06,1,3.93,1.97,0,0,18.68,0.08,0,0.07,0.18,0.11,0,-0.3,-0.17,D,2021,19223251.79
1607,g.ribeiro,Imaar Vircoand,Flying Bombadiers,27,1993,4.03,0.25,0.45,0.27,1,0.43,0.34,0.49,1.07,4.98,0,0.09,0,0.21,0.07,0.15,0.09,0.06,D,2021,19184627.15
1667,g.mar,Pierrema,Hideous Spartans,23,1996,3.38,0.05,1.72,0,0,1.78,0,0.02,0,17.77,0.05,0,0,0.39,0.35,0.26,-0.43,-0.42,D,2021,19113798.39
37,k.goncalves,Quewenia,Fighting Cougars,21,1999,1.82,0.05,3.66,1.02,1,3.61,0.95,0,0,13.05,0,0.05,0,0.23,0.26,0.07,-0.4,-0.33,A,2021,19104118.77
531,h.kovacs,Dosqaly,Jumping Beans,18,2002,1.1,0,2.91,0.9,1,3.08,1.03,0,0.1,14.07,0,0,0.09,0.18,0.21,0.16,-0.19,-0.19,B,2021,19077633.28
2460,k.asadi,Lefghau,Screaming Ramblers,26,1993,5.18,0.24,0.64,0.29,1,0.66,0.3,0.41,0.49,7.91,0,0.1,0,0.14,0.12,0.04,0.13,0.21,E,2021,19069594.41
1304,z.nicolas,Esia,Supreme Jaguars,17,2002,3.38,0,0.36,0.34,1,0.35,0.38,0.07,0.08,14.16,0,0.09,0,0.08,0.04,0.17,-0.02,-0.02,C,2021,19043220.12
820,g.nabasa,Dosqaly,Swift Rustlers,18,2002,0.54,0.05,3.93,2.06,1,4.47,2.21,0.06,0.09,11.55,0.06,0,0.05,0.22,0.25,0.05,-0.27,-0.11,B,2021,19027450.84
657,n.masango,Dosqaly,Serious Thunderbirds,19,2001,0.24,0.04,5.07,0,0.02,4.39,0,0.08,0,23.36,0,0.04,0.03,0,0,0.05,0.06,0.02,B,2021,18848776.31
927,j.yeo,Dosqaly,Weak Blimps,19,2001,0.39,0,3.26,3.33,1,3.14,3.04,0,0,9.83,0.05,0.09,0,0.41,0.36,0.14,-0.31,-0.23,B,2021,18807318.44
1468,x.alanazi,Dosqaly,Wicked Gentlefolk,18,2002,2.72,0.07,1.8,0.27,1,1.85,0.31,0,0.02,22.47,0.06,0.01,0,0.01,0.13,0.15,-0.17,-0.13,C,2021,18737506.32
2534,b.reyes,Esian Republic,Swift Bison,27,1993,4.99,0.1,0.8,0.42,1,0.8,0.42,0,0,33.27,0.16,0,0.06,0,0.11,0.12,0.02,-0.06,E,2021,18693258.25
1216,i.nakityo,Dosqaly,Serious Cyclones,21,1999,3.07,0,0.31,0.34,1,0.39,0.37,0,0.04,10.01,0,0,0,0,0,0.08,-0.07,-0.05,C,2021,18660204.86
381,f.namajja,Central Badad,Weak Tornadoes,25,1995,3.5,0.09,1.16,0.5,1,1.22,0.65,0.07,0,20.71,0,0.05,0.02,0.16,0.12,0.13,-0.06,-0.02,A,2021,18626331.42
2712,l.dlamini,Rarita,Serious Buffaloes,19,2001,3.12,0.07,1.53,0.61,1,1.58,0.65,0,0,15.52,0,0,0,0.12,0.13,0.07,-0.16,-0.2,RFL,2021,18391478.08
2666,g.vidal,Imaar Vircoand,Marvelous Coyotes,32,1988,6.18,0.67,2.77,1.67,1,2.73,1.55,0.17,0.29,13.95,0.1,0.13,0.32,0.59,0.28,0.05,0.13,0.14,RFL,2021,18297865.99
2748,b.nakandi,Rarita,Strong Oaks,28,1991,4.36,0.37,2.27,0.99,1,2.26,0.98,0.15,0.59,14.37,0,0.09,0.08,0.22,0.27,0.01,0.3,0.3,RFL,2021,18293220.81
1404,z.moller,Central Republic of Boekrainego,Weak Chargers,29,1991,5.57,0,0.31,0.11,1,0.44,0.25,0,0.03,9.85,0.04,0,0.04,0.05,0.01,0.09,0,0.05,C,2021,18266159.52
1378,q.khumalo,Esia,Ultimate Longhorns,22,1998,1.05,0.87,1.72,1.01,1,1.88,0.85,0.46,0.97,14.74,0.08,0,0,0.29,0.36,0.23,0.63,0.74,C,2021,17904775.81
2744,l.tarigan,Rarita,Strong Oaks,31,1988,4.87,0.6,1.46,0.59,1,1.57,0.57,0.37,0.94,12.02,0,0.09,0.16,0.43,0.26,0.24,0.1,0.4,RFL,2021,17751148.9
1712,d.arinaitwe,Sobianitedrucy,Marvelous Patriots,17,2002,0.55,0.01,3.93,1.92,1,4.03,1.96,0,0,16.5,0.06,0.07,0,0.2,0.25,0.11,-0.3,-0.15,D,2021,17704246.26
1280,s.lokol,Republic of Denand Landsa,Spicy Gophers,19,2000,1.21,0.01,3.24,0.87,1,3.26,0.82,0.04,0,9.91,0,0.01,0.04,0.32,0.24,0.14,-0.33,-0.33,C,2021,17682131.58
2306,s.kofi,Western Niasland,Plane Janes,33,1986,8.71,0.48,2.3,1.44,1,2.28,1.4,0.17,0.38,15.2,0.08,0,0.04,0.36,0.5,0.14,0.21,0.07,E,2021,17617126.56
1481,h.arab,Sobianitedrucy,Coy Catamarans,31,1988,7.25,0,0.66,0.1,1,0.53,0.24,0.05,0,22.42,0.05,0.03,0,0.03,0.06,0.15,-0.04,-0.07,D,2021,17601674.64
1822,g.efendi,Sobianitedrucy,Remarkable Flames,29,1991,6.48,0.07,0.69,0.01,0,0.79,0,0,0,14.58,0.05,0,0,0.02,0,0,-0.06,-0.07,D,2021,17553555.72
699,u.utomo,Dosqaly,Simple Privateers,19,2000,0.91,0,2.95,2.08,1,2.85,1.96,0,0,15.52,0.01,0,0.09,0.33,0.23,0.09,-0.36,-0.26,B,2021,17530026.88
795,g.albrecht,Dosqaly,Supreme Janes,23,1996,0.59,0,6.63,0.02,0.05,6.51,0,0,0,23.19,0,0,0,0.26,0.29,0.03,-0.42,-0.36,B,2021,17529725.72
493,k.vandermeer,Central Diasongo,Grotesque Rocks,18,2001,1.02,0.93,4.03,0.99,1,3.87,0.96,0.25,0.91,17.92,0.05,0,0.02,0.43,0.38,0.03,0.59,0.59,B,2021,17437066.64
801,h.mphande,Dosqaly,Swift Rustlers,18,2002,3.94,0.01,1.06,0.07,0,1.03,0.03,0.08,0,17.68,0,0,0,0,0,0,-0.02,0.01,B,2021,17423038.5
2634,n.hang,Djipines,Mad Wolverines,31,1989,6.2,0.35,2.09,0.99,1,2.03,1.02,0.05,0.25,19.55,0,0,0,0.31,0.34,0.16,0.09,0.15,RFL,2021,17383175
611,g.nakisuyi,Central Namemo Laand,Overconfident Kangaroos,24,1996,2.75,0,2.14,0.34,1,2.17,0.41,0.08,0,21.73,0.01,0.09,0.01,0.17,0.07,0.05,-0.03,-0.02,B,2021,17352486.19
856,y.peter,Central Namemo Laand,Unethical Comets,29,1991,6.12,0.11,0.18,0.13,1,0.09,0.1,0.98,1.1,7.14,0.03,0.02,0,0.09,0.08,0.19,0.16,0.07,B,2021,17287044.39
1734,i.mugerwa,Byasier Pujan,Mean Wolves,17,2002,1.24,0.71,1.58,1.54,1,1.48,1.58,0.49,0.56,10.11,0.01,0.07,0.03,0.16,0.19,0.17,0.57,0.68,D,2021,17219759.83
630,t.yldz,Dosqaly,Serious Thunderbirds,23,1997,5.27,0,0.2,0.08,0.05,0.27,0,0.01,0,46.52,0,0,0,0.04,0,0,-0.04,-0.01,B,2021,17206596.81
461,b.lai,Rarita,Golden Rustlers,31,1988,7.95,0,0.13,0.02,0.03,0.06,0,0.07,0,10.08,0.1,0,0.02,0,0.06,0.07,-0.08,0.05,B,2021,17135586.09
1829,h.sat,Byasier Pujan,Remarkable Flames,21,1999,0.18,0,4.9,0.06,0,4.71,0,0,0,26.81,0,0.07,0,0.07,0,0,0.05,0.02,D,2021,17124423.08
1048,x.hofer,New Uwi,Fiery Governors,32,1987,8.09,0.08,1.84,0.8,1,1.85,0.79,0.12,0.21,14.06,0,0.08,0,0.32,0.36,0.14,-0.07,-0.14,C,2021,17028941.69
2588,d.makumbi,Rarita,Black Coyotes,18,2001,0.31,0,3.37,3.25,1,3.11,3.02,0.02,0,17.04,0.01,0,0,0.25,0.28,0.13,-0.23,-0.43,RFL,2021,17020434.98
2615,b.katooko,Rarita,Educated Avengers,20,1999,2.96,0.01,0.65,0,0,0.65,0,0,0,23.59,0.37,0.06,0,0.13,0.11,0.15,-0.12,-0.14,RFL,2021,17015283.62
2124,o.balog,Rarita,Flying Penguins,28,1992,6.24,0,0.44,0.14,1,0.57,0.18,0,0.05,29.4,0,0,0,0.08,0,0,0,-0.06,E,2021,17010880.82
2037,o.gatti,Nganion,Deferred Dolphins,23,1997,2.92,0,0.41,0.01,0,0.33,0,0.09,0,20.03,0,0,0,0,0.02,0.17,-0.02,-0.05,E,2021,17007566.47
846,h.mubaiwa,Rarita,Unaccountable Foxes,32,1988,6.42,0.53,2.95,1.13,1,3.03,1.16,0.07,0.51,11.08,0.03,0.03,0.02,0.51,0.39,0.1,0.1,0.07,B,2021,16979567.31
328,p.musiime,Lefghau,Stacked Rocks,25,1995,3.34,0.38,2.07,1.16,1,2.11,1.12,0.06,0.16,10.85,0.01,0,0,0.51,0.45,0.14,-0.1,-0.11,A,2021,16962700.97
639,k.woniak,Dosqaly,Serious Thunderbirds,23,1997,2.45,0.04,1.67,1.13,1,1.63,1.25,0,0,12.2,0,0.06,0.06,0.15,0.14,0,0,0.01,B,2021,16889479.18
904,m.ojo,Dosqaly,Villainous Eagles,25,1995,3.08,0,1.97,1.07,1,2.08,0.92,0.05,0,19.84,0.04,0,0,0.18,0.12,0.03,-0.09,-0.05,B,2021,16883799.4
2515,d.horn,Dosqaly,Swift Bison,29,1991,3.55,0.09,0.61,0.02,0,0.5,0,0,0,7.08,0.02,0,0,0.17,0.1,0.34,-0.17,-0.1,E,2021,16878125.85
1842,h.nakate,Northslands,Remarkable Flames,19,2001,3.64,0.07,0.78,0.1,0.02,0.9,0,0,0,24.51,0.09,0.05,0.04,0.07,0,0.01,0.07,-0.04,D,2021,16857604.13
798,y.makavan,Dosqaly,Supreme Janes,20,2000,0.58,0,5.94,0,0.01,6.41,0.03,0,0,16.67,0,0.04,0.01,0.32,0.47,0.12,-0.3,-0.32,B,2021,16712726.63
