"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"2412","i.niemi","Imaar Vircoand","Running Bigfoots",28,1991,25.96,55.07,68.35,1,1084.29,440.76,21.55,23.52,1,25.23,29,1,7.65,13.85,1,0.16,0.05,0.03,1.24,4.32,1.48,0.6,4.61,"E",2021,717149450.029092
"2413","j.abdel","Lefghau","Running Bigfoots",27,1993,31.07,56.22,61.98,1,1310.64,362.65,13.6,14.09,1,29.52,30.73,1,12.65,16.38,1,0.07,0.05,0,0.1,2.09,0.01,0,1.59,"E",2021,1728504881.38321
"2414","c.kasangaki","Nganion","Running Bigfoots",30,1989,6.39,54.26,64.66,1,950.62,344.03,25.9,27.71,1,23.28,25.89,1,4.07,8.64,1,0,0.02,0,1.08,3.41,1.95,0.66,3.68,"E",2021,8031060.2265532
"2415","c.navarro","Nganion","Running Bigfoots",34,1985,31.46,53.37,66.86,1,981.06,301.73,24.36,26.79,1,21.11,25.44,1,6.94,11.83,1,0.25,0.21,0,2.04,2.68,2.68,1.23,4.76,"E",2021,1710514828.21259
"2416","q.pellegrino","Nganion","Running Bigfoots",30,1989,6.69,65.48,76.02,1,1224.45,423.5,28.85,32.39,1,27.56,30.32,1,7.96,11.47,1,0.06,0.11,0.08,1.05,4.49,1.18,0.52,6.29,"E",2021,8562577.14305047
"2417","x.nabukalu","Nganion","Running Bigfoots",28,1992,7.95,63.35,67.46,1,1382.08,314.69,13.4,14.06,1,39.23,40.19,1,10.67,12.67,1,0.08,0,0,0.1,1.11,0.04,0,1.33,"E",2021,8789652.28666079
"2418","a.bondarenko","Biarizea","Running Bigfoots",24,1995,9.37,28.98,36.77,1,483.48,89.06,14.14,17.19,1,11.67,13.8,1,2.21,3.8,1,0.13,0.14,0.07,1.17,1.47,1.14,0.51,2.53,"E",2021,26424933.5920647
"2419","o.wong","Biarizea","Running Bigfoots",23,1997,25.67,10.99,15.81,1,159.18,18.14,6.4,8.12,1,3.47,5.15,1,0.7,1.3,1,0,0.07,0,0.36,0.29,0,0,0.42,"E",2021,819953050.888455
"2420","u.yong","Byasier Pujan","Running Bigfoots",29,1990,14.18,18.49,24.83,1,263.68,27.17,11.06,13.2,1,5.52,8.37,1,1.04,1.35,1,0,0.02,0,0.86,0.87,0.2,0.05,0.7,"E",2021,37435521.0465233
"2421","g.nadunga","Imaar Vircoand","Running Bigfoots",26,1994,29.19,26.02,34.27,1,420.33,104.9,13.82,16.26,1,9.5,11.8,1,1.89,3.64,1,0.1,0.18,0.08,0.98,1.33,0.81,0.35,2.2,"E",2021,1794849169.78164
"2422","e.mwesigye","Nganion","Running Bigfoots",19,2001,0.13,50,69.92,1,680.1,90.1,30.02,39.97,1,19.92,19.93,1,0,0.06,0,0.07,0,0,0.03,0,0,0,0.05,"E",2021,3482405.72339772
"2423","p.binibrahim","Nganion","Running Bigfoots",26,1993,24.56,40.38,49.55,1,755.64,192.58,19.11,20.85,1,15.66,18.43,1,5.07,8.42,1,0.16,0.1,0,1.62,3.78,2.24,0.8,4.51,"E",2021,774247273.570809
"2424","z.nakiwala","Rarita","Running Bigfoots",24,1996,1.66,18.16,24.48,1,233.83,51.3,10.7,12.56,1,6.33,8.71,1,0,1.28,0.06,0.08,0.08,0,0.6,1.23,0.03,0,1.2,"E",2021,3848415.43393673
"2425","f.among","Biarizea","Running Bigfoots",24,1996,0.33,26.64,33.37,1,773.22,80.09,10.05,13.29,1,6.67,6.66,1,10.02,10.09,1,0,0,0.03,0,0.04,3.42,3.23,0.09,"E",2021,3736855.51383035
"2426","g.agustina","Imaar Vircoand","Running Bigfoots",31,1989,1.73,55.1,62.81,1,936.74,197.77,28.33,31.76,1,13.28,14.45,1,9.49,11.79,1,0,0.01,0,1.07,2.84,1.09,0,4.37,"E",2021,2101627.96161554
"2427","n.mucunguzi","Biarizea","Running Bigfoots",29,1991,33,26.14,33.2,1,790.2,390.6,3.7,3.68,1,12.47,12.51,1,10.04,16.96,1,0,0,0,0.03,0.14,0,0,0.11,"E",2021,1880800603.78975
"2428","u.nishimura","Galamily","Running Bigfoots",31,1989,5.05,23.95,29.15,1,608.51,319.96,5.6,5.6,1,11.76,12.26,1,6.41,11.08,1,0,0.02,0,0,0.02,0.04,0.05,0.08,"E",2021,3359919.72948433
"2429","g.gentile","Lefghau","Running Bigfoots",33,1987,28.36,49.14,54.24,1,979.07,234.67,17.13,18.58,1,24.54,26.27,1,6.91,8.6,1,0.17,0.15,0,0.58,3.35,0.34,0.02,3.15,"E",2021,686968878.253621
"2430","y.mukisa","Manlisgamncent","Running Bigfoots",32,1988,24.84,60.09,68.48,1,1185.44,277.06,25.27,27.07,1,24.76,27.36,1,8.92,12.13,1,0.02,0.08,0,0.91,6.59,0.53,0.05,4.79,"E",2021,375728800.444892
"2431","v.handayani","Nganion","Running Bigfoots",26,1994,26.79,66.41,75.9,1,1353.04,284.45,26.69,29.27,1,26.89,29.53,1,11.89,14.88,1,0.28,0.19,0.18,1.5,6.21,1.32,0.26,5.18,"E",2021,1266325248.6896
"2432","i.carpentier","Rosvi","Running Bigfoots",28,1991,11.67,62.6,66.72,1,1254.36,258.27,20.91,21.4,1,32.71,34.04,1,8.22,10.03,1,0,0.05,0,0.24,2.74,0.23,0.04,1.92,"E",2021,24198420.3762221
"2433","d.pfeiffer","Imaar Vircoand","Running Bigfoots",32,1988,10.22,50.31,57.79,1,910.84,191.28,24.57,26.55,1,18.22,20.03,1,6.53,9.35,1,0.1,0.11,0,1.51,4.29,1.26,0.29,3.6,"E",2021,15556801.740271
"2434","f.ngulube","Nganion","Running Bigfoots",25,1994,15.56,56.04,66.17,1,1205.1,276.49,23.24,25.29,1,19.32,21.89,1,12.2,16.63,1,0.22,0.11,0.12,1.83,7.63,1.86,0.39,5.49,"E",2021,119138652.636755
"2435","t.kabonesa","Nganion","Running Bigfoots",22,1998,5.79,45.55,60,1,842.38,207.12,23.03,26.07,1,15.85,19.54,1,6.04,11.97,1,0,0.07,0,1.89,3.16,1.68,0.51,3.25,"E",2021,13875394.9579388
"2436","x.muzaki","Imaar Vircoand","Sassy Knights",33,1987,13.75,28.51,40.97,1,624.28,274.51,9.61,11.57,1,13.06,17.16,1,5.58,10.68,1,0.07,0,0.03,0.37,2.64,0.21,0.02,3.29,"E",2021,21223379.848547
"2437","g.varma","Nganion","Sassy Knights",26,1994,34.93,28.06,37.13,1,666.36,267.6,6.83,8.18,1,14.58,17.2,1,6.41,10.9,1,0.01,0,0.07,0.17,2.57,0,0,2.92,"E",2021,4610993907.93202
"2438","h.kowalski","Nganion","Sassy Knights",28,1992,21.73,27.71,39.96,1,517.88,274.03,12.09,14.06,1,12.13,16.59,1,3.45,7.49,1,0,0.06,0.05,0.53,2.09,0.68,0.39,2.55,"E",2021,243901331.095188
"2439","j.chan","Nganion","Sassy Knights",32,1988,1.8,23.69,30.6,1,588.98,238.82,7.28,8.38,1,8.38,9.39,1,7.37,12.19,1,0.09,0.09,0,0.51,1.49,0,0,2.65,"E",2021,1654918.0792668
"2440","k.byakatonda","Nganion","Sassy Knights",28,1992,13.7,23.91,30.58,1,641.63,200.95,4.26,5.05,1,11.74,13.61,1,7.81,11.18,1,0,0,0,0.22,2.2,0.08,0.09,1.96,"E",2021,33950337.8027733
"2441","l.wambi","Nganion","Sassy Knights",19,2000,10.85,37.18,50.5,1,653.4,287.9,18.05,21.38,1,15.1,19.5,1,3.48,7.81,1,0.44,0.14,0.33,1.33,3.97,1.44,0.78,4.38,"E",2021,59686679.4307198
"2442","q.alonso","Nganion","Sassy Knights",25,1995,26.13,27.38,38.55,1,526.33,256.47,10.9,12.62,1,12.48,16.91,1,3.53,7.32,1,0,0.02,0,0.48,2.25,0.67,0.29,2.36,"E",2021,824827740.896549
"2443","t.faure","Nganion","Sassy Knights",27,1993,3.44,29.69,38.89,1,580.4,270.6,11.8,13.19,1,13.75,17.5,1,3.58,7.44,1,0.01,0,0.08,0.24,2.9,0.83,0.26,2.33,"E",2021,4604196.17516063
"2444","a.bintizakaria","Zacia Lygia","Sassy Knights",31,1989,22.53,25.01,30.5,1,610.32,186.79,5.99,6.98,1,12.31,13.65,1,6.63,9.26,1,0,0.09,0,0.33,1.47,0.04,0,1.68,"E",2021,191762269.344816
"2445","e.chebet","Imaar Vircoand","Sassy Knights",26,1993,17.23,12.66,20.61,1,197.62,40.13,6.72,9.85,1,4.65,7.14,1,0.62,1.81,1,0.05,0,0.09,0.61,0.96,0.5,0.03,1.44,"E",2021,100221689.23427
"2446","b.yang","Manlisgamncent","Sassy Knights",29,1991,18.11,13.82,22.07,1,187.31,34.34,8.42,12.41,1,3.68,6.3,1,0.63,1.21,1,0,0,0,0.4,1.19,0.24,0.09,1.28,"E",2021,89777274.0424526
"2447","t.jiu","Nganion","Sassy Knights",33,1986,9.04,17.63,30.67,1,276.78,74.97,9.51,15.47,1,6.38,10.1,1,1.19,2.84,1,0.15,0.02,0.2,0.8,2.95,0.56,0.09,2.36,"E",2021,8898337.17249168
"2448","l.ibrahimovi","Nganion","Sassy Knights",25,1995,0.56,28.2,46.65,1,350.06,121.71,21.76,24.96,1,5.01,8.36,1,0,8.4,0.02,0.02,0.07,0,0.1,0,1.67,0.04,6.57,"E",2021,3036509.85675853
"2449","l.nakalembe","Nganion","Sassy Knights",32,1988,5.37,25.32,34.76,1,352.83,78.78,15.34,18.85,1,8.04,11.42,1,1.1,2.26,1,0.26,0.1,0.1,0.96,1.99,1.06,0,3.16,"E",2021,4959144.7819717
"2450","g.alali","Nganion","Sassy Knights",27,1993,32.9,19.29,34.82,1,974.31,782.1,1.07,1.09,1,2.82,2.93,1,15.38,30.58,1,0,0.04,0,0,1.87,0.07,0.01,0,"E",2021,2178590074.11831
"2451","i.kisitu","Nganion","Sassy Knights",24,1996,3.06,15.94,29.09,1,726.93,546.6,1.35,1.38,1,4.9,5.06,1,9.74,22.26,1,0.04,0,0,0.09,1.1,0,0.08,0,"E",2021,3779525.86749373
"2452","m.sseguya","Nganion","Sassy Knights",36,1984,2.16,19.03,28.95,1,1046.67,910.54,1.4,1.46,1,1.82,1.83,1,15.79,25.77,1,0,0,0.03,0,1.36,0,0,0.07,"E",2021,868262.790008045
"2453","j.kayendeke","Nganion","Sassy Knights",34,1986,23.26,24.61,36.57,1,445.22,152.39,10.91,14.23,1,9.79,13.77,1,3.12,6.57,1,0.13,0.01,0,0.6,2.41,0.64,0.06,3.38,"E",2021,174595295.876667
"2454","k.deng","Nganion","Sassy Knights",22,1998,29.53,31.68,38.56,1,671.53,157.7,10.95,12.7,1,14.28,16.57,1,5.92,8.29,1,0,0.07,0.04,0.45,3.13,0.36,0.19,2.61,"E",2021,2321100832.9913
"2455","m.muhindo","Rarita","Sassy Knights",26,1994,17.27,30.83,39.27,1,547.74,151.1,14.12,17.24,1,11.69,14.44,1,4.16,5.93,1,0.1,0,0.03,0.35,3.1,0.25,0.05,2.21,"E",2021,102708735.134627
"2456","j.potonik","Rosvi","Sassy Knights",28,1992,10.13,22.78,31.15,1,362.19,85.94,11.76,13.62,1,8.94,12.45,1,1.4,2.4,1,0,0.04,0,0.62,2.43,0.61,0.28,2.63,"E",2021,19360699.8496598
"2457","f.lukyamuzi","Nganion","Sassy Knights",32,1988,14.99,31.19,44.04,1,576.46,258,13.85,16.9,1,12.77,16.98,1,3.77,8,1,0,0.08,0,0.79,3.53,0.48,0.17,3.85,"E",2021,38011431.4339271
"2458","f.rozman","Imaar Vircoand","Sassy Knights",26,1994,2.13,14.48,25.89,1,295.42,79.98,5.95,9.93,1,5.48,8.23,1,2.66,5.54,1,0.02,0,0,0,1.88,1.3,0,2.26,"E",2021,3939100.37668294
"2459","a.maposa","Nganion","Sassy Knights",29,1991,9.61,23.83,40.91,1,494.67,229.67,9.9,13.61,1,8.49,13.71,1,5.3,11.19,1,0.28,0.21,0,2.36,2.18,3.43,1.49,5.23,"E",2021,25254901.2509237
"2460","j.pradhan","Nganion","Sassy Knights",23,1997,15.81,22.24,32.06,1,383.89,105.41,11.59,14.05,1,7.84,10.62,1,2.11,4.89,1,0.09,0.11,0,1.16,1.11,1.33,0.72,2.86,"E",2021,116011511.109335
"2461","r.tumusiime","Nganion","Sassy Knights",31,1989,21.01,24.94,36.83,1,512.59,175.31,11.04,13.78,1,8.8,11.94,1,4.79,9.49,1,0,0.02,0,0.96,2.85,1.21,0.36,3.75,"E",2021,160885554.050093
"2462","v.phung","Nganion","Sassy Knights",27,1993,30.15,26.55,40.17,1,534.61,170.85,11.75,15.25,1,8.76,12.57,1,5.29,9.78,1,0.2,0.24,0,1.79,2.37,1.45,0.67,2.47,"E",2021,2319541718.20095
"2463","y.arinitwe","Nganion","Sassy Knights",20,1999,5.08,21.16,31.16,1,374.63,85.81,11.7,15.57,1,6.05,10.07,1,2.71,4.13,1,0.12,0.05,0.18,1.1,1.62,0.67,0.21,2.1,"E",2021,11772026.3017972
"2464","f.taha","Central Namemo Laand","Screaming Ramblers",18,2001,0.21,54.95,65,1,1404.99,329.92,10,14.97,1,29.92,29.91,1,14.97,20.01,1,0.1,0,0,0.02,0,0.09,0,0.05,"E",2021,3062355.53904082
"2465","n.binhashim","Dosqaly","Screaming Ramblers",29,1991,33.41,33.26,41.4,1,844.12,309.92,7.16,8.31,1,16.8,18.56,1,8.97,13.8,1,0,0,0.02,0.15,1.54,0,0.07,1.42,"E",2021,2280813469.4714
"2466","k.asadi","Lefghau","Screaming Ramblers",26,1993,5.17,23.94,30.68,1,613.57,194.78,5.16,6.43,1,11.61,13.47,1,6.81,10.26,1,0.09,0,0,0.15,0.87,0.16,0.02,1.03,"E",2021,5909909.65130537
"2467","b.binder","Nganion","Screaming Ramblers",30,1990,26.45,30.71,40.08,1,607.98,241.48,10.87,13.01,1,14.64,18.16,1,4.66,7.33,1,0.09,0.02,0,0.42,1.8,0.47,0.27,2.17,"E",2021,523726656.56969
"2468","e.miyamoto","Nganion","Screaming Ramblers",22,1997,9.42,27.03,36.94,1,680.44,266.76,5.56,6.9,1,13.48,14.86,1,7.81,14.57,1,0.03,0.06,0,0.11,1.84,0.04,0.05,1.63,"E",2021,22027234.8344648
"2469","s.kule","Nganion","Screaming Ramblers",24,1995,28.23,32.94,46.69,1,648.87,341.44,14.19,16.35,1,13.53,17.88,1,4.91,10.99,1,0.02,0.04,0,0.92,2.46,0.95,0.44,4.07,"E",2021,1474331549.52606
"2470","t.haim","Nganion","Screaming Ramblers",30,1989,29.24,27.97,35.8,1,730.5,300.77,5.61,6.5,1,13.32,15.14,1,8.51,13.88,1,0,0.13,0,0.11,2.07,0.21,0.08,1.97,"E",2021,985845217.084148
"2471","a.oconnor","Nganion","Screaming Ramblers",18,2002,2.86,40.5,52.07,1,781.16,284.61,18.29,21.01,1,15.72,19.59,1,5.69,9.96,1,0.06,0,0,1.14,1.46,1.42,0.72,2.44,"E",2021,8069720.73389285
"2472","g.magaya","Nganion","Screaming Ramblers",24,1996,17.29,30.12,41.95,1,558.31,271.24,13.23,15.83,1,13.01,17.34,1,3.33,7.02,1,0.16,0,0.02,0.73,2.4,0.86,0.46,2.7,"E",2021,128225136.241994
"2473","o.gatti","Nganion","Screaming Ramblers",23,1997,1.08,39.97,54.06,1,805.07,411,15.05,19.09,1,19.92,19.98,1,5.01,12.93,1,0.08,0.45,0,2.09,2.92,1.07,0.02,10.09,"E",2021,5973368.569515
"2474","m.banda","Lefghau","Screaming Ramblers",29,1991,9.63,15.92,32.08,1,325.38,108.48,7.27,13.32,1,5.31,10.06,1,2.91,6.22,1,0.4,0.12,0.15,0.76,2.51,0.88,0.28,2.28,"E",2021,17052279.0534106
"2475","h.namwase","Nganion","Screaming Ramblers",30,1990,33.62,18.14,30.52,1,300.58,77.42,10.13,15.32,1,5.43,9.36,1,2.05,4.17,1,0.14,0.14,0,0.72,1.9,0.42,0.13,2.43,"E",2021,3016037257.10005
"2476","s.nyathi","Nganion","Screaming Ramblers",31,1988,19.57,21.13,34.31,1,456.68,171.03,8.01,10.74,1,7.86,10.47,1,4.95,11.16,1,0.3,0.28,0,2.64,2.27,0.96,0.4,2.99,"E",2021,140765226.034488
"2477","d.mugisa","Xikong","Screaming Ramblers",28,1992,2.23,20.94,30.01,1,366.17,91.68,10.49,14.31,1,5.17,6.99,1,3.43,5.99,1,0.02,0,0.04,0.35,1.65,0.79,0.09,2.12,"E",2021,3051562.4240295
"2478","c.ismail","Nganion","Screaming Ramblers",23,1996,0.73,12.44,27.55,1,451.36,356.29,2.52,2.59,1,3.66,3.81,1,6.25,21.3,1,0,0.02,0,0,0.03,0,0.04,0,"E",2021,2398558.3409004
"2479","m.ategeka","Nganion","Screaming Ramblers",28,1992,37.14,20.17,29.02,1,764.03,535.54,3.24,3.28,1,5.98,6.04,1,10.77,19.48,1,0,0.05,0,0,0.49,0.05,0.04,0,"E",2021,5453576317.81449
"2480","i.suleman","Central Badad","Screaming Ramblers",20,2000,0.77,18.65,25.62,1,277.08,87.08,8.57,11.35,1,7.05,8.6,1,1.49,2.78,1,0,0.1,0,1.49,2.77,0,0.06,0,"E",2021,4620362.00858293
"2481","b.jonsson","Imaar Vircoand","Screaming Ramblers",29,1991,27.7,31.48,37.3,1,596.74,123.08,13.08,14.57,1,13.72,15.49,1,4.09,6.02,1,0,0,0.03,0.04,1.95,0.07,0.05,1.68,"E",2021,722529728.747233
"2482","e.amponsah","Nganion","Screaming Ramblers",29,1991,15.53,23.71,32.17,1,449.56,137.36,11.21,12.94,1,8.85,10.86,1,3.43,7,1,0.08,0.1,0.11,1.06,2.36,1.23,0.34,3.08,"E",2021,64198424.5668356
"2483","f.mbale","Nganion","Screaming Ramblers",32,1987,28.58,27.2,32.68,1,478.45,138.01,12.12,14.3,1,11.61,13.33,1,2.62,3.57,1,0.03,0,0,0.18,2.98,0.19,0.13,3.13,"E",2021,703746665.669131
"2484","f.nakalema","Nganion","Screaming Ramblers",23,1997,2.41,20.46,32.16,1,362.94,152.96,7.56,10.74,1,8.25,12.05,1,2.99,5.43,1,0,0.03,0,1.19,0.47,1.63,0.84,2.02,"E",2021,5486280.31401726
"2485","f.ohana","Nganion","Screaming Ramblers",26,1993,0.25,39.98,44.91,1,655.02,224.93,24.96,25.02,1,10.09,9.92,1,4.96,9.94,1,0.02,0,0.08,0,5.05,0,0.02,5.03,"E",2021,2360640.43048562
"2486","i.okiror","Nganion","Screaming Ramblers",34,1986,12.54,22.13,31.03,1,405.84,91.69,9.86,12.26,1,9.02,12.4,1,2.38,4.51,1,0.01,0,0,0.42,2.21,0.13,0.02,2.04,"E",2021,15025499.085097
"2487","p.banze","Nganion","Screaming Ramblers",21,1999,0.16,24.92,40.05,1,574.96,0,5.04,14.98,1,15.1,19.95,1,4.92,4.94,1,0.03,0.01,0,0.01,0.04,0.05,0.01,0.06,"E",2021,2961753.74872737
"2488","q.muwanguzi","Nganion","Screaming Ramblers",27,1993,13.28,21.64,28.03,1,339.77,82.33,12.25,13.8,1,6.89,8.8,1,1.97,3.89,1,0,0.12,0,0.67,1.51,0.55,0.3,1.72,"E",2021,43458734.7565784
"2489","z.andersen","Greri Landmoslands","Screaming Ramblers",19,2001,0.63,25.64,31.32,1,372.89,114.39,15.61,17.2,1,8.56,9.98,1,1.36,2.9,1,0,0,0.08,0,0,0,0,0,"E",2021,3789100.98614447
"2490","s.wimmer","Nganion","Screaming Ramblers",26,1993,23.2,18.78,28.03,1,305.23,93.31,9.86,12.08,1,6.49,9.82,1,1.7,3.82,1,0.05,0.07,0,1.12,1.35,0.69,0.49,1.81,"E",2021,415427530.061083
"2491","n.namataka","Janmico","Screaming Ramblers",18,2001,6.03,12.82,19.32,1,186.7,42.77,8.09,11.56,1,3.79,5.42,1,0.63,0.92,1,0.06,0.1,0,0.25,1.07,0.58,0,1.06,"E",2021,17417897.0263842
"2492","n.kumar","Nganion","Screaming Ramblers",19,2001,5.09,17.26,22.34,1,286.32,65.91,8.88,10.33,1,5.56,7.43,1,2.11,3.24,1,0,0.04,0,0.49,1.19,0.67,0.44,1.97,"E",2021,12365964.624451
"2493","u.kizito","Nganion","Screaming Ramblers",30,1990,23.18,12.32,21.59,1,223.21,70.1,5.9,8.41,1,4.26,7.48,1,1.63,3.83,1,0.08,0.12,0.05,0.84,0.56,0.79,0.56,1.29,"E",2021,289370944.000164
"2494","c.machingura","Nganion","Serious Magicians",28,1992,23.63,38.6,50.78,1,673.73,258.3,17.41,20.08,1,17.01,21.04,1,3.17,6.78,1,0.11,0.07,0,0.61,2.52,0.86,0.25,4.05,"E",2021,397034740.49165
"2495","d.jena","Nganion","Serious Magicians",27,1993,7.14,46.19,58.11,1,842.15,324.58,20.92,23.29,1,18.99,22.8,1,5.92,10.02,1,0,0.02,0.01,0.89,2.02,1.26,0.51,4.12,"E",2021,10616606.9681719
"2496","g.riva","Nganion","Serious Magicians",25,1995,21.52,41.34,49.02,1,975.17,317.59,10.58,11.87,1,20.26,22.76,1,9.9,13.28,1,0.05,0,0,0.16,2.65,0.15,0.05,2.6,"E",2021,255624201.936145
"2497","l.khonje","Nganion","Serious Magicians",32,1988,18.88,37.86,49.73,1,683.17,221.98,16.4,18.92,1,17,20.46,1,3.96,7.99,1,0.1,0,0,0.46,2.99,0.5,0.39,2.49,"E",2021,81207396.993598
"2498","p.okoth","Nganion","Serious Magicians",30,1990,18.66,49.35,60.19,1,928.57,371.36,21.59,24.76,1,20.72,24.06,1,6.28,8.87,1,0.12,0.1,0,0.95,3.34,2.1,0.9,6.42,"E",2021,135381385.679999
"2499","v.ang","Nganion","Serious Magicians",29,1991,27.92,42.53,51.05,1,1024.56,347.71,9.29,10.03,1,22.63,24.6,1,10.31,15.31,1,0,0.06,0,0.22,4.07,0.23,0.08,3.09,"E",2021,820210051.294712
"2500","x.ayugi","Nganion","Serious Magicians",23,1997,23.3,42.3,49.22,1,1065.9,331.64,8.4,9.18,1,21.65,23.56,1,12.01,16.17,1,0,0,0.01,0.29,2.75,0.06,0,2.3,"E",2021,429661929.989211
"2501","p.paterson","Nganion","Serious Magicians",31,1989,16.83,34.5,45.25,1,613.45,219.21,17.2,20.48,1,13.01,16.69,1,4,6.24,1,0.07,0.02,0,0.76,2.32,0.86,0.4,2.83,"E",2021,61133167.4717623
"2502","z.amito","Nganion","Serious Magicians",22,1997,17.73,10.63,17.16,1,156.6,24.35,6.45,9.52,1,3.06,5.46,1,0.7,1.33,1,0.01,0.19,0,0.65,0.54,0.51,0,0.91,"E",2021,187528752.759712
"2503","e.mudzingwa","Rarita","Serious Magicians",26,1994,26.54,14.81,22.19,1,229.98,41.73,8.24,10.99,1,4.84,7.07,1,1.06,1.84,1,0.25,0.25,0,1.05,0.64,0.77,0.41,1.09,"E",2021,1052621066.89617
"2504","d.dejong","Nganion","Serious Magicians",20,2000,11.58,22.55,30.44,1,376.38,72.75,11.97,15.87,1,7.82,10.27,1,2.44,3.02,1,0.23,0.18,0.05,1.02,1.57,0.73,0.14,2.53,"E",2021,58180351.6083334
"2505","f.nakalema","Nganion","Serious Magicians",23,1997,1.18,15.42,32.71,1,200.03,88.1,8.18,15.48,1,5.44,9.04,1,0.07,5.41,0.09,0,0.05,0,0,0,0.91,0.05,1.78,"E",2021,3728734.59102336
"2506","f.salifu","Nganion","Serious Magicians",34,1986,19.44,19.16,30.82,1,310.34,104.86,9.63,13.36,1,6.63,10.59,1,1.87,4.01,1,0.02,0.13,0,0.85,2.81,0.95,0,3.69,"E",2021,92945529.3675438
"2507","v.shinde","Nganion","Serious Magicians",22,1998,0.59,73.23,101.64,1,1518.33,394.93,25.1,29.94,1,33.25,43.21,1,14.99,26.77,1,0,0.44,0,6.69,4.91,6.75,1.68,11.75,"E",2021,12410442.426635
"2508","w.ofori","Unicorporated Tiagascar","Serious Magicians",26,1993,0.5,11.96,16.03,1,248.04,0,5.91,5.98,1,4.02,6.08,1,1.99,1.9,1,0.03,0.09,0.03,0,0.06,0.03,0,0.07,"E",2021,2390449.67096493
"2509","c.musana","Nganion","Serious Magicians",23,1997,36.93,20.24,28.8,1,697.54,486.01,2.9,2.8,1,7.86,7.98,1,9.22,17.69,1,0,0,0,0.01,0.34,0.04,0,0.1,"E",2021,7768529705.11021
"2510","o.herrmann","Nganion","Serious Magicians",23,1996,1.03,21.05,24.09,1,531.94,248.07,4,4.01,1,12.09,11.9,1,4.95,8,1,0.03,0,0,0.08,0,0,0.08,0.04,"E",2021,2922346.4544203
"2511","c.luka","Nganion","Serious Magicians",24,1995,15.85,53.48,63.74,1,1173.49,267.41,18.23,20.37,1,21.81,24.5,1,12.71,16.95,1,0.08,0,0,1.18,6.29,1.11,0.24,4.58,"E",2021,103373054.848144
"2512","f.sow","Nganion","Serious Magicians",27,1993,19.01,37.43,46.98,1,765.55,197.59,13.61,16.31,1,16.09,18.76,1,6.76,9.57,1,0.1,0.06,0,0.72,3.9,0.47,0,4.39,"E",2021,150974126.918494
"2513","h.mancini","Nganion","Serious Magicians",30,1989,4.68,23.2,34.31,1,404.81,177.94,12.67,15.01,1,7.27,10.45,1,3.17,8.24,1,0.26,0.25,0.01,1.58,1.65,0.67,0.35,4.05,"E",2021,5339689.95736915
"2514","r.chandia","Nganion","Serious Magicians",30,1990,21.29,40.62,48.53,1,875.63,192.63,12.24,14.59,1,19.77,21.87,1,7.87,10.77,1,0.12,0,0.05,0.29,4.49,0.05,0,3.51,"E",2021,167009752.897853
"2515","t.vidmar","Nganion","Serious Magicians",19,2000,18.91,38.39,48.15,1,872.1,232.39,11.03,12.97,1,19.27,22.05,1,8.15,12.15,1,0.08,0.07,0,0.27,5.46,0.45,0,5.15,"E",2021,293110544.668698
"2516","v.ojara","Nganion","Serious Magicians",21,1999,1.11,30.97,39.02,1,617.38,128.16,11.86,13.64,1,12.66,15.49,1,5.54,6.45,1,0,0,0,1.73,4.53,0.86,0,2.66,"E",2021,4946357.62501748
"2517","y.vong","Nganion","Serious Magicians",18,2002,0.58,18.34,33.36,1,291.71,69.95,13.38,20.08,1,3.36,3.29,1,1.68,5.06,1,0,0.1,0.08,0,1.7,0,0.09,0.05,"E",2021,4678449.36488515
"2518","b.kansiime","Nganion","Serious Magicians",25,1995,25.23,24.59,36.25,1,384.98,128.04,13.7,16.94,1,8.26,10.97,1,1.75,5.77,1,0.23,0.23,0.1,1.46,0.99,1.45,0.4,3.25,"E",2021,904069922.654017
"2519","j.maneno","Nganion","Serious Magicians",27,1992,21.66,39.77,48.62,1,693.99,206.55,20.1,21.91,1,14.22,17.26,1,4.84,7.62,1,0.12,0.11,0.08,1.75,4.26,1.93,0.09,5.4,"E",2021,369605970.47546
"2520","s.juri","Nganion","Serious Magicians",21,1998,15.04,21.08,34.39,1,406.47,156.06,9.43,11.98,1,8.18,11.65,1,3.28,8.75,1,0.06,0.12,0.03,1.73,1.22,1.22,0.7,2.94,"E",2021,108797308.739843
"2521","d.horn","Dosqaly","Swift Bison",29,1991,3.55,20.22,29.13,1,382.75,125.53,7.58,9.49,1,10.54,12.86,1,2.04,5.18,1,0,0.01,0,0,0.92,0.04,0,0.47,"E",2021,3271825.4402357
"2522","h.jovanovi","Dosqaly","Swift Bison",23,1996,23.17,36.5,42.4,1,854.94,251.67,8.76,9.74,1,19.4,20.58,1,8.37,11.53,1,0,0,0,0.09,1.91,0.02,0,1.6,"E",2021,420865549.916759
