,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
4707,f.oyama,Northern Namemo Laand,1,0,0,0,Sugar Bengals,31,1988,12.8,1.24,0.77,0.34,0.57,0.49,0.18,1.22,13.2,1.01,20.65,5.05,24.02,2.89,8.67,9.13,0.68,0.18,0.1,0.69,0.91,2.2,0.24,-0.06,D,2021
4708,b.binabdrahman,Sobianitedrucy,1,0,0,0,Sugar Bengals,21,1999,1.82,0.03,0.03,0.08,-0.08,0.02,0.0,-0.01,,0.08,22.56,5.28,23.38,1.07,7.87,13.72,0.59,0.09,-0.08,0.63,0.06,0.01,1.01,-0.01,D,2021
4709,b.phillips,Southern Ristan,1,0,0,0,Sugar Bengals,27,1993,31.9,0.31,0.17,0.07,0.31,0.16,0.16,0.35,29.94,0.22,9.17,2.57,27.47,0.39,3.15,5.81,0.57,0.14,0.04,0.53,0.07,0.48,1.09,0.1,D,2021
4710,e.binmohamed,Cabral Retrea,0,0,0,1,Sugar Bengals,23,1997,1.53,0.0,-0.02,-0.01,0.1,0.03,0.04,-0.07,,0.01,0.06,0.05,,-0.04,0.01,0.1,0.05,0.09,0.05,0.05,-0.08,0.04,0.05,0.05,D,2021
4711,j.koval,Saintu,0,0,0,1,Sugar Bengals,36,1984,36.02,-0.03,-0.06,0.1,0.05,-0.02,0.06,0.07,,-0.05,0.07,-0.05,33.29,0.02,-0.04,-0.07,-0.04,-0.06,0.07,0.03,-0.03,-0.09,0.08,-0.02,D,2021
4712,a.berkowitz,Sobianitedrucy,0,0,0,1,Sugar Bengals,34,1985,0.56,0.02,0.01,0.02,0.09,0.02,0.09,0.09,,0.09,0.05,0.1,,-0.08,0.09,0.1,-0.04,-0.06,-0.07,-0.08,-0.1,0.07,0.04,2.0,D,2021
4713,c.chand,Janmico,0,1,0,0,Sugar Bengals,28,1991,3.02,1.0,0.34,0.0,0.29,0.63,0.66,1.89,33.33,1.27,16.48,3.32,19.58,6.46,6.42,3.49,2.49,0.3,0.09,2.33,1.35,2.23,0.62,-0.07,D,2021
4714,z.griffiths,Manlisgamncent,0,1,0,0,Sugar Bengals,27,1992,28.71,1.83,1.34,0.75,0.69,0.32,0.44,1.96,21.78,1.57,18.7,5.31,28.77,6.71,8.77,3.27,1.62,0.59,0.04,1.05,1.32,3.27,1.63,-0.1,D,2021
4715,j.dubois,Mico,0,1,0,0,Sugar Bengals,28,1992,15.42,0.76,0.48,0.5,0.16,0.08,0.25,1.28,23.74,1.13,11.47,3.33,28.89,3.34,4.91,3.16,1.46,0.2,-0.09,1.33,0.7,1.42,0.96,0.0,D,2021
4716,w.doyle,Northern Namemo Laand,0,1,0,0,Sugar Bengals,33,1987,12.56,2.46,1.87,1.2,1.01,0.57,0.98,2.99,31.64,2.01,23.06,6.32,27.56,8.89,11.06,3.12,2.25,0.25,-0.03,1.99,1.46,4.01,0.84,0.01,D,2021
4717,d.sigauke,Sobianitedrucy,0,1,0,0,Sugar Bengals,23,1997,32.2,1.92,1.36,0.71,0.9,0.25,0.52,1.8,26.65,1.35,17.68,4.87,27.17,5.06,8.36,4.44,1.39,0.21,-0.05,1.22,0.92,2.9,0.44,0.02,D,2021
4718,e.hasahya,Sobianitedrucy,0,1,0,0,Sugar Bengals,26,1994,13.61,2.16,1.15,0.87,0.88,0.37,0.48,2.36,24.99,1.82,17.12,4.52,26.7,6.78,7.53,2.95,1.35,0.13,-0.03,1.23,1.19,3.23,1.25,-0.09,D,2021
4719,u.guillot,Sobianitedrucy,0,1,0,0,Sugar Bengals,24,1995,6.65,1.94,1.45,0.91,0.81,0.23,0.53,1.34,33.36,0.88,18.08,4.55,24.8,6.3,7.33,4.57,0.66,0.07,-0.06,0.66,1.48,3.49,0.26,0.1,D,2021
4720,h.tumukunde,Southern Ristan,0,1,0,0,Sugar Bengals,32,1988,0.56,4.09,4.03,0.01,4.0,0.0,-0.04,-0.05,,0.05,20.03,10.02,49.93,3.92,9.92,6.03,2.04,-0.09,-0.07,2.1,-0.05,3.97,0.06,-0.06,D,2021
4721,j.mubangizi,Central Diasongo,0,0,1,0,Wet Flames,19,2000,20.63,1.29,0.83,0.89,0.33,0.14,0.69,1.38,43.2,0.91,9.24,3.08,32.66,3.8,3.23,2.23,0.97,0.1,0.04,0.79,1.56,2.93,2.23,0.01,D,2021
4722,v.kaneko,Central Namemo Laand,0,0,1,0,Wet Flames,30,1990,15.04,0.89,0.57,0.68,0.24,-0.01,0.36,0.81,46.21,0.5,6.9,2.61,38.83,4.12,2.69,-0.04,2.18,1.06,0.1,1.28,2.29,3.31,6.25,0.13,D,2021
4723,s.sanchez,Imaar Vircoand,0,0,1,0,Wet Flames,33,1986,21.61,2.24,1.27,1.04,0.79,0.46,1.25,1.87,63.39,0.66,12.05,3.83,30.88,5.41,3.82,2.87,1.56,0.41,-0.09,1.19,1.16,3.54,1.24,-0.03,D,2021
4724,d.namayanja,Lefghau,0,0,1,0,Wet Flames,23,1997,32.54,2.06,1.34,1.54,0.43,0.09,0.68,1.24,52.59,0.5,11.15,4.12,37.12,6.95,3.45,0.65,1.91,0.57,0.07,1.31,2.71,4.72,6.16,-0.01,D,2021
4725,u.mansour,Lefghau,0,0,1,0,Wet Flames,23,1997,21.71,0.99,0.54,0.53,0.5,0.13,0.34,0.92,45.05,0.45,7.29,2.28,30.22,4.05,2.85,0.42,2.19,1.23,0.08,0.95,2.37,3.21,4.69,-0.02,D,2021
4726,m.sinh,Loco Phirema,0,0,1,0,Wet Flames,25,1995,15.15,1.8,0.93,1.51,0.22,0.01,0.67,1.48,43.49,0.76,13.18,2.79,21.71,6.34,4.59,2.24,2.02,0.22,0.03,1.89,1.19,2.87,2.4,0.09,D,2021
4727,t.candia,Quewenia,0,0,1,0,Wet Flames,27,1992,13.84,2.08,1.03,1.04,0.89,0.3,1.13,1.86,63.97,0.75,10.06,3.17,31.35,5.15,4.35,0.65,2.13,0.32,-0.03,1.71,1.82,3.84,2.62,0.04,D,2021
4728,l.schmid,Sobianitedrucy,0,0,1,0,Wet Flames,25,1994,6.35,2.02,1.78,0.89,0.69,0.59,0.32,0.96,33.32,0.53,13.98,4.8,34.09,5.2,4.46,4.39,3.34,0.09,0.12,3.11,0.85,2.99,3.12,-0.08,D,2021
4729,s.katooko,Sobianitedrucy,0,0,1,0,Wet Flames,21,1999,9.47,0.74,0.59,0.57,0.33,0.04,0.4,0.93,50.05,0.48,10.72,2.96,28.24,5.88,4.52,0.6,2.27,0.99,0.03,1.26,1.92,2.86,4.57,0.12,D,2021
4730,x.nakong,Sobianitedrucy,0,0,1,0,Wet Flames,28,1992,22.33,1.48,1.15,0.9,0.5,0.08,0.61,1.66,33.37,1.17,11.17,3.48,31.19,5.06,4.91,1.1,1.52,0.6,0.08,0.81,2.38,3.91,5.02,-0.07,D,2021
4731,r.uchida,Sobianitedrucy,0,1,1,0,Wet Flames,23,1997,0.64,4.93,-0.01,3.33,1.62,-0.07,4.98,6.65,75.07,1.6,16.77,4.93,29.92,10.1,6.62,0.04,0.01,0.09,0.04,-0.02,-0.08,4.91,1.71,-0.01,D,2021
4732,q.acen,Danan Seekeeling,1,0,0,0,Wet Flames,24,1996,10.98,0.66,0.45,0.28,0.19,0.32,0.21,0.97,27.22,0.64,19.57,3.38,16.78,1.48,9.83,8.3,0.62,0.17,0.0,0.46,0.96,1.54,0.73,-0.07,D,2021
4733,e.zacarias,Sobianitedrucy,1,0,0,0,Wet Flames,26,1993,32.06,0.98,0.82,0.08,0.6,0.26,0.25,0.96,24.01,0.64,12.13,3.05,25.82,1.37,5.46,5.12,1.04,0.14,0.02,0.88,0.25,1.23,0.48,-0.1,D,2021
4734,f.mugabe,Sobianitedrucy,1,0,0,0,Wet Flames,23,1997,6.22,1.01,0.64,0.09,0.49,0.3,0.39,1.98,16.61,1.65,18.69,5.47,29.09,1.33,8.32,8.96,0.51,-0.06,0.08,0.49,0.39,1.19,0.71,0.04,D,2021
4735,l.novak,Sobianitedrucy,1,0,0,0,Wet Flames,29,1991,16.59,0.87,0.43,0.28,0.4,0.26,0.14,0.81,14.21,0.75,14.23,3.43,24.32,1.23,5.14,7.99,0.97,0.04,0.04,0.79,0.38,1.12,0.29,-0.1,D,2021
4736,o.suzuki,Sobianitedrucy,1,1,0,0,Wet Flames,19,2000,0.14,-0.03,0.01,-0.03,-0.06,0.04,0.06,0.09,,0.1,35.05,4.92,14.35,14.98,20.07,0.06,0.04,0.08,0.07,0.01,0.0,0.07,0.03,0.04,D,2021
4737,m.nyamahunge,Loco Phirema,0,0,0,1,Wet Flames,32,1988,0.98,-0.05,0.03,-0.06,0.08,0.0,0.02,-0.02,,0.09,-0.07,0.06,,0.06,0.03,0.03,0.04,-0.07,0.08,-0.09,0.1,0.08,-0.03,-0.09,D,2021
4738,a.whang,Rosvi,0,0,0,1,Wet Flames,23,1997,4.95,0.27,0.28,0.24,0.03,-0.03,0.21,0.28,99.91,-0.03,0.36,0.14,50.0,0.46,-0.01,0.09,-0.09,-0.07,0.0,-0.06,0.04,0.25,0.18,0.24,D,2021
4739,v.guillaume,Sobianitedrucy,0,0,0,1,Wet Flames,33,1987,31.93,-0.06,0.0,-0.02,0.09,0.09,0.06,0.0,-0.04,0.06,0.29,-0.03,-0.04,0.25,0.0,0.01,-0.08,-0.05,-0.09,0.04,0.06,-0.08,-0.08,-0.02,D,2021
4740,d.mattila,Dosqaly,0,1,0,0,Wet Flames,26,1994,10.15,0.88,0.6,0.52,0.26,0.04,0.21,2.02,14.3,1.79,14.76,3.81,25.31,5.91,5.91,2.98,2.28,0.07,0.09,2.37,1.0,1.97,0.89,0.03,D,2021
4741,b.kansiime,Nganion,0,1,0,0,Wet Flames,25,1995,1.55,-0.06,0.03,-0.02,0.08,-0.08,0.0,2.65,-0.04,2.75,25.35,2.71,10.41,4.64,16.78,4.01,3.37,0.61,0.05,2.64,0.05,0.05,0.59,-0.02,D,2021
4742,y.almutairi,Nkasland Cronestan,0,1,0,0,Wet Flames,25,1995,20.47,2.35,1.44,0.88,1.1,0.41,0.54,1.99,30.7,1.3,15.99,4.38,28.01,5.52,7.6,2.67,1.11,0.28,0.01,0.86,0.8,3.32,0.55,-0.07,D,2021
4743,d.roussel,Rosvi,0,1,0,0,Wet Flames,23,1996,23.46,1.6,1.17,0.56,0.78,0.28,0.4,2.08,22.41,1.64,21.19,5.71,27.2,5.3,11.51,4.21,1.67,0.25,0.06,1.58,0.55,2.27,0.65,0.01,D,2021
4744,l.sigauke,Sobianitedrucy,0,1,0,0,Wet Flames,23,1997,16.93,1.57,1.01,0.57,0.53,0.3,0.43,2.01,24.12,1.48,20.87,5.34,25.68,7.05,10.11,3.79,1.04,0.3,-0.03,0.76,1.17,2.63,1.6,0.04,D,2021
4745,m.takacs,Sobianitedrucy,0,1,0,0,Wet Flames,23,1997,2.06,2.89,2.41,1.47,0.93,0.51,1.02,2.32,40.02,1.34,12.89,5.3,40.63,4.72,6.7,1.47,0.54,0.03,0.04,0.46,-0.04,2.93,0.49,-0.01,D,2021
4746,u.chavez,Sobianitedrucy,0,1,0,0,Wet Flames,28,1992,4.39,2.57,2.19,0.36,1.43,0.66,1.17,2.12,55.54,0.98,23.33,8.28,35.03,8.25,10.61,4.56,1.13,0.07,-0.08,1.15,1.42,3.93,1.45,0.06,D,2021
4747,f.ndou,Zamlie Niabangthe,0,1,0,0,Wet Flames,32,1988,31.69,2.45,1.47,1.13,1.17,0.42,0.77,2.28,38.54,1.35,16.13,5.57,34.09,5.4,8.02,2.56,1.22,0.13,-0.03,0.9,1.03,3.37,1.69,-0.07,D,2021
4748,j.maeda,Sobianitedrucy,1,1,0,0,Wet Flames,28,1992,18.06,1.13,0.82,0.47,0.61,0.08,0.5,1.34,37.44,0.74,14.79,3.89,26.27,4.94,6.05,3.83,0.48,0.04,0.04,0.57,0.7,2.01,0.36,-0.01,D,2021
4749,h.baumgartner,Unicorporated Tiagascar,1,1,0,0,Wet Flames,23,1997,5.37,0.98,0.69,0.33,0.46,0.2,0.14,1.52,12.52,1.36,14.91,4.75,31.61,2.7,8.32,3.93,0.85,0.07,0.07,0.86,0.68,1.78,0.66,-0.03,D,2021
4750,y.machava,Imaar Vircoand,0,0,1,0,Big Foxes,29,1991,20.22,1.21,0.67,0.88,0.31,-0.04,0.36,0.89,38.88,0.64,6.58,2.4,35.6,4.18,2.27,0.13,1.31,0.67,-0.03,0.63,1.03,2.22,4.37,-0.03,E,2021
4751,y.twinomugisha,Janmico,0,0,1,0,Big Foxes,28,1992,28.92,3.28,2.11,2.31,0.96,-0.06,1.43,3.21,47.76,1.7,18.14,4.74,26.7,10.66,6.1,1.49,2.53,0.24,-0.05,2.16,1.63,4.81,2.88,0.06,E,2021
4752,f.tamura,Nganion,0,0,1,0,Big Foxes,20,1999,1.0,2.04,1.06,1.99,0.02,0.03,-0.03,2.03,-0.02,2.09,13.06,1.92,15.45,7.92,4.91,-0.08,1.91,-0.09,-0.05,1.95,2.93,4.99,1.04,1.1,E,2021
4753,h.choo,Nganion,0,0,1,0,Big Foxes,31,1989,10.18,0.81,0.66,0.57,0.12,0.09,0.47,0.94,55.63,0.4,6.55,1.63,24.16,4.53,1.82,0.15,2.7,1.17,0.09,1.54,2.12,2.96,6.15,0.0,E,2021
4754,h.pour,Nganion,0,0,1,0,Big Foxes,22,1998,1.14,0.81,-0.04,0.02,0.94,-0.1,0.88,2.68,33.21,1.9,11.83,1.77,15.32,7.22,4.47,-0.09,0.84,0.91,0.08,0.06,1.76,2.69,5.37,0.06,E,2021
4755,k.krisensen,Nganion,0,0,1,0,Big Foxes,30,1989,25.3,1.31,0.9,1.11,0.29,-0.01,0.5,1.24,41.37,0.62,8.28,2.83,34.03,5.4,2.72,0.33,1.22,0.38,0.03,0.88,0.9,2.28,5.96,0.06,E,2021
4756,s.sorensen,Nganion,0,0,1,0,Big Foxes,27,1993,28.69,2.57,1.45,1.43,0.93,0.19,1.12,2.29,46.97,1.17,13.44,4.31,32.08,7.54,4.62,1.44,2.88,0.57,0.05,2.35,1.84,4.31,3.12,0.1,E,2021
4757,l.olupot,Zacia Lygia,0,0,1,0,Big Foxes,27,1993,9.54,2.97,1.36,2.33,0.69,0.0,1.64,2.58,60.09,1.13,11.45,3.16,28.22,7.28,3.83,0.58,3.03,0.33,-0.07,2.7,1.33,4.21,4.14,0.2,E,2021
4758,j.asiimwe,Nganion,0,1,1,0,Big Foxes,26,1993,29.4,1.43,0.72,0.91,0.42,0.18,0.37,0.99,34.56,0.63,9.46,2.74,28.88,4.95,3.87,0.62,1.57,0.62,0.1,1.01,0.8,2.2,5.07,0.04,E,2021
4759,c.rai,Nganion,1,0,0,0,Big Foxes,25,1995,0.18,0.08,0.1,0.01,0.0,-0.06,-0.02,0.08,,-0.01,20.1,9.96,49.91,0.08,20.05,0.02,-0.06,0.01,-0.08,-0.08,-0.06,-0.04,0.05,0.05,E,2021
4760,t.hashim,Nganion,1,0,0,0,Big Foxes,34,1985,24.43,0.45,0.25,0.01,0.19,0.11,0.19,0.27,37.6,0.29,6.97,1.55,21.17,0.33,3.89,2.7,0.49,0.23,-0.02,0.34,0.1,0.56,0.63,0.0,E,2021
4761,b.lindberg,Rosvi,1,0,0,0,Big Foxes,22,1997,4.36,-0.01,0.09,0.04,-0.03,0.08,-0.02,0.14,0.03,0.16,18.56,2.63,13.89,1.92,10.94,5.89,0.43,0.09,-0.01,0.54,0.73,0.71,0.8,-0.09,E,2021
4762,b.nura,Boland Laynga,1,1,0,0,Big Foxes,27,1993,16.9,0.74,0.5,0.12,0.34,0.16,0.11,0.35,14.25,0.33,11.84,2.39,20.89,1.22,6.2,4.48,0.71,0.1,-0.02,0.6,0.14,0.86,0.58,-0.06,E,2021
4763,s.mussa,Byasier Pujan,1,1,0,0,Big Foxes,21,1999,0.35,0.02,-0.08,-0.09,0.07,0.02,-0.05,2.58,0.08,2.58,12.42,2.42,19.96,2.57,-0.07,9.99,2.57,0.01,0.02,2.47,0.01,0.03,-0.04,-0.02,E,2021
4764,c.sanna,Nganion,1,1,0,0,Big Foxes,26,1994,5.86,0.93,0.75,0.25,0.43,0.09,-0.06,1.31,0.02,1.15,15.43,4.21,27.81,3.48,9.36,2.7,0.69,-0.01,-0.04,0.73,0.51,1.38,0.71,0.0,E,2021
4765,j.elsayed,Nganion,1,1,0,0,Big Foxes,28,1992,12.32,2.63,1.75,0.96,1.21,0.47,0.51,1.98,27.92,1.38,20.09,6.84,33.76,7.35,8.64,4.01,1.73,0.1,-0.02,1.61,0.9,3.4,1.16,-0.06,E,2021
4766,m.gomez,Nganion,1,1,0,0,Big Foxes,22,1998,0.16,4.98,5.08,-0.06,-0.04,4.9,-0.03,-0.05,,-0.05,20.08,5.09,24.95,5.01,9.95,4.93,-0.07,-0.06,0.07,-0.08,-0.06,5.01,4.97,-0.04,E,2021
4767,v.dasilva,Nganion,1,1,0,0,Big Foxes,29,1991,4.51,0.62,0.49,0.48,0.26,-0.1,0.22,0.88,24.9,0.6,13.18,3.74,28.81,1.61,6.01,5.64,1.21,0.0,-0.07,1.12,0.58,1.38,0.02,-0.08,E,2021
4768,q.dangelo,Rosvi,1,1,0,0,Big Foxes,27,1992,9.59,1.52,0.84,0.54,0.71,0.38,0.49,1.88,27.72,1.32,20.51,4.37,21.4,3.15,9.79,7.42,1.66,-0.09,-0.04,1.6,0.44,1.89,0.36,-0.04,E,2021
4769,x.arnaud,Imaar Vircoand,0,0,0,1,Big Foxes,27,1993,32.03,-0.06,-0.01,0.08,-0.06,0.04,0.0,-0.06,0.07,0.06,0.02,-0.09,0.06,0.12,-0.03,-0.02,0.05,0.07,0.08,0.0,0.03,-0.02,0.09,0.2,E,2021
4770,g.chandiga,Nganion,0,0,0,1,Big Foxes,41,1979,1.97,0.02,-0.04,0.01,0.01,-0.05,0.03,0.0,,-0.06,-0.02,0.02,,0.02,0.08,-0.08,-0.06,0.06,0.09,-0.1,0.07,0.03,0.09,-0.01,E,2021
4771,i.friedrich,Nganion,0,0,0,1,Big Foxes,26,1994,3.92,-0.08,0.1,-0.09,0.08,-0.05,0.01,0.19,-0.02,0.2,0.23,0.02,-0.1,0.18,0.04,-0.09,0.08,0.02,-0.03,0.03,0.0,0.09,0.08,-0.06,E,2021
4772,c.mati,Dosqaly,0,1,0,0,Big Foxes,25,1995,2.85,1.07,0.73,0.45,0.81,0.0,0.31,1.81,19.94,1.42,25.38,3.88,15.49,7.82,13.53,3.93,2.42,1.04,0.07,1.44,2.24,3.11,1.35,-0.06,E,2021
4773,p.nakayenga,Imaar Vircoand,0,1,0,0,Big Foxes,34,1986,4.14,2.67,1.49,0.58,2.2,-0.1,1.51,4.19,35.32,2.58,29.39,7.75,26.65,11.98,13.6,3.69,1.13,0.2,0.05,0.91,2.63,5.34,1.87,0.04,E,2021
4774,j.willems,Mico,0,1,0,0,Big Foxes,27,1993,29.19,1.94,1.36,1.07,0.92,0.15,0.63,1.42,38.52,1.01,16.56,4.83,29.86,6.21,8.55,1.71,1.88,0.27,0.09,1.55,1.68,3.57,1.8,0.07,E,2021
4775,e.achan,Nganion,0,1,0,0,Big Foxes,30,1989,8.93,2.28,1.74,1.26,0.38,0.45,0.82,2.96,26.82,2.06,19.15,6.58,34.59,7.52,9.74,2.12,2.01,0.27,-0.05,1.66,0.93,3.19,1.82,0.04,E,2021
4776,e.nasirumbi,Nganion,0,1,0,0,Big Foxes,29,1990,17.17,1.22,0.85,0.5,0.36,0.32,0.45,2.55,18.68,1.98,16.07,4.26,26.04,5.66,6.83,3.64,1.61,0.2,-0.03,1.44,1.85,3.2,0.71,-0.04,E,2021
4777,g.cattaneo,Nganion,0,1,0,0,Big Foxes,16,2004,0.42,0.05,-0.03,-0.07,-0.02,0.09,0.08,0.0,,0.06,2.53,0.07,-0.03,-0.04,2.41,0.05,0.08,0.03,-0.04,-0.09,-0.09,0.04,-0.05,-0.03,E,2021
4778,o.ciobanu,Nganion,0,1,0,0,Big Foxes,32,1987,16.06,1.95,1.37,0.78,1.05,0.21,0.65,1.83,36.76,1.11,16.54,5.6,34.05,5.78,9.15,1.38,1.6,0.57,-0.06,0.96,0.95,2.88,3.28,0.07,E,2021
4779,o.kueh,Nganion,0,1,0,0,Big Foxes,27,1992,21.5,1.2,0.72,0.41,0.67,0.05,0.33,1.43,28.17,1.03,15.29,3.24,20.98,5.6,7.64,1.96,1.03,0.06,-0.02,1.11,1.02,2.05,1.18,-0.08,E,2021
4780,g.sackey,Nganion,0,1,1,0,Big Foxes,26,1993,14.21,1.46,0.48,0.7,0.49,0.19,0.71,2.54,27.07,1.97,13.17,3.3,25.43,5.03,5.62,2.68,1.18,0.14,-0.09,1.29,1.17,2.6,0.91,-0.01,E,2021
4781,k.harada,Nganion,0,1,1,0,Big Foxes,23,1997,1.07,-0.08,-0.01,-0.07,-0.03,0.04,-0.01,2.03,-0.08,1.91,18.05,3.93,22.28,3.05,15.06,0.07,0.08,0.03,0.07,0.0,1.92,2.0,2.05,0.0,E,2021
4782,d.sahu,Nganion,1,1,0,0,Big Foxes,29,1991,21.49,0.97,0.53,0.7,0.25,-0.04,0.39,0.98,41.0,0.67,14.61,3.86,26.55,4.83,6.1,3.83,1.12,0.02,0.05,1.05,0.84,1.87,1.52,-0.01,E,2021
4783,z.tomi,Nganion,1,1,0,0,Big Foxes,25,1995,9.27,2.26,1.6,1.04,0.84,0.17,0.39,2.18,14.26,2.0,25.12,5.02,20.27,8.55,9.34,7.6,2.46,0.15,-0.06,2.35,0.18,2.37,1.01,0.08,E,2021
4784,c.sulaiman,Dosqaly,0,0,1,0,Deferred Dolphins,27,1993,29.54,1.42,1.03,0.87,0.53,0.21,0.7,1.1,56.29,0.52,11.08,3.29,29.71,4.97,4.64,1.43,1.68,0.11,0.09,1.56,1.09,2.49,2.71,0.09,E,2021
4785,h.jansson,Greri Landmoslands,0,0,1,0,Deferred Dolphins,25,1995,26.24,1.52,0.75,1.0,0.52,-0.06,0.42,0.87,61.89,0.39,5.23,1.81,33.65,2.61,2.59,0.28,1.45,0.75,0.03,0.74,1.14,2.66,4.19,0.05,E,2021
4786,b.taheri,Imaar Vircoand,0,0,1,0,Deferred Dolphins,20,2000,8.27,0.91,0.71,0.75,0.03,-0.07,0.27,0.73,49.9,0.43,8.53,2.38,28.65,4.61,3.71,0.3,1.69,0.49,-0.04,1.19,1.19,1.91,5.44,0.09,E,2021
4787,k.eder,Nancipenuaroe,0,0,1,0,Deferred Dolphins,21,1998,0.5,-0.01,0.09,-0.08,0.04,-0.02,-0.09,0.06,,-0.01,1.98,-0.02,0.04,2.08,-0.01,-0.02,1.96,-0.08,-0.08,1.9,0.09,0.02,1.99,0.0,E,2021
4788,a.barbieri,Nganion,0,0,1,0,Deferred Dolphins,32,1988,9.26,2.08,1.74,1.35,0.58,0.26,1.17,2.37,52.48,0.99,12.27,3.42,27.42,6.77,4.49,1.01,2.64,1.05,0.08,1.69,1.79,3.91,5.22,0.08,E,2021
4789,d.siregar,Nganion,0,0,1,0,Deferred Dolphins,24,1996,20.06,0.78,0.33,0.31,0.44,0.07,0.24,0.72,40.04,0.49,7.23,2.09,28.64,3.79,2.38,0.97,2.97,0.21,0.06,2.75,1.62,2.31,2.46,0.08,E,2021
4790,k.candia,Nganion,0,0,1,0,Deferred Dolphins,20,2000,2.9,1.88,1.4,0.78,1.06,-0.03,0.41,0.38,99.92,-0.01,8.5,3.23,37.42,4.65,2.94,0.99,1.83,0.75,0.09,1.12,1.41,3.23,5.27,0.28,E,2021
4791,l.ricci,Nganion,0,0,1,0,Deferred Dolphins,33,1986,29.25,0.98,0.43,0.43,0.31,-0.07,0.3,0.89,40.05,0.47,5.61,2.05,34.64,2.98,2.46,0.32,1.56,0.97,-0.1,0.56,0.82,1.75,7.46,0.11,E,2021
4792,m.paterson,Nganion,0,0,1,0,Deferred Dolphins,19,2000,0.91,1.96,0.05,2.01,0.09,-0.02,0.08,-0.06,,0.04,11.94,0.09,-0.01,7.05,4.92,-0.02,1.9,0.91,0.01,0.91,1.0,3.01,6.92,-0.02,E,2021
4793,o.oketcho,Nganion,0,0,1,0,Deferred Dolphins,23,1997,15.06,1.19,0.61,0.68,0.48,0.07,0.32,1.44,28.5,1.03,9.81,2.71,28.43,5.28,4.26,0.44,2.3,0.89,0.01,1.44,0.65,1.77,5.74,0.06,E,2021
4794,v.mugala,Nganion,0,0,1,0,Deferred Dolphins,30,1989,13.24,3.14,1.68,2.08,0.78,0.31,1.63,3.03,55.04,1.36,16.17,4.04,24.38,8.31,4.91,2.82,1.51,0.56,-0.09,0.89,1.65,4.72,3.33,-0.05,E,2021
4795,o.gatti,Nganion,1,0,1,0,Deferred Dolphins,23,1997,2.94,1.29,0.66,0.26,0.38,0.58,0.42,0.65,50.09,0.27,10.71,2.32,21.96,4.67,3.41,2.74,3.4,0.73,0.08,2.68,2.25,3.66,4.24,0.09,E,2021
4796,d.fischer,Nganion,1,0,0,0,Deferred Dolphins,35,1985,15.92,0.49,0.42,0.04,0.32,0.25,0.21,0.97,21.35,0.77,13.88,3.2,23.27,0.57,6.37,6.78,0.37,0.06,-0.09,0.35,0.45,0.9,0.91,-0.01,E,2021
4797,e.okello,Nganion,1,0,0,0,Deferred Dolphins,21,1998,0.48,-0.03,-0.07,-0.01,0.07,-0.1,0.01,1.93,-0.03,2.05,10.01,2.07,19.92,3.96,4.08,1.99,4.08,0.05,0.06,3.96,-0.06,-0.02,-0.08,0.04,E,2021
4798,b.nemeth,Lefghau,1,1,0,0,Deferred Dolphins,24,1996,16.22,1.68,1.08,0.91,0.51,0.24,0.33,1.56,15.95,1.36,15.92,3.88,24.7,4.94,5.81,5.02,2.02,0.33,-0.05,1.7,1.22,2.98,0.97,-0.02,E,2021
4799,b.lehtonen,Nganion,1,1,0,0,Deferred Dolphins,21,1999,4.48,1.18,1.18,-0.01,0.86,0.24,-0.05,0.95,0.07,0.89,21.47,6.62,30.82,5.66,10.88,4.76,2.35,0.0,-0.06,2.29,0.97,2.04,0.16,-0.01,E,2021
4800,b.mtonga,Nganion,1,1,0,0,Deferred Dolphins,28,1992,24.13,1.05,0.66,0.52,0.42,0.26,0.48,1.25,39.31,0.68,13.6,3.02,22.95,3.88,5.35,4.25,1.5,0.35,-0.05,1.21,0.63,1.82,0.74,-0.05,E,2021
4801,r.giordano,Nganion,1,1,0,0,Deferred Dolphins,38,1982,17.94,0.5,0.3,0.02,0.06,0.21,0.17,0.47,19.95,0.51,12.49,2.58,21.45,1.25,5.74,5.45,0.4,0.06,0.1,0.26,0.03,0.62,0.92,-0.04,E,2021
4802,a.harutyunyan,Western Niasland,1,1,0,0,Deferred Dolphins,22,1997,18.45,1.27,0.89,0.36,0.38,0.56,0.32,0.93,23.51,0.74,14.58,3.35,23.24,1.61,6.53,6.45,0.91,0.18,0.08,0.67,0.49,1.92,0.79,-0.04,E,2021
4803,g.eng,Zamlie Niabangthe,1,1,0,0,Deferred Dolphins,27,1993,22.48,1.32,0.88,0.41,0.48,0.35,0.48,1.53,29.32,1.15,11.22,3.39,29.42,2.83,4.83,3.66,1.15,0.07,0.01,0.96,1.8,3.08,0.84,0.05,E,2021
