,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
5068,l.suarez,Nganion,1,1,0,0,Plane Janes,17,2002,8.99,0.36,1.63,0.54,35.74,1.6,0.47,0.19,0.57,14.72,0.05,-0.07,-0.07,0.12,0.2,0.18,0.15,0.08,E,2021
5069,f.krklis,Imaar Vircoand,0,0,0,1,Plane Janes,28,1992,2.0,0.06,-0.08,0.02,,0.01,0.08,,,,0.06,-0.09,-0.09,0.03,-0.06,,0.02,0.01,E,2021
5070,g.leung,Nganion,0,0,0,1,Plane Janes,31,1989,36.02,-0.04,0.0,-0.05,,0.03,-0.08,,,,-0.01,-0.07,0.08,-0.04,-0.02,,0.09,-0.05,E,2021
5071,j.graham,Dosqaly,0,1,0,0,Plane Janes,32,1988,13.28,0.14,0.63,0.19,37.49,0.69,0.26,0.09,0.25,19.22,-0.05,0.06,-0.03,0.03,0.07,-0.03,-0.01,-0.05,E,2021
5072,y.nakkazi,Dosqaly,0,1,0,0,Plane Janes,29,1991,8.24,0.07,0.4,-0.09,-0.04,0.42,-0.04,0.1,,18.22,0.08,0.08,0.09,-0.04,0.05,0.07,0.04,0.0,E,2021
5073,k.larsson,Nganion,0,1,0,0,Plane Janes,28,1991,28.2,0.01,0.98,0.36,26.75,1.16,0.26,0.09,0.07,21.78,0.07,-0.1,-0.06,0.04,0.2,0.09,0.0,-0.08,E,2021
5074,l.abdullah,Nganion,0,1,0,0,Plane Janes,32,1988,10.21,0.03,0.26,0.01,0.04,0.2,-0.06,-0.04,,16.98,0.08,-0.08,0.03,0.12,0.06,0.05,-0.03,0.07,E,2021
5075,q.barbier,Nganion,0,1,0,0,Plane Janes,24,1995,1.65,0.04,3.58,0.62,16.61,3.69,0.68,-0.06,0.08,17.01,0.54,-0.03,0.0,0.14,0.27,-0.02,-0.17,-0.14,E,2021
5076,r.lokiru,Nganion,0,1,0,0,Plane Janes,19,2001,1.43,-0.03,1.28,0.76,49.98,1.31,0.74,-0.03,-0.06,24.04,0.02,-0.07,0.03,0.13,0.1,0.03,-0.02,0.0,E,2021
5077,g.namuganza,Rarita,0,1,0,0,Plane Janes,31,1989,34.62,0.0,0.65,0.25,34.54,0.77,0.23,0.18,0.38,23.09,0.13,0.07,-0.09,0.13,0.09,0.05,0.11,0.12,E,2021
5078,t.mendes,Lylimi,1,1,0,0,Plane Janes,19,2001,3.4,0.01,2.52,1.47,62.46,2.35,1.48,0.04,0.05,14.48,-0.04,0.02,0.1,0.5,0.43,0.14,-0.34,-0.38,E,2021
5079,j.munguambe,Nganion,1,1,0,0,Plane Janes,26,1994,28.49,0.2,0.91,0.42,41.6,0.8,0.31,0.21,0.35,16.55,0.1,0.02,-0.05,0.2,0.21,0.09,-0.03,-0.07,E,2021
5080,g.mlakar,Republic of Denand Landsa,1,1,0,0,Plane Janes,21,1999,15.24,0.29,2.12,0.56,32.2,2.11,0.71,0.13,0.46,16.66,0.05,-0.09,0.03,0.26,0.21,0.13,-0.04,-0.04,E,2021
5081,v.salim,Janmico,0,0,1,0,Polar Kangaroos,25,1995,19.7,-0.01,0.71,0.31,33.31,0.72,0.23,-0.03,-0.01,11.3,0.03,-0.04,-0.03,0.11,-0.01,0.03,-0.08,-0.13,E,2021
5082,v.akoli,Lefghau,0,0,1,0,Polar Kangaroos,22,1998,12.46,0.06,0.96,0.38,33.34,1.05,0.39,0.0,0.23,18.68,-0.04,-0.05,0.05,0.1,-0.03,0.02,0.02,0.02,E,2021
5083,v.quay,Lefghau,0,0,1,0,Polar Kangaroos,31,1989,22.92,-0.04,0.45,0.11,18.24,0.49,0.13,-0.04,-0.08,9.3,-0.01,0.09,-0.08,0.11,-0.04,0.06,-0.13,-0.06,E,2021
5084,g.kintu,Manlisgamncent,0,0,1,0,Polar Kangaroos,28,1992,5.75,-0.03,0.01,-0.01,,-0.06,0.03,,,,-0.02,0.05,0.04,0.01,-0.05,,-0.03,-0.08,E,2021
5085,l.wambi,Nganion,0,0,1,0,Polar Kangaroos,19,2000,0.53,0.09,0.06,0.0,,-0.1,-0.1,,,,-0.03,0.01,0.08,0.04,-0.02,,-0.08,0.09,E,2021
5086,n.muzenda,Nganion,0,0,1,0,Polar Kangaroos,25,1995,28.69,0.08,0.73,0.2,26.26,0.66,0.16,0.07,0.27,19.83,-0.05,-0.07,-0.06,0.09,0.0,0.09,0.09,-0.03,E,2021
5087,q.roy,Nganion,0,0,1,0,Polar Kangaroos,20,2000,0.24,0.0,3.28,-0.01,-0.04,2.91,0.07,-0.02,,19.21,0.09,-0.07,0.02,0.06,-0.03,0.08,0.08,0.09,E,2021
5088,h.nakagolo,Pahon,0,0,1,0,Polar Kangaroos,29,1991,32.82,0.11,0.13,0.16,28.58,0.31,0.13,0.16,0.45,4.93,0.07,-0.06,-0.03,0.06,0.05,0.11,0.0,0.08,E,2021
5089,a.kamusiime,People's Land of Maneau,0,0,1,0,Polar Kangaroos,29,1990,27.56,-0.07,0.11,-0.01,33.28,0.05,0.07,0.06,0.0,19.06,0.07,0.06,-0.02,-0.04,-0.05,-0.04,0.08,0.09,E,2021
5090,o.nalubega,Southern Ristan,0,1,1,0,Polar Kangaroos,26,1993,24.25,0.2,1.85,1.12,58.18,1.84,1.07,0.17,0.21,16.97,-0.02,-0.06,-0.07,0.31,0.27,0.04,0.1,0.04,E,2021
5091,i.stoica,Janmico,1,0,0,0,Polar Kangaroos,33,1987,27.93,0.71,3.58,1.4,41.74,3.6,1.46,0.19,0.49,16.33,0.19,0.15,0.1,0.59,0.42,0.17,0.15,0.1,E,2021
5092,x.mubiru,Nganion,1,0,0,0,Polar Kangaroos,31,1988,2.29,0.86,1.69,0.79,50.07,1.71,0.93,0.26,0.42,13.17,-0.05,0.36,0.44,0.54,0.21,0.19,0.23,0.22,E,2021
5093,u.iskandar,Dosqaly,1,1,0,0,Polar Kangaroos,24,1996,1.14,-0.02,5.43,1.87,33.27,5.41,1.74,-0.01,-0.02,10.9,0.05,-0.09,-0.08,0.89,0.88,0.15,-0.81,-0.96,E,2021
5094,d.gross,Greri Landmoslands,1,1,0,0,Polar Kangaroos,20,1999,17.59,0.31,2.13,0.73,38.86,2.14,0.89,0.24,0.5,18.7,0.13,0.03,0.16,0.27,0.21,0.18,0.12,0.09,E,2021
5095,b.abubakar,Imaar Vircoand,1,1,0,0,Polar Kangaroos,25,1995,26.57,0.24,2.04,0.8,43.45,1.9,0.78,0.27,0.34,16.96,-0.08,-0.08,-0.01,0.33,0.37,0.11,0.02,-0.02,E,2021
5096,s.nuwagira,Saintu,0,0,0,1,Polar Kangaroos,27,1993,38.05,-0.06,0.03,-0.02,,-0.1,0.02,,,,-0.09,-0.07,0.06,0.01,0.1,,0.03,-0.1,E,2021
5097,m.kusiima,Nancipenuaroe,0,1,0,0,Polar Kangaroos,27,1993,2.23,0.05,2.25,0.01,-0.07,2.17,-0.06,-0.04,,35.51,-0.06,-0.06,0.09,-0.02,0.06,0.04,0.0,0.0,E,2021
5098,o.ueno,Newgan Ruland,0,1,0,0,Polar Kangaroos,30,1990,7.54,-0.07,0.91,0.21,14.26,0.97,0.15,0.09,0.05,18.94,0.07,0.06,0.03,0.04,-0.04,0.08,0.07,-0.04,E,2021
5099,i.mponda,Nganion,0,1,0,0,Polar Kangaroos,28,1992,33.62,0.06,0.57,0.2,41.14,0.55,0.3,0.15,0.21,19.98,-0.1,0.09,0.1,0.14,0.03,0.18,-0.05,-0.11,E,2021
5100,g.namakula,Nganion,0,1,1,0,Polar Kangaroos,25,1994,22.67,0.16,1.41,0.46,30.32,1.4,0.51,0.12,0.21,17.19,0.04,0.02,-0.05,0.02,0.14,0.02,-0.09,-0.08,E,2021
5101,j.khoh,Nganion,0,1,1,0,Polar Kangaroos,25,1995,32.81,0.37,1.42,0.58,44.95,1.51,0.75,0.21,0.46,17.81,0.02,-0.09,-0.06,0.05,0.17,0.11,0.29,0.13,E,2021
5102,k.nambozo,Dosqaly,1,1,0,0,Polar Kangaroos,24,1995,15.19,0.04,1.53,0.65,43.51,1.6,0.73,-0.02,0.08,20.77,0.19,0.04,-0.09,0.02,0.03,0.09,-0.09,-0.05,E,2021
5103,b.reyes,Esian Republic,1,1,0,0,Polar Kangaroos,27,1993,6.81,-0.01,0.84,0.21,39.91,0.69,0.19,-0.07,0.09,21.84,-0.01,-0.1,-0.1,0.02,0.05,-0.04,0.05,-0.01,E,2021
5104,t.robert,Janmico,1,1,0,0,Polar Kangaroos,24,1996,5.71,0.09,0.42,0.11,33.23,0.57,0.21,0.38,1.04,34.59,-0.06,0.07,-0.06,0.03,0.01,0.07,0.14,0.15,E,2021
5105,r.kiberu,Nganion,1,1,0,0,Polar Kangaroos,30,1989,3.23,-0.02,0.7,0.08,0.02,0.61,0.04,-0.03,,11.32,0.04,-0.01,0.04,0.23,0.22,0.33,-0.15,-0.13,E,2021
5106,g.syu,Janmico,0,0,1,0,Punctual Leopards,26,1994,17.84,-0.06,0.54,0.11,18.18,0.63,0.04,0.04,0.08,26.82,0.07,0.07,-0.05,-0.08,0.12,0.0,-0.09,0.01,E,2021
5107,t.lam,Nancipenuaroe,0,0,1,0,Punctual Leopards,24,1995,14.21,-0.1,0.57,-0.09,-0.07,0.68,0.1,-0.01,,14.54,0.04,0.06,0.04,0.04,0.05,0.03,0.0,-0.09,E,2021
5108,p.nabbanja,Newgan Ruland,0,0,1,0,Punctual Leopards,28,1991,27.0,0.08,0.15,-0.03,0.06,0.29,-0.01,-0.05,,10.57,0.09,-0.02,-0.1,0.01,-0.08,0.1,0.0,-0.01,E,2021
5109,c.kavuma,Nganion,0,0,1,0,Punctual Leopards,19,2001,4.04,0.03,0.22,0.2,99.96,0.29,0.24,0.02,-0.09,5.98,0.02,-0.05,-0.02,0.0,0.07,0.07,0.02,-0.07,E,2021
5110,e.wang,Nganion,0,0,1,0,Punctual Leopards,20,2000,7.23,0.08,0.64,0.36,59.92,0.65,0.5,-0.04,-0.09,11.79,0.08,-0.04,0.01,0.1,0.06,0.15,-0.16,-0.09,E,2021
5111,i.eriksen,Nganion,0,0,1,0,Punctual Leopards,19,2000,2.88,0.34,0.72,0.43,50.02,0.76,0.42,0.5,1.1,8.09,0.02,-0.02,0.05,0.05,0.15,0.27,0.17,0.3,E,2021
5112,l.arai,Nganion,0,0,1,0,Punctual Leopards,23,1997,17.1,-0.09,0.43,-0.04,16.6,0.42,0.0,-0.04,0.1,22.4,0.08,0.05,0.04,0.06,0.01,0.09,0.05,0.04,E,2021
5113,p.alobo,Nganion,0,0,1,0,Punctual Leopards,27,1993,6.2,0.02,0.2,0.0,0.08,0.22,0.1,0.04,,23.23,0.05,-0.02,0.05,-0.05,0.01,0.09,-0.06,-0.1,E,2021
5114,t.lawino,Nganion,0,0,1,0,Punctual Leopards,29,1991,28.86,0.01,0.67,0.43,54.96,0.61,0.37,0.25,0.21,14.27,0.01,-0.05,0.03,0.13,-0.05,0.0,0.1,-0.05,E,2021
5115,e.kalungi,Western Niasland,0,0,1,0,Punctual Leopards,28,1992,30.09,0.17,0.19,0.05,42.88,0.29,0.17,0.3,0.74,8.61,0.05,-0.02,-0.07,0.06,-0.08,0.11,0.08,0.01,E,2021
5116,l.maleki,Imaar Vircoand,1,0,0,0,Punctual Leopards,29,1991,3.27,0.39,2.06,0.64,28.58,2.17,0.63,0.13,0.47,11.27,-0.04,-0.06,0.06,0.48,0.45,0.21,-0.11,-0.18,E,2021
5117,p.aydn,Nganion,1,0,0,0,Punctual Leopards,32,1987,31.84,0.35,1.31,0.62,51.16,1.41,0.72,0.17,0.35,15.6,0.2,0.09,0.14,0.43,0.29,0.27,0.13,0.03,E,2021
5118,s.ibraimo,Nganion,1,0,0,0,Punctual Leopards,24,1995,26.78,0.49,1.64,0.85,48.93,1.76,0.76,0.25,0.49,14.01,0.1,-0.02,0.06,0.38,0.3,0.22,0.21,0.12,E,2021
5119,l.nahwera,Nganion,1,1,0,0,Punctual Leopards,17,2003,0.38,0.04,-0.08,0.09,,-0.01,0.06,,,,0.01,-0.07,0.07,0.06,0.09,,0.02,0.01,E,2021
5120,i.alghamdi,Varijitri Isles,1,1,0,0,Punctual Leopards,23,1997,5.52,0.0,1.4,0.36,25.04,1.43,0.44,-0.02,0.02,18.81,0.09,-0.1,-0.05,0.14,0.05,0.0,-0.15,-0.05,E,2021
5121,l.antwi,Nganion,0,0,0,1,Punctual Leopards,23,1997,19.72,-0.07,0.05,0.04,,-0.04,-0.09,,,,0.07,0.03,-0.05,0.1,-0.07,,0.03,-0.06,E,2021
5122,z.fabre,Nganion,0,0,0,1,Punctual Leopards,25,1995,18.12,0.08,0.06,-0.07,,0.07,-0.07,,,,-0.03,0.08,0.03,0.04,0.06,,-0.05,0.09,E,2021
5123,i.ademovi,Former Maneau,0,1,0,0,Punctual Leopards,25,1995,30.1,0.09,0.54,0.23,27.8,0.65,0.08,0.09,-0.02,18.91,0.09,-0.04,-0.02,0.08,0.02,0.09,-0.04,0.03,E,2021
5124,w.amankwah,Imaar Vircoand,0,1,0,0,Punctual Leopards,28,1992,5.47,0.33,0.93,0.64,59.94,0.84,0.51,0.36,0.7,23.4,0.01,0.02,-0.06,0.18,0.25,0.21,0.19,0.12,E,2021
5125,d.abiria,Nganion,0,1,0,0,Punctual Leopards,21,1999,15.59,0.23,1.33,0.36,36.79,1.28,0.41,0.16,0.39,21.16,-0.04,0.04,-0.06,0.03,0.04,0.1,0.09,0.07,E,2021
5126,i.muhammed,Nganion,0,1,0,0,Punctual Leopards,21,1999,0.35,0.07,2.51,2.55,99.92,2.59,2.56,-0.04,0.09,18.39,-0.02,-0.01,-0.08,0.07,0.04,0.07,-0.08,0.09,E,2021
5127,k.roger,Nganion,0,1,0,0,Punctual Leopards,26,1994,31.68,0.05,0.42,0.16,18.81,0.57,0.04,-0.02,0.05,21.83,-0.05,-0.06,0.07,0.08,0.02,-0.03,0.05,-0.05,E,2021
5128,r.adeke,Nganion,0,1,0,0,Punctual Leopards,16,2003,-0.03,-0.05,0.01,0.05,,-0.09,0.05,,,,0.1,-0.07,-0.1,-0.04,0.06,,0.01,-0.01,E,2021
5129,r.rahim,Ngoque Blicri,0,1,0,0,Punctual Leopards,20,1999,1.61,0.05,0.72,-0.06,-0.01,0.54,0.05,-0.01,,12.87,-0.08,0.0,-0.02,-0.03,-0.01,0.16,-0.08,-0.1,E,2021
5130,c.kalua,Varijitri Isles,0,1,0,0,Punctual Leopards,26,1994,5.19,0.05,0.55,0.04,0.02,0.62,0.09,-0.01,,16.83,-0.02,-0.06,-0.02,0.07,0.09,0.24,-0.13,-0.15,E,2021
5131,q.namusobya,Nganion,0,1,1,0,Punctual Leopards,18,2002,1.32,-0.09,0.05,0.09,,-0.03,-0.06,,,,0.01,0.02,-0.06,0.03,-0.08,,0.06,0.09,E,2021
5132,l.tusiime,Janmico,1,1,0,0,Punctual Leopards,19,2001,0.28,0.02,-0.05,0.05,,-0.09,-0.05,,,,0.01,-0.09,0.07,-0.04,-0.04,,0.01,0.08,E,2021
5133,a.kawala,Nganion,1,1,0,0,Punctual Leopards,20,2000,6.01,0.08,1.76,0.25,18.14,1.84,0.33,0.14,0.41,14.07,0.03,0.07,-0.02,0.26,0.23,0.23,-0.15,-0.16,E,2021
5134,h.ziegler,Nganion,1,1,0,0,Punctual Leopards,23,1997,29.78,0.38,1.62,0.66,42.98,1.64,0.69,0.24,0.39,15.77,0.08,-0.02,0.03,0.26,0.26,0.05,0.02,-0.03,E,2021
5135,u.woo,Nganion,1,1,0,0,Punctual Leopards,33,1986,28.86,0.26,1.99,0.92,45.54,1.99,0.79,0.17,0.18,17.33,0.03,0.07,0.02,0.24,0.17,0.2,0.06,-0.07,E,2021
5136,g.tugume,Nganion,0,0,1,0,Rabid Greyhounds,25,1995,14.25,0.04,0.46,0.09,33.27,0.42,0.09,0.1,0.49,8.32,-0.06,-0.08,-0.05,0.1,0.09,0.04,0.1,0.11,E,2021
5137,l.olsson,Nganion,0,0,1,0,Rabid Greyhounds,33,1987,24.87,0.06,0.17,0.04,0.03,0.24,0.0,0.05,,12.63,0.04,0.08,0.04,-0.07,0.04,0.15,0.01,0.05,E,2021
5138,m.nurhayati,Nganion,0,0,1,0,Rabid Greyhounds,24,1996,21.71,0.06,0.28,-0.04,0.04,0.36,-0.02,0.06,,16.09,0.08,-0.04,-0.05,0.04,0.01,0.13,0.05,0.05,E,2021
5139,m.stein,Nganion,0,0,1,0,Rabid Greyhounds,31,1988,32.78,0.05,0.41,0.04,33.32,0.34,0.15,0.02,0.03,12.74,0.04,0.05,-0.03,0.06,0.06,0.05,0.08,-0.1,E,2021
5140,r.cossa,Nganion,0,0,1,0,Rabid Greyhounds,29,1990,4.97,-0.01,0.61,-0.02,-0.02,0.53,-0.07,-0.07,,22.47,-0.04,0.09,0.1,0.11,0.0,0.02,-0.11,0.01,E,2021
5141,s.sala,Nganion,0,0,1,0,Rabid Greyhounds,26,1994,19.79,0.13,0.27,0.21,57.17,0.34,0.24,0.2,0.59,8.92,-0.02,0.02,-0.07,0.02,0.0,0.17,0.14,0.15,E,2021
5142,f.vanleeuwen,Western Niasland,0,0,1,0,Rabid Greyhounds,27,1993,8.36,-0.08,0.08,0.07,,-0.04,0.01,,,,0.05,-0.05,0.05,0.02,-0.09,,0.03,0.08,E,2021
5143,r.rossi,Western Niasland,0,0,1,0,Rabid Greyhounds,27,1992,13.36,-0.06,0.48,0.07,28.57,0.48,0.25,0.09,0.02,26.57,-0.06,-0.09,-0.06,-0.05,0.01,0.04,0.06,0.09,E,2021
5144,a.fatimah,Nganion,1,0,1,0,Rabid Greyhounds,19,2000,0.68,-0.02,-0.09,-0.05,,-0.03,0.01,,,,0.04,-0.03,0.09,0.07,-0.07,,0.03,-0.08,E,2021
5145,q.vuji,Reugha,1,0,1,0,Rabid Greyhounds,25,1995,0.82,-0.09,-0.08,-0.02,,-0.03,-0.03,,,,0.07,0.04,0.0,-0.08,0.0,,-0.01,0.03,E,2021
5146,n.sadeghi,Imaar Vircoand,0,1,1,0,Rabid Greyhounds,30,1990,5.44,-0.02,-0.05,-0.01,,0.05,0.03,,,,0.08,-0.06,0.08,-0.07,0.05,,0.01,-0.09,E,2021
5147,e.blazevi,Imaar Vircoand,1,0,0,0,Rabid Greyhounds,24,1996,29.85,0.2,1.85,0.7,38.68,1.85,0.65,0.13,0.36,15.96,0.18,0.02,-0.06,0.22,0.18,0.07,0.12,0.07,E,2021
5148,q.nyangoma,Imaar Vircoand,1,0,0,0,Rabid Greyhounds,29,1991,11.16,0.32,2.36,0.55,26.86,2.3,0.68,0.03,0.41,11.87,-0.07,-0.04,0.08,0.24,0.24,0.04,0.01,0.07,E,2021
5149,p.kayesu,Nganion,1,1,0,0,Rabid Greyhounds,27,1992,21.95,0.09,1.38,0.55,36.75,1.37,0.51,0.22,0.31,11.0,0.02,-0.08,0.01,0.33,0.34,0.17,-0.01,-0.03,E,2021
5150,r.flores,Western Niasland,1,1,0,0,Rabid Greyhounds,25,1995,0.4,0.07,0.02,-0.05,,-0.1,0.05,,,,0.09,-0.1,-0.08,-0.03,0.0,,-0.03,0.06,E,2021
5151,w.kong,Imaar Vircoand,0,0,0,1,Rabid Greyhounds,28,1992,7.94,0.04,-0.04,0.1,,-0.09,-0.08,,,,0.09,-0.05,0.05,0.07,0.04,,-0.07,0.04,E,2021
5152,x.hosseinzadeh,Nganion,0,0,0,1,Rabid Greyhounds,28,1992,29.94,-0.07,-0.09,0.03,,0.09,0.05,,,,0.05,-0.02,0.08,-0.07,0.04,,0.03,0.01,E,2021
5153,d.naluyima,Imaar Vircoand,0,1,0,0,Rabid Greyhounds,30,1990,29.37,0.04,0.04,0.05,-0.07,0.14,-0.01,0.07,,16.87,0.04,0.1,0.09,0.03,-0.05,-0.03,-0.06,-0.04,E,2021
5154,c.nakalyango,Lenia Gerdanho,0,1,0,0,Rabid Greyhounds,26,1994,8.73,0.06,0.39,0.03,0.08,0.25,0.03,-0.03,,19.5,-0.09,0.07,0.03,0.11,0.05,0.13,-0.06,-0.1,E,2021
5155,f.buyinza,Nganion,0,1,0,0,Rabid Greyhounds,30,1989,-0.05,-0.07,0.08,-0.08,,0.08,0.06,,,,-0.03,-0.05,-0.09,0.0,-0.02,,-0.04,-0.1,E,2021
5156,k.haim,Nganion,0,1,0,0,Rabid Greyhounds,23,1996,31.85,0.06,0.82,0.23,22.2,0.9,0.1,0.13,0.56,21.47,-0.02,0.04,0.08,0.07,0.06,-0.02,0.09,0.12,E,2021
5157,o.guzman,Nganion,0,1,0,0,Rabid Greyhounds,18,2001,0.78,-0.02,1.16,-0.08,-0.07,1.22,-0.1,0.05,,25.92,0.03,0.09,-0.02,-0.01,0.01,-0.04,-0.05,-0.1,E,2021
5158,y.takacs,Nganion,0,1,0,0,Rabid Greyhounds,31,1989,4.74,0.04,-0.09,-0.03,,0.06,-0.04,,,,-0.09,0.0,0.0,-0.1,0.09,,0.09,-0.07,E,2021
5159,c.devries,Nganion,0,1,1,0,Rabid Greyhounds,30,1989,26.62,0.24,0.66,0.18,43.86,0.68,0.2,0.19,0.51,20.93,0.14,0.01,0.06,0.06,-0.01,0.06,0.01,0.06,E,2021
5160,d.mwebesa,Nganion,0,1,1,0,Rabid Greyhounds,30,1989,21.49,0.14,0.61,0.44,53.27,0.7,0.47,0.22,0.53,15.84,0.07,0.06,-0.01,0.16,0.18,0.06,0.02,0.1,E,2021
5161,i.namata,Nganion,0,1,1,0,Rabid Greyhounds,28,1992,1.81,0.05,0.08,-0.06,,-0.01,-0.03,,,,-0.08,0.1,0.06,0.05,0.06,,0.03,0.03,E,2021
5162,d.akugizibwe,Imaar Vircoand,1,1,0,0,Rabid Greyhounds,31,1989,4.1,0.05,1.07,0.72,75.08,1.09,0.72,0.03,-0.09,21.21,0.01,-0.07,-0.04,0.1,0.2,0.03,-0.05,-0.16,E,2021
5163,g.fauzi,Imaar Vircoand,1,1,0,0,Rabid Greyhounds,27,1993,12.6,-0.02,1.43,0.49,41.27,1.3,0.5,0.13,0.13,20.3,0.39,0.01,-0.03,0.13,0.13,0.18,-0.2,-0.14,E,2021
5164,l.lubega,Nganion,1,1,0,0,Rabid Greyhounds,23,1996,22.36,0.04,0.88,0.07,15.79,0.77,0.15,0.18,0.69,16.09,-0.09,-0.03,0.02,0.09,0.17,0.15,-0.09,-0.03,E,2021
5165,u.oliveira,Nganion,1,1,0,0,Rabid Greyhounds,40,1980,3.27,0.06,0.86,0.22,33.31,0.88,0.34,-0.07,-0.01,12.91,0.0,-0.07,0.04,0.04,0.1,0.03,-0.18,-0.13,E,2021
5166,y.turyahabwe,Byasier Pujan,0,0,1,0,Running Bigfoots,25,1994,7.2,0.1,0.34,-0.02,-0.03,0.42,0.0,0.05,,8.41,-0.09,0.07,0.09,0.08,-0.05,0.04,-0.04,-0.08,E,2021
5167,b.luki,Dosqaly,0,0,1,0,Running Bigfoots,21,1998,33.07,0.15,0.65,0.19,28.55,0.55,0.12,0.04,0.27,10.74,0.08,0.04,-0.01,-0.04,0.06,0.18,-0.06,-0.02,E,2021
5168,i.niemi,Imaar Vircoand,0,0,1,0,Running Bigfoots,28,1991,25.82,0.07,0.74,0.04,16.75,0.63,0.1,0.02,0.35,20.71,0.03,0.03,0.01,0.11,0.02,-0.03,-0.02,0.06,E,2021
5169,j.abdel,Lefghau,0,0,1,0,Running Bigfoots,27,1993,31.06,0.11,0.54,0.16,33.27,0.55,0.09,0.14,0.24,9.82,0.05,0.06,0.09,0.12,0.11,0.12,-0.09,0.04,E,2021
5170,c.kasangaki,Nganion,0,0,1,0,Running Bigfoots,30,1989,6.34,0.24,0.96,0.23,16.76,1.05,0.16,0.13,0.99,20.53,0.15,-0.05,0.09,0.05,-0.01,0.05,0.13,0.15,E,2021
5171,c.navarro,Nganion,0,0,1,0,Running Bigfoots,34,1985,31.43,-0.01,0.48,0.03,13.22,0.56,0.07,0.02,0.01,18.26,0.02,0.01,0.06,0.09,0.01,-0.02,-0.08,-0.11,E,2021
5172,q.pellegrino,Nganion,0,0,1,0,Running Bigfoots,30,1989,6.57,0.0,0.14,-0.08,-0.07,0.09,-0.04,-0.07,,25.03,-0.04,0.0,-0.02,0.1,0.0,0.05,0.07,-0.01,E,2021
5173,x.nabukalu,Nganion,0,0,1,0,Running Bigfoots,28,1992,8.04,-0.04,0.18,0.07,-0.05,0.14,-0.05,0.01,,12.97,-0.09,0.01,0.09,-0.07,-0.09,-0.05,0.0,0.07,E,2021
5174,a.bondarenko,Biarizea,1,0,0,0,Running Bigfoots,24,1995,9.34,0.47,3.32,1.35,40.58,3.36,1.45,0.2,0.27,17.23,0.09,0.01,0.04,0.3,0.36,0.2,0.06,-0.04,E,2021
5175,o.wong,Biarizea,1,0,0,0,Running Bigfoots,23,1997,25.72,0.79,2.92,1.06,35.18,3.05,1.05,0.16,0.76,11.9,-0.02,0.09,0.0,0.64,0.6,0.12,0.02,0.15,E,2021
5176,u.yong,Byasier Pujan,1,0,0,0,Running Bigfoots,29,1990,14.05,0.28,2.23,0.81,34.49,2.37,0.87,0.2,0.28,9.68,0.03,0.02,0.0,0.3,0.29,0.17,-0.08,0.01,E,2021
5177,g.nadunga,Imaar Vircoand,1,0,0,0,Running Bigfoots,26,1994,29.3,0.1,2.17,0.41,23.38,2.18,0.61,0.09,0.08,16.5,-0.08,0.08,0.17,0.28,0.21,0.19,-0.14,-0.15,E,2021
5178,e.mwesigye,Nganion,1,0,0,0,Running Bigfoots,19,2001,0.09,0.02,0.01,0.09,,0.0,0.03,,,,-0.02,0.06,-0.01,0.03,0.01,,0.08,0.06,E,2021
5179,p.binibrahim,Nganion,1,0,0,0,Running Bigfoots,26,1993,24.53,0.18,1.87,0.68,35.32,1.99,0.63,0.09,0.2,22.94,0.16,-0.01,-0.02,0.04,0.04,0.02,0.05,0.01,E,2021
5180,z.nakiwala,Rarita,1,0,0,0,Running Bigfoots,24,1996,1.57,-0.02,1.2,0.63,50.07,1.31,0.59,-0.06,-0.03,8.37,-0.04,0.05,-0.07,0.14,0.04,-0.01,-0.15,-0.11,E,2021
5181,f.among,Biarizea,1,1,0,0,Running Bigfoots,24,1996,0.25,-0.04,3.37,3.36,100.02,3.4,3.33,-0.09,-0.1,10.37,-0.09,0.06,-0.03,1.06,1.06,0.21,-1.01,-1.03,E,2021
5182,g.agustina,Imaar Vircoand,1,1,0,0,Running Bigfoots,31,1989,1.89,0.5,1.59,0.47,33.38,1.6,0.55,0.37,0.91,13.9,0.04,-0.06,0.04,0.25,0.17,0.14,0.38,0.35,E,2021
5183,n.mucunguzi,Biarizea,0,0,0,1,Running Bigfoots,29,1991,32.97,0.12,-0.04,-0.03,99.98,0.01,0.09,1.03,0.99,8.07,-0.07,-0.06,-0.03,0.1,0.09,0.28,0.02,0.08,E,2021
5184,u.nishimura,Galamily,0,0,0,1,Running Bigfoots,31,1989,5.04,-0.07,-0.03,-0.05,,0.03,0.06,,,,-0.02,0.07,-0.07,0.04,-0.02,,0.09,-0.02,E,2021
5185,g.gentile,Lefghau,0,1,0,0,Running Bigfoots,33,1987,28.33,0.03,0.08,0.23,79.96,0.17,0.14,0.53,0.84,14.86,-0.08,-0.05,0.08,0.12,0.04,0.13,0.0,0.13,E,2021
5186,y.mukisa,Manlisgamncent,0,1,0,0,Running Bigfoots,32,1988,24.72,0.1,1.59,0.34,21.15,1.48,0.34,0.05,0.31,19.21,0.0,0.0,0.12,0.15,0.16,0.2,0.04,-0.08,E,2021
