,Player,Nation,FW,MF,DF,GK,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
1805,h.ferraro,Mico,0,1,0,0,26,1994,1.89,0.0,0.02,-0.05,,-0.02,-0.04,,,,-0.01,-0.02,Tournament,2021,0.08,0.02,0.02,,-0.03,-0.05
1806,j.dubois,Mico,0,1,0,0,28,1992,0.44,-0.03,4.0,1.94,49.92,4.39,2.08,0.04,0.01,21.25,0.07,0.02,Tournament,2021,0.04,0.22,0.27,0.09,-0.29,-0.27
1807,o.lakot,Mico,0,1,0,0,29,1991,5.01,0.17,1.28,0.29,14.22,1.39,0.13,0.2,0.96,18.36,0.1,0.02,Tournament,2021,-0.01,0.17,0.07,0.0,0.21,0.18
1808,b.owor,Mico,1,1,0,0,20,2000,3.63,0.66,2.47,1.17,44.42,2.5,1.2,0.25,0.44,20.27,0.07,0.03,Tournament,2021,0.48,0.29,0.23,0.07,0.27,0.36
1809,q.ili,Mico,1,1,0,0,25,1996,1.52,0.04,1.31,-0.04,0.07,1.3,0.09,-0.04,,25.39,0.03,-0.09,Tournament,2021,-0.05,0.07,0.16,-0.03,-0.13,0.03
1810,c.imalingat,New Uwi,0,0,1,0,23,1998,3.07,0.02,-0.06,0.07,,-0.03,-0.08,,,,-0.07,-0.01,Tournament,2021,0.0,0.09,0.1,,0.02,-0.06
1811,g.lambert,New Uwi,0,0,1,0,26,1994,3.08,0.01,0.08,0.06,,0.0,0.02,,,,-0.01,-0.1,Tournament,2021,-0.07,0.04,0.08,,0.02,0.02
1812,h.yong,New Uwi,0,0,1,0,28,1992,2.96,0.0,0.08,-0.04,,0.1,0.07,,,,0.09,-0.1,Tournament,2021,0.0,0.04,0.06,,0.03,0.03
1813,r.yakubu,New Uwi,0,0,1,0,30,1990,2.95,0.28,0.65,0.43,49.92,0.74,0.43,0.57,0.96,13.25,-0.09,0.0,Tournament,2021,-0.02,0.2,0.17,0.22,0.15,0.29
1814,o.kobugabe,New Uwi,0,1,1,0,30,1991,2.39,-0.08,0.45,-0.05,0.09,0.36,-0.03,0.07,,24.42,-0.07,0.03,Tournament,2021,0.03,0.07,-0.05,-0.03,0.01,0.01
1815,w.dickson,New Uwi,0,1,1,0,32,1988,1.01,-0.08,0.03,0.07,,0.08,0.01,,,,0.08,0.01,Tournament,2021,-0.05,0.0,0.04,,0.05,0.01
1816,g.acheampong,New Uwi,1,0,0,0,23,1997,2.63,-0.08,3.04,1.17,37.49,2.98,1.19,-0.08,0.01,22.42,-0.03,0.07,Tournament,2021,0.41,0.05,0.18,0.1,-0.05,-0.1
1817,p.mutyaba,New Uwi,1,0,0,0,33,1987,0.82,-0.07,0.02,-0.07,,-0.1,0.06,,,,-0.03,0.0,Tournament,2021,0.0,0.01,0.0,,-0.02,0.05
1818,w.takata,New Uwi,1,0,0,0,20,2000,0.23,0.07,0.02,-0.04,,-0.07,-0.02,,,,0.0,0.04,Tournament,2021,-0.01,0.1,-0.1,,0.05,0.06
1819,x.hofer,New Uwi,1,0,0,0,33,1987,2.23,0.55,2.3,1.33,60.03,2.26,1.35,0.23,0.37,26.23,-0.09,0.03,Tournament,2021,-0.04,0.09,0.23,0.02,0.26,0.41
1820,z.tuhirirwe,New Uwi,1,0,1,0,24,1996,0.02,-0.07,0.07,-0.09,,0.1,0.03,,,,-0.08,-0.05,Tournament,2021,-0.05,-0.04,-0.05,,-0.01,-0.05
1821,e.tushemereirwe,New Uwi,0,0,0,1,30,1990,3.07,-0.02,-0.09,-0.04,,0.01,0.09,,,,0.01,0.03,Tournament,2021,0.02,0.04,0.0,,0.02,-0.05
1822,e.nakirijja,New Uwi,0,1,0,0,21,1999,2.5,0.37,0.76,0.49,49.92,0.71,0.48,0.58,1.0,22.14,0.04,-0.04,Tournament,2021,0.04,0.11,0.07,0.2,0.26,0.34
1823,h.caruso,New Uwi,0,1,0,0,30,1990,0.05,-0.03,0.08,0.0,,0.0,-0.06,,,,0.0,0.0,Tournament,2021,-0.08,0.09,0.08,,-0.07,0.07
1824,l.berg,New Uwi,0,1,0,0,25,1995,3.03,-0.1,-0.02,0.09,,0.03,-0.08,,,,-0.04,-0.07,Tournament,2021,-0.06,0.07,-0.06,,-0.08,-0.05
1825,r.nakiru,New Uwi,0,1,0,0,31,1990,0.09,-0.01,-0.05,-0.08,,0.0,-0.08,,,,0.03,0.04,Tournament,2021,0.04,0.02,0.03,,0.03,0.05
1826,u.lefebvre,New Uwi,0,1,0,0,26,1994,2.68,-0.01,0.29,0.41,100.03,0.43,0.34,-0.09,-0.08,33.94,-0.08,-0.04,Tournament,2021,0.03,0.01,0.05,0.05,-0.01,-0.08
1827,u.rahmawati,New Uwi,0,1,0,0,33,1988,0.15,-0.07,0.07,-0.04,,-0.06,-0.09,,,,-0.03,0.01,Tournament,2021,-0.01,0.03,-0.06,,0.05,0.04
1828,e.naik,Nganion,0,0,1,0,20,2001,2.78,0.09,0.41,-0.07,-0.08,0.37,0.09,-0.08,,15.97,-0.07,0.05,Tournament,2021,-0.01,-0.09,-0.07,0.13,0.01,0.09
1829,j.khoh,Nganion,0,0,1,0,26,1995,2.69,-0.06,1.47,0.37,25.02,1.5,0.4,-0.07,-0.1,12.73,-0.04,-0.05,Tournament,2021,-0.01,0.14,0.19,0.19,-0.23,-0.23
1830,j.wulandari,Nganion,0,0,1,0,26,1994,6.98,0.22,0.23,0.21,49.91,0.2,0.12,0.55,1.02,17.44,0.08,0.04,Tournament,2021,-0.06,-0.03,0.05,0.01,0.04,0.1
1831,q.namazzi,Nganion,0,0,1,0,25,1995,0.77,0.08,3.78,1.34,33.35,3.61,1.15,-0.06,-0.03,21.14,0.04,0.07,Tournament,2021,0.06,0.31,0.16,0.12,-0.23,-0.25
1832,s.namugere,Nganion,0,0,1,0,31,1989,4.47,0.14,1.22,0.75,59.9,1.18,0.66,0.17,0.31,10.79,-0.04,0.01,Tournament,2021,0.05,0.15,0.14,0.11,0.08,0.1
1833,v.nazziwa,Nganion,0,0,1,0,31,1989,6.17,0.02,0.29,0.14,49.94,0.39,0.17,-0.09,0.04,23.61,0.01,0.07,Tournament,2021,-0.07,0.08,-0.04,-0.05,0.01,0.02
1834,z.hribar,Nganion,0,0,1,0,24,1997,4.15,0.09,0.75,0.28,33.21,0.75,0.33,0.04,0.05,14.15,-0.07,0.04,Tournament,2021,0.02,0.2,0.12,0.2,-0.04,-0.24
1835,d.nasser,Nganion,1,0,1,0,25,1996,0.27,0.09,-0.07,0.0,,-0.07,0.05,,,,0.09,0.02,Tournament,2021,-0.06,-0.05,0.04,,-0.08,-0.09
1836,b.male,Nganion,1,0,0,0,23,1997,1.94,0.51,4.8,2.08,44.42,4.84,2.08,0.13,0.17,17.27,0.06,-0.09,Tournament,2021,0.09,0.53,0.44,0.11,0.07,0.09
1837,g.owusu,Nganion,1,0,0,0,28,1992,4.93,0.64,3.38,1.66,47.2,3.32,1.65,0.12,0.29,12.62,-0.08,0.17,Tournament,2021,-0.06,0.79,0.63,0.22,-0.19,-0.06
1838,j.chou,Nganion,1,0,0,0,28,1992,3.1,0.0,4.82,1.69,33.35,4.96,1.58,-0.07,0.02,14.14,0.05,0.29,Tournament,2021,0.27,0.92,0.5,0.05,-0.85,-0.66
1839,j.pedro,Nganion,1,0,0,0,22,1998,4.24,-0.08,5.31,1.87,36.32,5.31,1.97,0.1,0.01,17.88,-0.02,-0.07,Tournament,2021,0.32,0.54,0.38,0.04,-0.44,-0.44
1840,k.mukwaya,Nganion,1,0,0,0,20,2000,4.08,0.48,2.0,0.69,37.59,1.93,0.83,0.21,0.62,16.39,-0.09,-0.03,Tournament,2021,-0.01,0.26,0.38,0.2,0.19,0.22
1841,r.ssembatya,Nganion,1,0,0,0,28,1992,2.87,0.62,2.9,1.49,49.99,2.92,1.4,0.28,0.58,13.23,-0.09,0.05,Tournament,2021,0.07,0.4,0.29,0.1,0.4,0.23
1842,c.musana,Nganion,0,0,0,1,23,1997,7.05,-0.08,0.1,0.04,,-0.03,-0.02,,,,-0.04,0.03,Tournament,2021,0.01,0.01,0.0,,0.03,0.07
1843,c.muhammadu,Nganion,0,1,0,0,24,1996,0.78,-0.06,1.25,0.01,-0.01,1.23,0.07,-0.04,,14.78,0.05,0.07,Tournament,2021,0.08,0.06,0.19,0.01,-0.17,-0.09
1844,i.aidoo,Nganion,0,1,0,0,29,1991,0.82,-0.02,2.43,0.09,0.02,2.69,0.09,-0.06,,28.34,0.09,0.02,Tournament,2021,1.23,0.13,0.12,-0.04,-0.07,-0.19
1845,i.mponda,Nganion,0,1,0,0,29,1992,5.25,0.09,1.33,0.2,14.37,1.41,0.25,-0.05,-0.02,19.59,0.02,-0.09,Tournament,2021,0.25,0.08,0.23,0.08,-0.17,-0.2
1846,p.tibesigwa,Nganion,0,1,0,0,18,2002,7.1,-0.04,0.02,-0.06,,-0.01,-0.09,,,,-0.09,-0.01,Tournament,2021,-0.03,0.06,0.0,,-0.07,0.08
1847,t.nakirijja,Nganion,0,1,0,0,24,1996,2.51,0.0,1.12,0.32,33.27,1.15,0.49,-0.01,0.07,17.96,0.08,-0.02,Tournament,2021,0.09,0.13,0.03,0.13,-0.19,-0.02
1848,z.gholami,Nganion,0,1,0,0,32,1988,4.42,-0.05,0.64,0.19,33.36,0.7,0.2,-0.01,0.06,10.66,0.01,-0.04,Tournament,2021,-0.02,-0.03,0.08,0.07,-0.06,-0.08
1849,a.nangobi,Ngoque Blicri,0,0,1,0,29,1991,2.43,0.08,0.73,0.05,-0.06,0.81,0.06,0.04,,5.91,0.02,0.03,Tournament,2021,0.06,0.1,0.02,0.04,-0.01,-0.16
1850,b.opoka,Ngoque Blicri,0,0,1,0,29,1991,0.98,-0.07,0.01,0.09,,0.01,0.05,,,,-0.08,0.0,Tournament,2021,0.0,-0.08,0.04,,-0.09,0.01
1851,k.ray,Ngoque Blicri,0,0,1,0,19,2001,0.01,0.05,0.03,-0.02,,-0.07,0.09,,,,-0.01,0.02,Tournament,2021,0.09,0.02,0.06,,0.07,0.02
1852,m.tumuramye,Ngoque Blicri,0,0,1,0,26,1994,2.91,-0.09,0.3,0.4,100.02,0.43,0.25,-0.07,-0.08,17.17,0.06,0.05,Tournament,2021,0.06,-0.01,-0.05,0.05,-0.07,0.03
1853,m.vaknin,Ngoque Blicri,0,0,1,0,28,1992,2.87,0.08,0.27,0.31,99.91,0.44,0.3,0.02,-0.05,14.85,-0.02,-0.07,Tournament,2021,0.05,0.01,0.09,0.04,0.0,0.03
1854,q.aini,Ngoque Blicri,0,0,1,0,23,1997,1.96,0.05,0.56,-0.07,0.0,0.59,0.03,0.06,,31.9,-0.08,-0.07,Tournament,2021,0.0,-0.06,-0.07,0.06,-0.02,0.07
1855,t.santos,Ngoque Blicri,0,0,1,0,25,1995,0.76,-0.1,2.95,-0.01,0.06,2.74,-0.07,-0.03,,26.19,0.08,0.04,Tournament,2021,0.06,0.06,0.07,0.05,-0.22,-0.21
1856,z.khan,Ngoque Blicri,0,0,1,0,24,1996,0.56,0.07,1.62,-0.02,0.08,1.55,-0.09,-0.01,,5.98,-0.04,-0.04,Tournament,2021,-0.03,0.39,0.34,0.17,-0.43,-0.35
1857,z.singini,Ngoque Blicri,0,0,1,0,29,1991,0.12,0.08,10.08,-0.08,0.03,7.48,-0.05,-0.07,,10.34,0.1,-0.09,Tournament,2021,-0.01,0.94,1.03,0.19,-0.92,-0.95
1858,p.bauri,Ngoque Blicri,0,1,1,0,24,1996,3.09,-0.09,1.04,0.01,-0.01,0.98,-0.09,-0.06,,9.98,0.08,-0.03,Tournament,2021,-0.08,0.05,0.0,0.15,-0.17,-0.08
1859,d.obeng,Ngoque Blicri,1,0,0,0,24,1996,2.33,0.02,3.0,0.48,14.39,3.01,0.44,-0.06,-0.08,15.39,0.01,0.03,Tournament,2021,-0.04,0.34,0.27,0.0,-0.34,-0.24
1860,h.reiter,Ngoque Blicri,1,0,0,0,25,1995,0.42,-0.1,-0.04,0.02,,0.05,0.07,,,,0.01,-0.02,Tournament,2021,0.08,-0.03,0.06,,-0.1,0.06
1861,r.akidi,Ngoque Blicri,1,0,0,0,23,1997,0.27,-0.08,6.61,3.32,50.05,7.46,3.75,0.03,-0.1,14.78,0.05,0.0,Tournament,2021,0.06,0.35,0.39,0.14,-0.34,-0.25
1862,x.salihu,Ngoque Blicri,1,0,0,0,25,1995,2.8,0.01,2.04,0.75,33.34,2.07,0.65,0.03,-0.07,11.68,0.05,-0.08,Tournament,2021,-0.02,0.39,0.42,0.12,-0.4,-0.26
1863,z.abidin,Ngoque Blicri,0,0,0,1,35,1985,3.01,0.04,0.01,-0.01,,-0.01,-0.09,,,,0.05,-0.06,Tournament,2021,-0.04,0.03,-0.08,,0.09,0.08
1864,a.lombardi,Ngoque Blicri,0,1,0,0,28,1992,1.69,-0.01,1.26,-0.03,-0.07,1.21,-0.01,0.02,,23.08,0.07,0.04,Tournament,2021,-0.08,0.14,0.14,-0.02,-0.14,-0.09
1865,d.masereka,Ngoque Blicri,0,1,0,0,26,1994,0.4,-0.08,5.99,0.05,0.0,5.95,0.03,0.08,,22.06,-0.08,-0.09,Tournament,2021,-0.08,0.3,0.2,-0.05,-0.28,-0.22
1866,j.brouwer,Ngoque Blicri,0,1,0,0,27,1993,2.21,0.5,0.92,0.52,49.98,0.89,0.47,0.55,0.93,21.17,-0.02,-0.05,Tournament,2021,-0.03,-0.04,-0.04,-0.01,0.44,0.42
1867,y.diallo,Ngoque Blicri,0,1,0,0,19,2001,0.73,0.01,0.07,0.05,,0.02,0.05,,,,0.08,0.08,Tournament,2021,0.03,0.05,0.03,,-0.02,0.03
1868,z.cher,Ngoque Blicri,0,1,0,0,26,1994,3.08,0.0,2.43,0.26,14.34,2.34,0.32,0.1,0.07,15.53,-0.01,0.04,Tournament,2021,-0.09,0.26,0.15,0.07,-0.15,-0.31
1869,d.balazs,Nkasland Cronestan,0,0,1,0,25,1995,0.18,0.1,0.02,0.05,,-0.08,-0.01,,,,0.04,-0.03,Tournament,2021,-0.03,0.04,0.0,,0.02,0.09
1870,d.shahar,Nkasland Cronestan,0,0,1,0,24,1996,2.95,0.08,0.66,0.34,49.91,0.6,0.36,0.09,-0.05,15.6,0.07,0.02,Tournament,2021,-0.04,0.12,0.05,0.01,-0.07,-0.11
1871,d.shuaibu,Nkasland Cronestan,0,0,1,0,28,1992,3.08,-0.05,0.74,0.27,49.99,0.69,0.24,0.04,0.02,23.16,-0.03,0.01,Tournament,2021,0.02,-0.06,-0.06,0.1,0.04,-0.03
1872,e.hamalainen,Nkasland Cronestan,0,0,1,0,31,1989,0.71,0.02,1.31,0.02,0.07,1.29,0.0,-0.08,,14.92,0.08,0.06,Tournament,2021,-0.09,0.09,0.15,0.18,-0.18,-0.19
1873,k.twinomujuni,Nkasland Cronestan,0,0,1,0,22,1999,1.79,-0.06,0.67,-0.03,0.1,0.57,-0.04,0.1,,21.66,-0.02,-0.08,Tournament,2021,-0.04,-0.05,-0.04,-0.05,-0.04,0.02
1874,s.ayuba,Nkasland Cronestan,0,0,1,0,22,1998,2.71,0.02,-0.08,0.1,,-0.09,0.06,,,,-0.1,-0.01,Tournament,2021,-0.06,-0.07,-0.09,,-0.03,-0.02
1875,y.meyer,Nkasland Cronestan,0,0,1,0,32,1988,2.98,0.02,0.24,0.0,-0.06,0.43,-0.05,-0.03,,6.97,0.04,0.06,Tournament,2021,0.03,-0.03,0.12,0.07,-0.09,-0.12
1876,l.friedrich,Nkasland Cronestan,1,0,1,0,25,1995,0.83,-0.08,0.05,-0.05,,0.03,0.0,,,,0.05,0.03,Tournament,2021,-0.06,-0.06,-0.07,,-0.04,-0.01
1877,i.kyohairwe,Nkasland Cronestan,1,0,0,0,28,1992,0.26,-0.08,3.25,-0.1,-0.09,3.09,0.09,-0.02,,4.94,0.07,0.01,Tournament,2021,0.08,0.24,0.38,0.0,-0.34,-0.33
1878,s.ylmaz,Nkasland Cronestan,1,0,0,0,32,1988,3.06,0.97,4.09,1.26,33.24,3.96,1.26,0.19,0.75,14.12,0.01,-0.1,Tournament,2021,0.38,0.64,0.67,0.12,0.37,0.38
1879,v.yang,Nkasland Cronestan,1,1,0,0,17,2003,0.52,0.02,0.06,0.06,,-0.07,0.05,,,,-0.01,-0.01,Tournament,2021,-0.05,0.07,0.07,,-0.05,0.03
1880,y.beh,Nkasland Cronestan,1,1,0,0,24,1997,1.76,0.05,2.71,0.61,20.0,2.79,0.6,0.1,-0.04,13.76,-0.05,-0.04,Tournament,2021,0.02,0.24,0.2,0.01,-0.1,-0.18
1881,j.vasquez,Nkasland Cronestan,0,0,0,1,30,1990,3.09,0.09,0.01,0.06,,-0.04,0.08,,,,0.05,-0.1,Tournament,2021,0.0,0.1,0.06,,-0.03,-0.06
1882,d.kikuchi,Nkasland Cronestan,0,1,0,0,21,1999,1.02,-0.09,-0.01,-0.08,,-0.02,-0.03,,,,-0.1,0.06,Tournament,2021,-0.01,0.01,0.05,,0.07,0.03
1883,o.kraus,Nkasland Cronestan,0,1,0,0,30,1990,2.23,-0.02,0.42,-0.09,-0.05,0.46,0.02,-0.02,,28.29,-0.08,0.01,Tournament,2021,-0.06,0.01,-0.06,0.06,-0.05,-0.05
1884,s.greco,Nkasland Cronestan,0,1,0,0,22,1998,0.16,-0.1,10.0,-0.01,-0.08,6.92,0.02,-0.02,,18.47,0.08,0.08,Tournament,2021,0.08,0.0,-0.07,-0.03,0.0,0.09
1885,y.almutairi,Nkasland Cronestan,0,1,0,0,25,1995,0.89,1.2,3.3,2.14,66.76,3.41,2.21,0.34,0.53,14.02,0.06,-0.02,Tournament,2021,-0.06,0.5,0.55,0.11,0.56,0.5
1886,q.liang,Nkasland Cronestan,1,1,0,0,26,1994,2.86,0.09,2.37,0.62,28.65,2.32,0.68,0.04,0.01,23.29,0.07,0.05,Tournament,2021,-0.05,0.19,0.04,0.01,-0.01,-0.16
1887,x.nyombi,Nkasland Cronestan,1,1,0,0,31,1990,1.52,0.03,2.76,0.62,24.93,2.7,0.68,-0.07,0.06,26.91,0.03,0.09,Tournament,2021,-0.01,0.01,0.12,0.12,-0.14,-0.07
1888,a.kamusiime,People's Land of Maneau,0,0,1,0,30,1990,3.22,0.01,0.38,0.04,0.04,0.37,0.0,0.08,,22.61,0.04,0.1,Tournament,2021,0.24,0.01,-0.06,0.04,-0.13,-0.02
1889,c.muyama,People's Land of Maneau,0,0,1,0,25,1995,6.47,0.24,0.55,0.08,33.33,0.5,0.23,0.39,0.93,15.97,0.03,0.09,Tournament,2021,0.05,0.01,0.02,0.16,0.16,0.21
1890,k.mirkovi,People's Land of Maneau,0,0,1,0,27,1993,2.1,-0.03,0.08,-0.04,,0.09,-0.07,,,,0.02,0.08,Tournament,2021,0.1,0.08,-0.03,,0.0,-0.08
1891,m.as,People's Land of Maneau,0,0,1,0,26,1994,7.4,0.08,0.75,0.01,0.05,0.57,0.09,-0.06,,8.44,-0.02,-0.04,Tournament,2021,0.08,0.13,0.04,0.12,0.01,0.0
1892,o.atim,People's Land of Maneau,0,0,1,0,30,1990,6.78,-0.09,0.05,-0.03,,-0.05,0.02,,,,-0.03,0.0,Tournament,2021,-0.05,0.0,0.02,,0.06,0.08
1893,u.wright,People's Land of Maneau,0,0,1,0,27,1993,5.73,0.23,1.38,0.74,49.94,1.43,0.77,0.15,0.26,8.75,-0.09,0.02,Tournament,2021,-0.06,0.08,-0.02,0.14,0.06,0.13
1894,v.thompson,People's Land of Maneau,0,0,1,0,21,1999,1.04,0.04,1.0,-0.09,0.09,0.97,-0.1,0.05,,18.32,-0.06,0.1,Tournament,2021,0.09,0.01,0.13,0.12,-0.04,-0.07
1895,g.dijkstra,People's Land of Maneau,1,0,0,0,19,2001,2.92,0.0,0.0,0.05,,-0.07,0.04,,,,0.07,0.05,Tournament,2021,-0.1,0.07,-0.06,,-0.08,0.04
1896,l.malinga,People's Land of Maneau,1,0,0,0,20,2000,1.13,0.01,-0.02,0.04,,-0.08,0.01,,,,0.1,0.07,Tournament,2021,0.05,0.01,-0.01,,0.02,-0.03
1897,n.ono,People's Land of Maneau,1,0,0,0,23,1997,0.23,-0.03,-0.05,-0.09,,-0.01,-0.08,,,,0.05,0.04,Tournament,2021,0.06,0.08,-0.1,,0.0,-0.05
1898,t.ichikawa,People's Land of Maneau,1,0,0,0,23,1997,0.94,0.0,0.04,0.09,,-0.1,0.04,,,,-0.07,-0.03,Tournament,2021,0.06,-0.03,-0.07,,0.1,0.02
1899,z.bintizakaria,People's Land of Maneau,1,0,0,0,27,1993,7.24,0.54,2.1,0.96,46.61,2.08,0.91,0.31,0.66,13.82,-0.07,0.11,Tournament,2021,0.03,0.54,0.23,0.05,0.07,0.17
1900,j.singini,People's Land of Maneau,1,1,0,0,20,2000,1.72,0.05,1.21,0.01,0.01,1.21,-0.08,-0.01,,13.56,-0.07,-0.08,Tournament,2021,-0.07,0.1,0.21,0.08,-0.1,-0.09
1901,k.namuwaya,People's Land of Maneau,1,1,0,0,25,1995,2.06,-0.07,1.05,0.51,49.9,0.93,0.45,-0.05,0.01,17.77,-0.05,-0.03,Tournament,2021,-0.02,0.05,0.13,0.11,-0.07,0.04
1902,t.aguti,People's Land of Maneau,1,1,0,0,26,1994,7.11,0.35,2.02,1.08,57.18,1.96,1.2,0.27,0.41,14.27,-0.04,0.07,Tournament,2021,0.13,0.41,0.37,0.2,0.07,0.14
1903,x.neri,People's Land of Maneau,0,0,0,1,26,1994,7.64,-0.03,-0.07,-0.03,,-0.06,0.04,,,,0.07,0.07,Tournament,2021,0.01,0.08,0.0,,-0.03,-0.08
1904,a.ono,People's Land of Maneau,0,1,0,0,17,2003,0.65,0.01,0.01,-0.01,,-0.06,-0.07,,,,-0.01,-0.05,Tournament,2021,0.02,-0.06,0.02,,-0.02,0.09
1905,c.saad,People's Land of Maneau,0,1,0,0,25,1995,7.35,0.04,0.45,0.19,25.02,0.64,0.16,0.05,0.06,23.79,-0.04,0.07,Tournament,2021,-0.04,-0.03,0.11,0.05,-0.05,-0.05
1906,h.twongirwe,People's Land of Maneau,0,1,0,0,30,1990,1.74,0.51,0.65,0.61,99.91,0.54,0.58,1.07,0.96,4.91,-0.01,-0.04,Tournament,2021,0.06,0.2,0.09,0.24,0.32,0.44
1907,i.iddrisu,People's Land of Maneau,0,1,0,0,22,1999,5.92,-0.03,0.14,0.21,100.04,0.13,0.23,-0.03,-0.01,22.4,-0.06,0.06,Tournament,2021,0.04,0.06,-0.04,0.04,0.1,-0.08
1908,o.nampeera,People's Land of Maneau,0,1,0,0,22,1999,5.19,0.06,1.45,0.35,28.65,1.41,0.39,0.01,0.02,17.61,0.05,-0.04,Tournament,2021,0.15,0.12,0.01,-0.02,-0.04,-0.11
1909,h.arthur,Quewenia,0,0,1,0,24,1996,5.61,0.0,0.49,0.0,-0.03,0.56,0.07,-0.08,,8.48,0.02,-0.01,Tournament,2021,0.09,0.06,0.0,0.18,0.04,-0.1
1910,k.oloya,Quewenia,0,0,1,0,29,1992,0.18,-0.01,-0.08,-0.02,,0.03,-0.02,,,,0.02,-0.04,Tournament,2021,0.02,-0.04,-0.03,,-0.03,-0.06
1911,l.kule,Quewenia,0,0,1,0,27,1993,3.37,0.07,0.28,0.04,-0.04,0.4,-0.02,0.04,,7.28,-0.07,0.03,Tournament,2021,-0.09,0.09,-0.07,0.11,-0.06,-0.09
1912,q.yadav,Quewenia,0,0,1,0,25,1995,5.71,0.08,0.82,-0.04,0.02,0.84,0.06,-0.1,,13.03,-0.04,0.09,Tournament,2021,-0.03,-0.01,0.14,0.15,-0.13,-0.09
1913,t.candia,Quewenia,0,0,1,0,28,1992,5.39,-0.02,0.3,-0.03,0.01,0.47,0.05,-0.05,,39.04,-0.08,0.18,Tournament,2021,-0.03,0.2,-0.09,-0.03,-0.11,0.01
1914,w.okeke,Quewenia,0,0,1,0,25,1995,2.47,-0.04,0.85,-0.02,0.07,0.78,0.02,0.03,,12.17,0.0,-0.07,Tournament,2021,0.04,-0.06,-0.05,-0.01,0.04,-0.1
1915,j.anguko,Quewenia,1,0,1,0,29,1991,3.28,0.02,1.93,1.22,66.61,1.87,1.32,0.08,-0.1,16.77,0.07,-0.05,Tournament,2021,-0.02,0.17,0.19,0.08,-0.17,-0.22
1916,m.nabukwasi,Quewenia,0,1,1,0,29,1991,2.0,-0.09,0.99,0.43,50.04,1.02,0.54,0.03,0.1,8.7,-0.08,-0.01,Tournament,2021,-0.02,-0.05,0.01,0.15,-0.12,-0.05
1917,g.were,Quewenia,1,0,0,0,28,1992,4.15,0.72,3.13,1.23,38.52,3.1,1.21,0.32,0.5,16.9,-0.1,0.09,Tournament,2021,0.09,0.22,0.32,0.08,0.51,0.48
1918,m.mathieu,Quewenia,1,0,0,0,23,1997,4.13,0.16,2.64,0.89,36.31,2.78,0.98,0.03,0.15,14.72,0.06,-0.04,Tournament,2021,-0.09,0.28,0.21,0.13,-0.01,0.04
1919,g.odoch,Quewenia,1,1,0,0,22,1998,1.8,0.07,0.47,-0.02,0.04,0.54,-0.1,-0.06,,15.93,-0.04,0.08,Tournament,2021,0.07,-0.05,0.07,0.06,-0.13,0.04
1920,h.kurnia,Quewenia,1,1,0,0,31,1989,1.76,0.57,0.52,0.68,99.99,0.51,0.51,1.06,1.07,16.94,-0.1,-0.06,Tournament,2021,-0.07,0.04,0.08,0.09,0.55,0.4
1921,v.nyakudya,Quewenia,1,1,0,0,27,1993,0.89,0.06,0.07,0.09,,-0.01,-0.05,,,,0.03,0.1,Tournament,2021,-0.01,0.07,-0.01,,-0.06,0.03
1922,z.uy,Quewenia,1,1,0,0,29,1991,0.31,0.06,5.04,2.54,49.99,4.54,2.15,0.06,0.08,14.48,0.01,-0.1,Tournament,2021,0.0,0.32,0.29,0.07,-0.23,-0.3
1923,r.yiga,Quewenia,0,0,0,1,32,1988,5.78,-0.03,-0.02,-0.01,,0.08,-0.02,,,,0.09,0.08,Tournament,2021,-0.06,-0.06,-0.08,,0.03,0.0
1924,h.adjei,Quewenia,0,1,0,0,28,1992,5.01,-0.08,-0.1,-0.06,,0.0,-0.07,,,,-0.02,-0.07,Tournament,2021,-0.02,-0.1,-0.06,,0.08,0.08
1925,k.abalo,Quewenia,0,1,0,0,28,1992,4.29,-0.08,0.93,-0.08,-0.09,1.0,-0.04,-0.01,,25.95,0.0,0.08,Tournament,2021,0.55,0.17,-0.03,0.07,-0.16,-0.13
1926,o.obeng,Quewenia,0,1,0,0,24,1996,1.31,0.08,1.47,0.07,-0.07,1.45,-0.01,0.05,,15.31,-0.07,0.0,Tournament,2021,0.0,0.12,0.11,0.1,0.03,-0.12
1927,q.nakityo,Quewenia,0,1,0,0,29,1991,4.07,0.66,2.64,1.12,45.56,2.66,1.19,0.32,0.63,21.58,0.02,-0.08,Tournament,2021,-0.01,0.29,0.32,0.12,0.45,0.43
1928,q.ow,Quewenia,0,1,0,0,23,1997,0.43,0.03,1.98,0.02,-0.08,1.85,0.0,-0.01,,26.17,-0.06,0.05,Tournament,2021,-0.06,0.02,-0.09,0.03,-0.06,0.07
1929,c.alanazi,Sobianitedrucy,0,0,1,0,32,1988,2.53,-0.09,0.32,-0.03,0.0,0.42,-0.08,-0.02,,8.07,0.09,-0.1,Tournament,2021,0.03,0.04,0.02,0.02,0.04,-0.08
1930,l.yulianti,Sobianitedrucy,0,0,1,0,33,1987,7.6,0.13,0.67,0.22,20.0,0.62,0.21,0.27,1.01,17.67,-0.01,0.1,Tournament,2021,0.07,0.17,0.11,0.14,0.0,-0.06
