,Player,Nation,Age,FW,MF,DF,GK,Raritan,player_id
2336,y.susanti,Ngoque Blicri,24,1,0,0,0,0,y.susanti-Ngoque Blicri
2337,y.takacs,Nganion,31,0,1,0,0,0,y.takacs-Nganion
2338,y.thin,Northern Namemo Laand,31,0,1,0,0,0,y.thin-Northern Namemo Laand
2339,y.thungu,Rarita,22,0,0,1,0,1,y.thungu-Rarita
2340,y.torres,Rarita,24,0,1,0,0,1,y.torres-Rarita
2341,y.tsua,Highhlaands,23,0,0,0,1,0,y.tsua-Highhlaands
2342,y.turyahabwe,Byasier Pujan,25,0,0,1,0,0,y.turyahabwe-Byasier Pujan
2343,y.turyatemba,Lefghau,27,0,1,0,0,0,y.turyatemba-Lefghau
2344,y.twinomugisha,Janmico,28,0,0,1,0,0,y.twinomugisha-Janmico
2345,y.ugwu,Sobianitedrucy,22,0,1,0,0,0,y.ugwu-Sobianitedrucy
2346,y.vong,Nganion,18,0,1,0,0,0,y.vong-Nganion
2347,y.wood,Frenchdo Stanser,28,1,0,0,0,0,y.wood-Frenchdo Stanser
2348,y.yanti,Coastpa Barleslands,24,0,1,0,0,0,y.yanti-Coastpa Barleslands
2349,y.zgambo,Janmico,26,0,0,1,0,0,y.zgambo-Janmico
2350,y.zia,Dosqaly,29,0,1,0,0,0,y.zia-Dosqaly
2351,z.acidri,Nganion,23,0,0,1,0,0,z.acidri-Nganion
2352,z.agyei,People's Land of Maneau,19,0,0,1,0,0,z.agyei-People's Land of Maneau
2353,z.ahmetovi,Lefghau,28,0,1,0,0,0,z.ahmetovi-Lefghau
2354,z.akoth,Dosqaly,21,0,0,1,0,0,z.akoth-Dosqaly
2355,z.alupo,Central Republic of Boekrainego,18,1,0,0,0,0,z.alupo-Central Republic of Boekrainego
2356,z.amito,Nganion,22,1,0,0,0,0,z.amito-Nganion
2357,z.andersen,Greri Landmoslands,19,0,0,1,0,0,z.andersen-Greri Landmoslands
2358,z.angom,Cuandbo,18,0,1,0,0,0,z.angom-Cuandbo
2359,z.basile,Dosqaly,18,1,0,0,0,0,z.basile-Dosqaly
2360,z.binzakaria,Esia,29,0,0,1,0,0,z.binzakaria-Esia
2361,z.buyinza,Saintu,31,0,1,0,0,0,z.buyinza-Saintu
2362,z.chavula,Greri Landmoslands,29,0,0,1,0,0,z.chavula-Greri Landmoslands
2363,z.chipeta,Esia,28,0,0,1,0,0,z.chipeta-Esia
2364,z.cumbe,Rarita,35,0,1,0,0,1,z.cumbe-Rarita
2365,z.donkor,Ingre,21,0,0,1,0,0,z.donkor-Ingre
2366,z.eshun,Dosqaly,22,0,1,0,0,0,z.eshun-Dosqaly
2367,z.fabre,Nganion,25,0,0,0,1,0,z.fabre-Nganion
2368,z.frank,Esia,26,0,0,1,0,0,z.frank-Esia
2369,z.hansson,Newgan Ruland,20,1,0,0,0,0,z.hansson-Newgan Ruland
2370,z.hasna,Dosqaly,18,0,1,0,0,0,z.hasna-Dosqaly
2371,z.heinonen,Dosqaly,22,0,1,0,0,0,z.heinonen-Dosqaly
2372,z.johansen,Dosqaly,31,0,1,0,0,0,z.johansen-Dosqaly
2373,z.kakai,Rarita,26,0,1,0,0,1,z.kakai-Rarita
2374,z.kasibante,Esia,22,0,1,0,0,0,z.kasibante-Esia
2375,z.katusiime,Dosqaly,31,1,0,0,0,0,z.katusiime-Dosqaly
2376,z.kayendeke,People's Land of Maneau,20,0,0,1,0,0,z.kayendeke-People's Land of Maneau
2377,z.kebirungi,Central Diasongo,22,1,0,0,0,0,z.kebirungi-Central Diasongo
2378,z.kiirya,Lefghau,22,0,0,1,0,0,z.kiirya-Lefghau
2379,z.kituyi,Central Republic of Boekrainego,20,0,0,1,0,0,z.kituyi-Central Republic of Boekrainego
2380,z.knezevi,Lefghau,28,1,0,0,0,0,z.knezevi-Lefghau
2381,z.knezevi,Rarita,28,1,0,0,0,1,z.knezevi-Rarita
2382,z.krajnc,Lefghau,29,0,0,1,0,0,z.krajnc-Lefghau
2383,z.lefevre,Quewenia,21,0,0,0,1,0,z.lefevre-Quewenia
2384,z.longole,Lefghau,24,0,0,1,0,0,z.longole-Lefghau
2385,z.makore,People's Land of Maneau,22,1,0,0,0,0,z.makore-People's Land of Maneau
2386,z.marini,Central Republic of Boekrainego,28,0,0,0,1,0,z.marini-Central Republic of Boekrainego
2387,z.mayr,Lefghau,21,1,0,0,0,0,z.mayr-Lefghau
2388,z.mlilo,Pierrema,26,0,1,0,0,0,z.mlilo-Pierrema
2389,z.moller,Central Republic of Boekrainego,29,1,0,0,0,0,z.moller-Central Republic of Boekrainego
2390,z.moreira,Rarita,24,1,0,0,0,1,z.moreira-Rarita
2391,z.mutandwa,People's Land of Maneau,33,0,0,1,0,0,z.mutandwa-People's Land of Maneau
2392,z.nabaweesi,People's Land of Maneau,18,1,0,0,0,0,z.nabaweesi-People's Land of Maneau
2393,z.nakagawa,People's Land of Maneau,22,0,1,0,0,0,z.nakagawa-People's Land of Maneau
2394,z.nakayama,Sobianitedrucy,25,1,0,0,0,0,z.nakayama-Sobianitedrucy
2395,z.nakiwala,Rarita,24,1,0,0,0,1,z.nakiwala-Rarita
2396,z.namatovu,Esia,23,1,0,0,0,0,z.namatovu-Esia
2397,z.nassolo,Rarita,31,0,0,1,0,1,z.nassolo-Rarita
2398,z.ndawula,Eastern Covaki,24,1,0,0,0,0,z.ndawula-Eastern Covaki
2399,z.ngambi,Saintu,32,0,1,0,0,0,z.ngambi-Saintu
2400,z.nicolas,Esia,17,0,0,1,0,0,z.nicolas-Esia
2401,z.njoku,Imaar Vircoand,25,1,0,0,0,0,z.njoku-Imaar Vircoand
2402,z.no,People's Land of Maneau,22,0,1,0,0,0,z.no-People's Land of Maneau
2403,z.nyamahunge,Rarita,38,0,0,0,1,1,z.nyamahunge-Rarita
2404,z.ogawa,Coastpa Barleslands,25,0,1,0,0,0,z.ogawa-Coastpa Barleslands
2405,z.okon,Byasier Pujan,22,0,0,1,0,0,z.okon-Byasier Pujan
2406,z.patel,Coastpa Barleslands,24,0,0,1,0,0,z.patel-Coastpa Barleslands
2407,z.pinto,Republic of Denand Landsa,23,1,0,0,0,0,z.pinto-Republic of Denand Landsa
2408,z.quekkwik,Esia,24,0,0,1,0,0,z.quekkwik-Esia
2409,z.rajabi,Rarita,30,0,0,1,0,1,z.rajabi-Rarita
2410,z.robin,Reugha,20,0,1,0,0,0,z.robin-Reugha
2411,z.rojas,People's Land of Maneau,21,0,0,1,0,0,z.rojas-People's Land of Maneau
2412,z.salisu,Nganion,29,0,0,1,0,0,z.salisu-Nganion
2413,z.semakula,Nganion,25,0,0,1,0,0,z.semakula-Nganion
2414,z.shaikh,Dosqaly,30,1,0,0,0,0,z.shaikh-Dosqaly
2415,z.sng,Esia,27,0,1,0,0,0,z.sng-Esia
2416,z.tanaka,Xikong,26,0,0,1,0,0,z.tanaka-Xikong
2417,z.tomi,Nganion,25,1,0,0,0,0,z.tomi-Nganion
2418,z.vilanculos,Esia,23,0,0,1,0,0,z.vilanculos-Esia
2419,z.wati,Dosqaly,22,0,1,0,0,0,z.wati-Dosqaly
2420,z.yosef,People's Land of Maneau,20,0,1,0,0,0,z.yosef-People's Land of Maneau
2421,z.zziwa,Rarita,23,1,0,0,0,1,z.zziwa-Rarita
